Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Baclofen	Metabolite	wikidata:Q413717	""					wikidata:Q413717	chebi:2972;chebi:187893	inchikey:KPYSYYIEGFHWSV-UHFFFAOYSA-N	pubchem.compound:2284;pubchem.compound:78422631	chemspider:2197	hmdb:HMDB0014327		
Calcium influx	Metabolite	wikidata:Q23905776	""					wikidata:Q23905776	chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N	pubchem.compound:271	chemspider:266	hmdb:HMDB0000464		
Succinate 	Metabolite	wikidata:Q213050	""					wikidata:Q213050	chebi:15741	inchikey:KDYFGRWQOYBRFD-UHFFFAOYSA-N	pubchem.compound:1110;pubchem.compound:21952380	chemspider:1078	hmdb:HMDB0000254	kegg.compound:C00042	lipidmaps:LMFA01170043
Gamma-hydroxybutyrate 	Metabolite	wikidata:Q207920	""					wikidata:Q207920	chebi:30830	inchikey:SJZRECIVHVDYJC-UHFFFAOYSA-N	pubchem.compound:10413	chemspider:9984	hmdb:HMDB0000710	kegg.compound:C00989	lipidmaps:LMFA01050006
Succinic semialdehyde	Metabolite	wikidata:Q4602542	""					wikidata:Q4602542	chebi:16265	inchikey:UIUJIQZEACWQSV-UHFFFAOYSA-N	pubchem.compound:1112	chemspider:1080	hmdb:HMDB0001259	kegg.compound:C00232	lipidmaps:LMFA06000118
GABA	Metabolite	wikidata:Q210021	""					wikidata:Q210021	chebi:16865;chebi:59888	inchikey:BTCSSZJGUNDROE-UHFFFAOYSA-N	pubchem.compound:6992099;pubchem.compound:119	chemspider:116	hmdb:HMDB0000112	kegg.compound:C00334	lipidmaps:LMFA01100039
L-glutamate	Metabolite	wikidata:Q27104095	""					wikidata:Q27104095	chebi:29985	inchikey:WHUUTDBJXJRKMK-VKHMYHEASA-M	pubchem.compound:11840951;pubchem.compound:14598502	chemspider:4573882			
Benzodiazepines	Metabolite	wikidata:Q83871	""												
Barbiturates	Metabolite	wikidata:Q206348	""												
Cl⁻	Metabolite	wikidata:Q108200	""					wikidata:Q108200	chebi:17996	inchikey:VEXZGXHMUGYJMC-UHFFFAOYSA-M	pubchem.compound:312	chemspider:306	hmdb:HMDB0000492	kegg.compound:C00698	
Release of GABA	Metabolite	wikidata:Q210021	""					wikidata:Q210021	chebi:16865;chebi:59888	inchikey:BTCSSZJGUNDROE-UHFFFAOYSA-N	pubchem.compound:6992099;pubchem.compound:119	chemspider:116	hmdb:HMDB0000112	kegg.compound:C00334	lipidmaps:LMFA01100039
Gamma-hydroxybutyrate	Metabolite	wikidata:Q207920	""					wikidata:Q207920	chebi:30830	inchikey:SJZRECIVHVDYJC-UHFFFAOYSA-N	pubchem.compound:10413	chemspider:9984	hmdb:HMDB0000710	kegg.compound:C00989	lipidmaps:LMFA01050006
DNM1	GeneProduct	wikidata:Q1181014	""												
GAD1	GeneProduct	uniprot:Q99259	""	ensembl:ENSG00000128683	ncbigene:2571	hgnc.symbol:GAD1	uniprot:C9JT43;uniprot:U3KQR2;uniprot:C9JN45;uniprot:C9JLZ7;uniprot:C9J6C9;uniprot:A0A0S2Z3V5;uniprot:Q99259;uniprot:F8WD43								
GPHN	GeneProduct	ensembl:ENSG00000171723	""	ensembl:ENSG00000171723	ncbigene:10243	hgnc.symbol:GPHN	uniprot:G3V582;uniprot:G3V4D2;uniprot:G3V4R0;uniprot:H0YJR5;uniprot:Q9NQX3;uniprot:H0YJ30;uniprot:G3V355;uniprot:F5H039;uniprot:H0YIY4								
UBQLN1	GeneProduct	wikidata:Q18039745	""												
GAD2	GeneProduct	uniprot:Q05329	""	ensembl:ENSG00000136750	ncbigene:2572	hgnc.symbol:GAD2	uniprot:A0A3B3IU09;uniprot:Q5VZ30;uniprot:Q05329;uniprot:Q5VZ31								
NSF	GeneProduct	wikidata:Q6951477	""												
SLC6A11	GeneProduct	ensembl:ENSG00000132164	""	ensembl:ENSG00000132164	ncbigene:6538	hgnc.symbol:SLC6A11	uniprot:P48066								
GABARAP	GeneProduct	wikidata:Q18036482	""												
AP2S1	GeneProduct	ensembl:ENSG00000042753	""	ensembl:ENSG00000042753	ncbigene:1175	hgnc.symbol:AP2S1	uniprot:M0QYZ2;uniprot:M0R0N4;uniprot:P53680;uniprot:M0QZ21;uniprot:X6R390;uniprot:M0R1S0								
AP2M1	GeneProduct	ensembl:ENSG00000161203	""	ensembl:ENSG00000161203	ncbigene:1173	hgnc.symbol:AP2M1	uniprot:C9JPV8;uniprot:C9JJ47;uniprot:A0A8I5KTP2;uniprot:C9JJD3;uniprot:A0A8I5KT55;uniprot:C9JTK4;uniprot:Q96CW1;uniprot:A0A8I5KWD3;uniprot:H7C4C3;uniprot:A0A087WY71;uniprot:C9JGT8;uniprot:A0A8I5QJU5;uniprot:E9PFW3								
AP2B1	GeneProduct	ensembl:ENSG00000006125	""	ensembl:ENSG00000006125	ncbigene:163	hgnc.symbol:AP2B1	uniprot:A0A140VJE8;uniprot:A0A087WU93;uniprot:A0A087X253;uniprot:A0A087WYD1;uniprot:K7EMN7;uniprot:K7EJ01;uniprot:A0A087WZQ6;uniprot:P63010;uniprot:K7EN71;uniprot:K7EKZ5;uniprot:K7EJX1;uniprot:K7ERB2;uniprot:A0A087WXS3								
ALDH9A1	GeneProduct	ensembl:ENSG00000143149	""	ensembl:ENSG00000143149	ncbigene:223	hgnc.symbol:ALDH9A1	uniprot:P49189								
AP2A2	GeneProduct	ncbigene:161	""	ensembl:ENSG00000183020	ncbigene:161	hgnc.symbol:AP2A2	uniprot:E9PQP4;uniprot:A0A8I5KV06;uniprot:O94973;uniprot:E9PPY8;uniprot:A0A8I5KPP9;uniprot:A0A8I5KYZ9;uniprot:A0A8I5QJV7;uniprot:A0A8I5KY83								
ABAT	GeneProduct	wikidata:Q18300885	""												
SLC32A1	GeneProduct	ensembl:ENSG00000101438	""	ensembl:ENSG00000101438	ncbigene:140679	hgnc.symbol:SLC32A1	uniprot:Q9H598								
GAT1	GeneProduct	uniprot:P30531	""	ensembl:ENSG00000157103	ncbigene:6529	hgnc.symbol:SLC6A1	uniprot:A0A2R8Y4I3;uniprot:A0A024R2K8;uniprot:A0A2R8YF74;uniprot:A0A8V8TMZ9;uniprot:A0A2R8YCM3;uniprot:A0A2R8YEF0;uniprot:A0A2R8Y3X2;uniprot:A0A2R8YFI0;uniprot:C9J5P8;uniprot:A0A2R8Y495;uniprot:A0A2R8YDD5;uniprot:B7Z3C5;uniprot:A0A2R8Y867;uniprot:P30531								
AP2A1	GeneProduct	ensembl:ENSG00000196961	""	ensembl:ENSG00000196961	ncbigene:160	hgnc.symbol:AP2A1	uniprot:M0R2D9;uniprot:O95782								
