Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
ADH1C	GeneProduct	ensembl:ENSBTAG00000034189	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:126"	ensembl:ENSBTAG00000034189	ncbigene:509744		uniprot:F1MZP8;uniprot:A0A3Q1MNW6;uniprot:A0A3Q1MMQ3;uniprot:A0A3Q1M857;uniprot:A0A3Q1MRL0								
ALDH1A1	GeneProduct	ensembl:ENSBTAG00000008103	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:216"	ensembl:ENSBTAG00000008103	ncbigene:281615		uniprot:P48644								
ADH7	GeneProduct	ensembl:ENSBTAG00000015729	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:131"	ensembl:ENSBTAG00000015729		hgnc.symbol:ADH7	uniprot:E1BBW9								
CYP2E1	GeneProduct	ensembl:ENSBTAG00000018365	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1571"												
ADH1B	GeneProduct	ensembl:ENSBTAG00000034189	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:125"	ensembl:ENSBTAG00000034189	ncbigene:509744		uniprot:F1MZP8;uniprot:A0A3Q1MNW6;uniprot:A0A3Q1MMQ3;uniprot:A0A3Q1M857;uniprot:A0A3Q1MRL0								
CYP3A4	GeneProduct	ensembl:ENSBTAG00000047379	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1576"												
MGC127055	GeneProduct	ensembl:ENSBTAG00000026501	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1565"	ensembl:ENSBTAG00000026501	ncbigene:785824		uniprot:Q2KJJ2;uniprot:A0A3Q1LT22								
CYP1A1	GeneProduct	ensembl:ENSBTAG00000001021	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1543"	ensembl:ENSBTAG00000001021	ncbigene:282870		uniprot:A0A3Q1MV97;uniprot:F1MM10								
ADH6	GeneProduct	ensembl:ENSBTAG00000006991	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:130"	ensembl:ENSBTAG00000006991	ncbigene:510551		uniprot:A0A3Q1M0E0;uniprot:F1MZN9								
ALDH2	GeneProduct	ensembl:ENSBTAG00000008743	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:217"	ensembl:ENSBTAG00000008743	ncbigene:508629		uniprot:P20000								
ADH4	GeneProduct	ensembl:ENSBTAG00000034139	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:127"	ensembl:ENSBTAG00000034139	ncbigene:520508		uniprot:F1MFZ4								
ADH1A	GeneProduct	ensembl:ENSBTAG00000034189	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:124"	ensembl:ENSBTAG00000034189	ncbigene:509744		uniprot:F1MZP8;uniprot:A0A3Q1MNW6;uniprot:A0A3Q1MMQ3;uniprot:A0A3Q1M857;uniprot:A0A3Q1MRL0								
CYP4A11	GeneProduct	ensembl:ENSBTAG00000000229	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1579"	ensembl:ENSBTAG00000000229	ncbigene:784417		uniprot:F1N3I8;uniprot:E1BBB6								
CYP1A2	GeneProduct	ensembl:ENSBTAG00000000085	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1544"	ensembl:ENSBTAG00000000085	ncbigene:503552		uniprot:F1MHN9								
CYP2A6	GeneProduct	ensembl:ENSBTAG00000047815	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1548"	ensembl:ENSBTAG00000047815	ncbigene:540707		uniprot:G3MYH2								
