ID	Database	Citation
10698680	Pubmed	"The PI3K-PDK1 connection: more than just a road to PKB. Vanhaesebroeck B, Alessi DR. Biochem J. 2000 Mar 15;346 Pt 3(Pt 3):561–76.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10698680"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10698680"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10698680"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11082269	Pubmed	"Rho GTPases: signaling, migration, and invasion. Schmitz AA, Govek EE, Böttner B, Van Aelst L. Exp Cell Res. 2000 Nov 25;261(1):1–12.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11082269"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11082269"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11082269"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11146675	Pubmed	"Paxillin and focal adhesion signalling. Turner CE. Nat Cell Biol. 2000 Dec;2(12):E231-6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11146675"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11146675"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11146675"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11229600	Pubmed	"Focal adhesions: structure and dynamics. Petit V, Thiery JP. Biol Cell. 2000 Oct;92(7):477–94.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11229600"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11229600"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11229600"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11573199	Pubmed	"Fibronectin, integrins, and growth control. Danen EH, Yamada KM. J Cell Physiol. 2001 Oct;189(1):1–13.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11573199"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11573199"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11573199"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11882383	Pubmed	"The protein kinase B/Akt signalling pathway in human malignancy. Nicholson KM, Anderson NG. Cell Signal. 2002 May;14(5):381–95.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11882383"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11882383"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11882383"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12235283	Pubmed	"Get a ligand, get a life: integrins, signaling and cell survival. Stupack DG, Cheresh DA. J Cell Sci. 2002 Oct 1;115(Pt 19):3729–38.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12235283"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12235283"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12235283"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12640026	Pubmed	"Focal adhesion kinase: the first ten years. Parsons JT. J Cell Sci. 2003 Apr 15;116(Pt 8):1409–16.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12640026"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12640026"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12640026"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14519391	Pubmed	"Interactions between growth factor receptors and adhesion molecules: breaking the rules. Comoglio PM, Boccaccio C, Trusolino L. Curr Opin Cell Biol. 2003 Oct;15(5):565–71.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14519391"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14519391"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14519391"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14744429	Pubmed	"Rho and Rac take center stage. Burridge K, Wennerberg K. Cell. 2004 Jan 23;116(2):167–79.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14744429"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14744429"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14744429"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
