Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
pre ArgRS	GeneProduct	sgd:S000001133	""	ensembl:YHR091C	ncbigene:856491		uniprot:P38714								
AspRS	GeneProduct	sgd:S000006025	""	ensembl:YPL104W	ncbigene:856000		uniprot:P15179								
pre LeuRS	GeneProduct	sgd:S000004374	""	ensembl:YLR382C	ncbigene:851098		uniprot:P11325								
pre ValRS	GeneProduct	sgd:S000003326	""	ensembl:YGR094W	ncbigene:852986		uniprot:P07806								
GluRS	GeneProduct	sgd:S000005393	""	ensembl:YOL033W	ncbigene:854124		uniprot:P48525								
IleRS	GeneProduct	sgd:S000005961	""	ensembl:YPL040C	ncbigene:856067		uniprot:P48526								
TrpRS	GeneProduct	sgd:S000002676	""	ensembl:YDR268W	ncbigene:851861		uniprot:P04803								
pre TyrRS	GeneProduct	sgd:S000006018	""	ensembl:YPL097W	ncbigene:856007		uniprot:P48527								
pre ThrRS	GeneProduct	sgd:S000001677	""	ensembl:YKL194C	ncbigene:853640		uniprot:P07236								
pre AspRS	GeneProduct	sgd:S000000618	""	ensembl:YCR024C	ncbigene:850388		uniprot:P25345								
pre HisRS	GeneProduct	sgd:S000006237	""	ensembl:YPR033C	ncbigene:856145		uniprot:P07263								
pre AsnRS	GeneProduct	sgd:S000000618	""	ensembl:YCR024C	ncbigene:850388		uniprot:P25345								
MetRS	GeneProduct	sgd:S000003403	""	ensembl:YGR171C	ncbigene:853081		uniprot:P22438								
pre PheRS	GeneProduct	sgd:S000006251	""	ensembl:YPR047W	ncbigene:856160		uniprot:P08425								
pre LysRS	GeneProduct	sgd:S000005017	""	ensembl:YNL073W	ncbigene:855651		uniprot:P32048								
