Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Succinic acid	Metabolite	hmdb:HMDB0000254	""						chebi:15741	inchikey:KDYFGRWQOYBRFD-UHFFFAOYSA-N	pubchem.compound:1738118	chemspider:1078	hmdb:HMDB0000254	kegg.compound:C00042	
Indolepyruvic acid	Metabolite	chebi:29750	""					wikidata:Q23905803	chebi:29750	inchikey:RSTKLPZEZYGQPY-UHFFFAOYSA-N	pubchem.compound:803	chemspider:781	hmdb:HMDB0060484	kegg.compound:C00331	
Glycolic acid	Metabolite	hmdb:HMDB0000115	""						chebi:17497	inchikey:AEMRFAOFKBGASW-UHFFFAOYSA-N	pubchem.compound:757	chemspider:737	hmdb:HMDB0000115	kegg.compound:C03547	
Oxalacetic acid	Metabolite	hmdb:HMDB0000223	""						chebi:30744	inchikey:KHPXUQMNIQBQEV-UHFFFAOYSA-N	pubchem.compound:970	chemspider:945	hmdb:HMDB0000223	kegg.compound:C00036	
L-Glutamic acid	Metabolite	hmdb:HMDB0000148	""						chebi:16015	inchikey:WHUUTDBJXJRKMK-VKHMYHEASA-N	pubchem.compound:33032		hmdb:HMDB0000148	kegg.compound:C00025	
Glyoxylic acid	Metabolite	hmdb:HMDB0000119	""						chebi:16891	inchikey:HHLFWLYXYJOTON-UHFFFAOYSA-N	pubchem.compound:760	chemspider:740	hmdb:HMDB0000119	kegg.compound:C00048	
cis-Aconitic acid	Metabolite	hmdb:HMDB0000072	""						chebi:32805	inchikey:GTZCVFVGUGFEME-IWQZZHSRSA-N	pubchem.compound:643757	chemspider:558863	hmdb:HMDB0000072	kegg.compound:C00417	
D-threo-Isocitric acid	Metabolite	hmdb:HMDB0001874	""						chebi:151	inchikey:ODBLHEXUDAPZAU-ZAFYKAAXSA-N	pubchem.compound:5318532	chemspider:4477081	hmdb:HMDB0001874	kegg.compound:C00451	
Oxalosuccinic acid	Metabolite	hmdb:HMDB0003974	""						chebi:44712	inchikey:UFSCUAXLTRFIDC-REOHCLBHSA-N		chemspider:4593408	hmdb:HMDB0003974	kegg.compound:C05379	
Citric acid	Metabolite	hmdb:HMDB0000094	""						chebi:30769	inchikey:KRKNYBCHXYNGOX-UHFFFAOYSA-N	pubchem.compound:311	chemspider:305	hmdb:HMDB0000094	kegg.compound:C00158	
Oxoglutaric acid	Metabolite	hmdb:HMDB0000208	""						chebi:30915	inchikey:KPGXRSRHYNQIFN-UHFFFAOYSA-N	pubchem.compound:51	chemspider:50	hmdb:HMDB0000208	kegg.compound:C00026	
Succinyl-CoA	Metabolite	hmdb:HMDB0001022	""						chebi:15380	inchikey:VNOYUJKHFWYWIR-ITIYDSSPSA-N	pubchem.compound:92133	chemspider:83179	hmdb:HMDB0001022	kegg.compound:C00091	
L-Malic acid	Metabolite	hmdb:HMDB0000156	""						chebi:30797	inchikey:BJEPYKJPYRNKOW-REOHCLBHSA-N	pubchem.compound:222656	chemspider:193317	hmdb:HMDB0000156	kegg.compound:C00149	
L-2-Amino-3-oxobutanoic acid	Metabolite	hmdb:HMDB0006454	""						chebi:40673	inchikey:SAUCHDKDCUROAO-VKHMYHEASA-N	pubchem.compound:440033	chemspider:389046	hmdb:HMDB0006454	kegg.compound:C03508	
Fumaric acid	Metabolite	hmdb:HMDB0000134	""						chebi:18012	inchikey:VZCYOOQTPOCHFL-OWOJBTEDSA-N	pubchem.compound:444972	chemspider:10197150	hmdb:HMDB0000134	kegg.compound:C00122	
5-Aminolevulinic acid	Metabolite	hmdb:HMDB0001149	""						chebi:17549	inchikey:ZGXJTSGNIOSYLO-UHFFFAOYSA-N	pubchem.compound:137	chemspider:134	hmdb:HMDB0001149	kegg.compound:C00430	
Oxalic acid	Metabolite	hmdb:HMDB0002329	""						chebi:16995	inchikey:MUBZPKHOEPUJKR-UHFFFAOYSA-N	pubchem.compound:971	chemspider:946	hmdb:HMDB0002329	kegg.compound:C00209	
Acetyl-CoA	Metabolite	hmdb:HMDB0001206	""						chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	
Porphobilinogen	Metabolite	hmdb:HMDB0000245	""						chebi:17381	inchikey:QSHWIQZFGQKFMA-UHFFFAOYSA-N	pubchem.compound:1021	chemspider:995	hmdb:HMDB0000245	kegg.compound:C00931	
4-Aminobutyraldehyde	Metabolite	hmdb:HMDB0001080	""						chebi:17769	inchikey:DZQLQEYLEYWJIB-UHFFFAOYSA-N	pubchem.compound:118	chemspider:115	hmdb:HMDB0001080	kegg.compound:C02903	
Gamma-Aminobutyric acid	Metabolite	hmdb:HMDB0000112	""						chebi:16865	inchikey:BTCSSZJGUNDROE-UHFFFAOYSA-N	pubchem.compound:119	chemspider:116	hmdb:HMDB0000112	kegg.compound:C00334	
Succinic acid semialdehyde	Metabolite	hmdb:HMDB0001259	""						chebi:16265	inchikey:UIUJIQZEACWQSV-UHFFFAOYSA-N	pubchem.compound:1112	chemspider:1080	hmdb:HMDB0001259	kegg.compound:C00232	
Pyrroline hydroxycarboxylic acid	Metabolite	hmdb:HMDB0001369	""						chebi:27391	inchikey:WFOFKRKDDKGRIK-UHFFFAOYSA-N	pubchem.compound:1059	chemspider:1030	hmdb:HMDB0001369	kegg.compound:C04281	
