Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Isocitric acid	Metabolite	chebi:30887						wikidata:Q288927	chebi:30887;chebi:30887	inchikey:ODBLHEXUDAPZAU-UHFFFAOYSA-N
4-Hydroxy-trans-aconitate	Metabolite	wikidata:Q76106265						wikidata:Q76106265		inchikey:WUUVSJBKHXDKBS-ROFOPDMZSA-N
Fluoroacetic acid	Metabolite	chebi:30775						wikidata:Q420215	chebi:30775;chebi:30775	inchikey:QEWYKACRFQMRMB-UHFFFAOYSA-N
Fluoroacetyl-CoA	Metabolite	pubchem.compound:49859653						wikidata:Q27131235	chebi:61646;chebi:61646	inchikey:MXORLDKQFQCTLP-GRFIIANRSA-N
Citric acid	Metabolite	chebi:30769						wikidata:Q159683	chebi:30769;chebi:30769	inchikey:KRKNYBCHXYNGOX-UHFFFAOYSA-N
Acetate	Metabolite	cas:71-50-1						wikidata:Q9154808	chebi:30089;chebi:30089	inchikey:QTBSBXVTEAMEQO-UHFFFAOYSA-M
Fluoroacetaldehyde	Metabolite	chebi:14272						wikidata:Q18389998	chebi:14272;chebi:14272	inchikey:YYDWYJJLVYDJLV-UHFFFAOYSA-N
Fluorocitric acid	Metabolite	cas:357-89-1						wikidata:Q3497407	chebi:174045	inchikey:DGXLYHAWEBCTRU-UHFFFAOYSA-N
Aconitase	GeneProduct	ensembl:ENSG00000100412		ensembl:ENSG00000100412	ncbigene:50	hgnc.symbol:ACO2	uniprot:A0A7I2V4I8;uniprot:A0A7I2V5A1;uniprot:A0A7I2V3C8;uniprot:A0A7I2V6A6;uniprot:A0A7I2V3U0;uniprot:A0A7I2V2Y4;uniprot:Q99798;uniprot:A0A7I2V499;uniprot:A0A7I2V5U4;uniprot:A2A274;uniprot:A0A7I2V586;uniprot:A0A7I2V3U7;uniprot:A0A7I2V5T4;uniprot:A0A7I2V5W7;uniprot:A0A7I2V538;uniprot:A0A7I2V614;uniprot:A0A7I2V3F1			
ALDH3A2	GeneProduct	ensembl:ENSG00000072210		ensembl:ENSG00000072210	ncbigene:224	hgnc.symbol:ALDH3A2	uniprot:I3L0X1;uniprot:J3KTG1;uniprot:P51648;uniprot:I3L4G6;uniprot:A0A5F9ZHP6;uniprot:A0A5F9ZHN9;uniprot:A0A5F9ZHI5;uniprot:J3KTD9;uniprot:A0A0D9SGC3;uniprot:A0A5F9ZHZ9;uniprot:I3L1M4;uniprot:J3QS00;uniprot:J3QQV9;uniprot:K7EN73;uniprot:A0A5F9ZI12;uniprot:J3QRD1;uniprot:A0A5F9ZGX4;uniprot:A0A5K1VW72;uniprot:J3QKK9;uniprot:I3L2W1			
ALDH9A1	GeneProduct	ensembl:ENSG00000143149		ensembl:ENSG00000143149	ncbigene:223	hgnc.symbol:ALDH9A1	uniprot:P49189			
Acetyl-CoA synthetase	GeneProduct	ensembl:ENSG00000131069		ensembl:ENSG00000131069	ncbigene:55902	hgnc.symbol:ACSS2	uniprot:Q9NR19;uniprot:F8WBQ7;uniprot:C9IYL0;uniprot:F8WCJ4;uniprot:C9JXD9;uniprot:C9J7L5;uniprot:F8WC73;uniprot:B4DEH9;uniprot:F8WDJ9;uniprot:C9JY31			
ALDH2	GeneProduct	ensembl:ENSG00000111275		ensembl:ENSG00000111275	ncbigene:217	hgnc.symbol:ALDH2	uniprot:A0A384NPN7;uniprot:P05091;uniprot:S4R3S4;uniprot:F8VSB0			
Citrate synthase	GeneProduct	ncbigene:1431		ensembl:ENSG00000062485	ncbigene:1431	hgnc.symbol:CS	uniprot:F8VTT8;uniprot:F8W0J2;uniprot:F8VU34;uniprot:A0A024RB75;uniprot:F8VWQ5;uniprot:H0YIC4;uniprot:F8VX68;uniprot:F8VR34;uniprot:F8VRP1;uniprot:F8W642;uniprot:H0YH82;uniprot:A0A0C4DGI3;uniprot:F8VVY4;uniprot:F8W1S4;uniprot:F8W4S1;uniprot:F8VZK9;uniprot:F8VPA1;uniprot:F8VRI6;uniprot:F8VX07;uniprot:B4DJV2;uniprot:F8VPF9;uniprot:O75390			
