Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Iron	Metabolite	hmdb:HMDB0000692							chebi:29033;chebi:29033	inchikey:CWYNVVGOOAEACU-UHFFFAOYSA-N
Iron	Metabolite	hmdb:HMDB0000692							chebi:29033;chebi:29033	inchikey:CWYNVVGOOAEACU-UHFFFAOYSA-N
Transferrin	GeneProduct	ensembl:ENSMUSG00000032554		ensembl:ENSMUSG00000032554	ncbigene:22041		uniprot:D3YYR8;uniprot:E9Q2Q7;uniprot:Q921I1;uniprot:E9Q939;uniprot:F7CJN9;uniprot:F7BAE9			
Fth1	GeneProduct	ncbigene:14319		ensembl:ENSMUSG00000024661	ncbigene:14319		uniprot:A0A494BAP3;uniprot:P09528;uniprot:A0A494B9D4;uniprot:A0A494BA92			
Trfr2	GeneProduct	ensembl:ENSMUSG00000029716		ensembl:ENSMUSG00000029716	ncbigene:50765		uniprot:Q9JKX3;uniprot:A0A0G2JED7			
Ftl1	GeneProduct	ensembl:ENSMUSG00000050708		ensembl:ENSMUSG00000050708	ncbigene:14325		uniprot:A0A1B0GRH4;uniprot:A0A1B0GR60;uniprot:Q9CPX4			
hepcidin-2	GeneProduct	ensembl:ENSMUSG00000056978		ensembl:ENSMUSG00000056978	ncbigene:66438		uniprot:Q80T19;uniprot:Q5M9M1;uniprot:A0A0U1RPF4			
Ireb2	GeneProduct	ensembl:ENSMUSG00000032293		ensembl:ENSMUSG00000032293	ncbigene:64602		uniprot:Q811J3;uniprot:A0A1L1SS62			
hepcidin	GeneProduct	ensembl:ENSMUSG00000050440		ensembl:ENSMUSG00000050440	ncbigene:84506		uniprot:Q9EQ21			
Tnf	GeneProduct	ensembl:ENSMUSG00000024401		ensembl:ENSMUSG00000024401	ncbigene:21926		uniprot:P06804;uniprot:A0A0R4J210;uniprot:Q3U593			
IL-6	GeneProduct	ensembl:ENSMUSG00000025746		ensembl:ENSMUSG00000025746	ncbigene:16193		uniprot:A0A0G2JFG1;uniprot:P08505;uniprot:A2RTD1;uniprot:A0A0G2JGF4;uniprot:A0A0G2JFT1			
hemojuvelin	GeneProduct	ensembl:ENSMUSG00000038403		ensembl:ENSMUSG00000038403	ncbigene:69585		uniprot:Q7TQ32			
Hfe	GeneProduct	ensembl:ENSMUSG00000006611		ensembl:ENSMUSG00000006611	ncbigene:15216		uniprot:Q5SZ87;uniprot:P70387;uniprot:F7CW53;uniprot:Q5SZ91			
IL6R	GeneProduct	ensembl:ENSMUSG00000027947		ensembl:ENSMUSG00000027947	ncbigene:16194		uniprot:P22272;uniprot:A0A0G2JGF1			
hepcidin-2	GeneProduct	ensembl:ENSMUSG00000056978		ensembl:ENSMUSG00000056978	ncbigene:66438		uniprot:Q80T19;uniprot:Q5M9M1;uniprot:A0A0U1RPF4			
hepcidin	GeneProduct	ensembl:ENSMUSG00000050440		ensembl:ENSMUSG00000050440	ncbigene:84506		uniprot:Q9EQ21			
Ferroportin	GeneProduct	ensembl:ENSMUSG00000025993		ensembl:ENSMUSG00000025993	ncbigene:53945		uniprot:Q9JHI9;uniprot:C5H8V4			
IL-1	GeneProduct	ensembl:ENSMUSG00000027399		ensembl:ENSMUSG00000027399	ncbigene:16175		uniprot:Q3U0Y6;uniprot:P01582			
