Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Glucose	Metabolite	chebi:17234	""					wikidata:Q37525	chebi:17234						
GLP1R	GeneProduct	ensembl:ENSG00000112164	""	ensembl:ENSG00000112164	ncbigene:2740	hgnc.symbol:GLP1R	uniprot:P43220								
GCG	GeneProduct	ensembl:ENSG00000115263	""	ensembl:ENSG00000115263	ncbigene:2641	hgnc.symbol:GCG	uniprot:P01275								
IL6	GeneProduct	ensembl:ENSG00000136244	""	ensembl:ENSG00000136244	ncbigene:3569	hgnc.symbol:IL6	uniprot:A0A8Q3SJL1;uniprot:B5MCZ3;uniprot:C9J5B0;uniprot:B5MC21;uniprot:B4DNV3;uniprot:P05231;uniprot:B5MC14;uniprot:Q75MH2								
IL6R	GeneProduct	ensembl:ENSG00000160712	""	ensembl:ENSG00000160712	ncbigene:3570	hgnc.symbol:IL6R	uniprot:H0Y949;uniprot:D6R9R8;uniprot:H0Y9B1;uniprot:P08887;uniprot:A0A087WTB5;uniprot:A0N0L5								
SLC2A1	GeneProduct	ensembl:ENSG00000117394	""	ensembl:ENSG00000117394	ncbigene:6513	hgnc.symbol:SLC2A1	uniprot:P11166;uniprot:A0A6Q8PFI8;uniprot:A0A0D9SFK9;uniprot:A0A0D9SG74;uniprot:A0A1W2PQ59;uniprot:A6NL68								
SLC2A2	GeneProduct	ensembl:ENSG00000163581	""	ensembl:ENSG00000163581	ncbigene:6514	hgnc.symbol:SLC2A2	uniprot:P11168;uniprot:C9J0E8;uniprot:A0A0C4DH64;uniprot:F8WBJ2								
INS	GeneProduct	ensembl:ENSG00000254647	""	ensembl:ENSG00000254647	ncbigene:3630	hgnc.symbol:INS	uniprot:C9JNR5;uniprot:I3WAC9;uniprot:A6XGL2;uniprot:P01308								
GLP-1	Protein	wikidata:Q424611	""					wikidata:Q424611	chebi:80270						
Insulin	Protein	uniprot:P01308	""	ensembl:ENSG00000254647	ncbigene:3630	hgnc.symbol:INS	uniprot:C9JNR5;uniprot:I3WAC9;uniprot:A6XGL2;uniprot:P01308								
