Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Irinotecan	Metabolite	chemspider:54825	""					wikidata:Q412197	chebi:80630	inchikey:UWKQSNNFCGGAFS-XIFFEERXSA-N	pubchem.compound:60838	chemspider:54825	hmdb:HMDB0014900	kegg.compound:C16641	
Irinotecan	Metabolite	chebi:80630	""					wikidata:Q412197	chebi:80630	inchikey:UWKQSNNFCGGAFS-XIFFEERXSA-N	pubchem.compound:60838	chemspider:54825	hmdb:HMDB0014900	kegg.compound:C16641	
SN-38	Metabolite	chebi:8988	""					wikidata:Q1750127	chebi:8988	inchikey:FJHBVJOVLFPMQE-QFIPXVFZSA-N	pubchem.compound:104842	chemspider:94634	hmdb:HMDB0060510	kegg.compound:C11173	
SN-38G	Metabolite	chebi:8990	""					wikidata:Q27108206	chebi:8990	inchikey:SSJQVDUAKDRWTA-CAYKMONMSA-N	pubchem.compound:443154	chemspider:391426	hmdb:HMDB0060511	kegg.compound:C11376	
APC	Metabolite	chebi:80551	""					wikidata:Q27149594	chebi:80551	inchikey:BSVVZICJFYZDJJ-XIFFEERXSA-N	pubchem.compound:10077584	chemspider:8253122	hmdb:HMDB0060661	kegg.compound:C16542	
Abcc1	GeneProduct	ncbigene:24565	""	ensembl:ENSRNOG00000022305	ncbigene:24565		uniprot:Q8CG09;uniprot:E9PT28								
Abcg2	GeneProduct	ncbigene:312382	""	ensembl:ENSRNOG00000007041	ncbigene:312382		uniprot:Q80W57								
Abcc2	GeneProduct	ncbigene:25303	""	ensembl:ENSRNOG00000046727	ncbigene:25303		uniprot:Q63120								
Ces2	GeneProduct	ncbigene:171118	""	ensembl:ENSRNOG00000036571	ncbigene:171118		uniprot:A0A0G2JV37;uniprot:O70177;uniprot:A0A0G2K455								
RGD:621508	GeneProduct	ncbigene:29225	""	ensembl:ENSRNOG00000015438	ncbigene:100125372;ncbigene:113902;ncbigene:29225		uniprot:A0A0G2K3Z4;uniprot:F1LLV6;uniprot:A0A0G2JY66;uniprot:A0A0G2JX75;uniprot:A0A0G2K9Y7;uniprot:Q64573								
CYP3A4	GeneProduct	ncbigene:1576	""												
Ugt1a6	GeneProduct	ncbigene:113992	""												
Ugt1a1	GeneProduct	ncbigene:24861	""												
UGT1A10	GeneProduct	ncbigene:54575	""												
CYP3A5	GeneProduct	ncbigene:1577	""												
UGT1A9	GeneProduct	ncbigene:396552	""												
NPC1	GeneProduct	ncbigene:4864	""												
Bche	GeneProduct	ncbigene:65036	""	ensembl:ENSRNOG00000009826	ncbigene:65036		uniprot:Q9JKC1								
