ID	Database	Citation
1661577	Pubmed	"PDGF: a multifunctional growth factor. Antoniades HN. Baillieres Clin Endocrinol Metab. 1991 Dec;5(4):595–613.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1661577"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1661577"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1661577"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1755382	Pubmed	"PDGF and the small inducible gene (SIG) family: roles in the inflammatory response. Kawahara RS, Deng ZW, Deuel TF. Adv Exp Med Biol. 1991;305:79–87.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1755382"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1755382"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1755382"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2545232	Pubmed	"Platelet-derived growth factor. Three isoforms that bind to two distinct cell surface receptors. Claesson-Welsh L, Heldin CH. Acta Oncol. 1989;28(3):331–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2545232"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2545232"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2545232"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2546599	Pubmed	"Structure and function of platelet-derived growth factor (PDGF) and related proteins. Hannink M, Donoghue DJ. Biochim Biophys Acta. 1989 Jul 28;989(1):1–10.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2546599"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2546599"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2546599"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2557116	Pubmed	"Platelet-derived growth factors: a family of isoforms that bind to two distinct receptors. Heldin CH, Westermark B. Br Med Bull. 1989 Apr;45(2):453–64.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2557116"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2557116"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2557116"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2841963	Pubmed	"Structural and functional aspects of platelet-derived growth factor. Heldin CH, Hammacher A, Nistér M, Westermark B. Br J Cancer. 1988 Jun;57(6):591–3.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2841963"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2841963"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2841963"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18483217	Pubmed	"Role of platelet-derived growth factors in physiology and medicine. Andrae J, Gallini R, Betsholtz C. Genes Dev. 2008 May 15;22(10):1276–312.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18483217"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18483217"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18483217"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20657170	Pubmed	"PDGF function in diverse neural crest cell populations. Smith CL, Tallquist MD. Cell Adh Migr. 2010;4(4):561–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20657170"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20657170"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20657170"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21769672	Pubmed	"PDGF: the nuts and bolts of signalling toolbox. Farooqi AA, Waseem S, Riaz AM, Dilawar BA, Mukhtar S, Minhaj S, et al. Tumour Biol. 2011 Dec;32(6):1057–70.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21769672"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21769672"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21769672"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22512244	Pubmed	"Autocrine PDGF stimulation in malignancies. Heldin CH. Ups J Med Sci. 2012 May;117(2):83–91.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22512244"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22512244"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22512244"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
