ID	Database	Citation
10100484	Pubmed	"Contrin, the human homologue of a germ-cell Y-box-binding protein: cloning, expression, and chromosomal localization. Tekur S, Pawlak A, Guellaen G, Hecht NB. J Androl. 1999;20(1):135–44.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10100484"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10100484"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10100484"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14615802	Pubmed	"Structure and conserved RNA binding of the PAZ domain. Yan KS, Yan S, Farooq A, Han A, Zeng L, Zhou MM. Nature. 2003 Nov 27;426(6965):468–74.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14615802"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14615802"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14615802"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15817569	Pubmed	"Argonaute protein PIWI controls mobilization of retrotransposons in the Drosophila male germline. Kalmykova AI, Klenov MS, Gvozdev VA. Nucleic Acids Res. 2005 Apr 7;33(6):2052–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15817569"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15817569"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15817569"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16278232	Pubmed	"Dazl binds in vivo to specific transcripts and can regulate the pre-meiotic translation of Mvh in germ cells. Reynolds N, Collier B, Maratou K, Bingham V, Speed RM, Taggart M, et al. Hum Mol Genet. 2005 Dec 15;14(24):3899–909.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16278232"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16278232"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16278232"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16600869	Pubmed	"Arginine methylation regulates DNA polymerase beta. El-Andaloussi N, Valovka T, Toueille M, Steinacher R, Focke F, Gehrig P, et al. Mol Cell. 2006 Apr 7;22(1):51–62.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16600869"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16600869"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16600869"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16838012	Pubmed	"Clarifying the mechanics of DNA strand exchange in meiotic recombination. Neale MJ, Keeney S. Nature. 2006 Jul 13;442(7099):153–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16838012"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16838012"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16838012"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17267393	Pubmed	"Lysine propionylation and butyrylation are novel post-translational modifications in histones. Chen Y, Sprung R, Tang Y, Ball H, Sangras B, Kim SC, et al. Mol Cell Proteomics. 2007 May;6(5):812–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17267393"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17267393"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17267393"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19509293	Pubmed	"Thrombospondin-1 is a transcriptional repression target of PRMT6. Michaud-Levesque J, Richard S. J Biol Chem. 2009 Aug 7;284(32):21338–46.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19509293"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19509293"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19509293"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19851446	Pubmed	"Mouse HORMAD1 and HORMAD2, two conserved meiotic chromosomal proteins, are depleted from synapsed chromosome axes with the help of TRIP13 AAA-ATPase. Wojtasz L, Daniel K, Roig I, Bolcun-Filas E, Xu H, Boonsanay V, et al. PLoS Genet. 2009 Oct;5(10):e1000702.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19851446"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19851446"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19851446"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21525168	Pubmed	"Identification of increased amounts of eppin protein complex components in sperm cells of diabetic and obese individuals by difference gel electrophoresis. Paasch U, Heidenreich F, Pursche T, Kuhlisch E, Kettner K, Grunewald S, et al. Mol Cell Proteomics. 2011 Aug;10(8):M110.007187.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21525168"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21525168"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21525168"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
