ID	Database	Citation
7758584	Pubmed	"Molecular cloning of a novel actin-binding protein, p57, with a WD repeat and a leucine zipper motif. Suzuki K, Nishihata J, Arai Y, Honma N, Yamamoto K, Irimura T, et al. FEBS Lett. 1995 May 15;364(3):283–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7758584"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7758584"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7758584"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9407135	Pubmed	"The role of CDP-diacylglycerol synthetase and phosphatidylinositol synthase activity levels in the regulation of cellular phosphatidylinositol content. Lykidis A, Jackson PD, Rock CO, Jackowski S. J Biol Chem. 1997 Dec 26;272(52):33402–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9407135"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9407135"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9407135"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9473669	Pubmed	"Characterization and functional expression of the cDNA encoding human brain quinolinate phosphoribosyltransferase. Fukuoka SI, Nyaruhucha CM, Shibata K. Biochim Biophys Acta. 1998 Jan 21;1395(2):192–201.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9473669"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9473669"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9473669"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9616160	Pubmed	"CD43 interacts with moesin and ezrin and regulates its redistribution to the uropods of T lymphocytes at the cell-cell contacts. Serrador JM, Nieto M, Alonso-Lebrero JL, del Pozo MA, Calvo J, Furthmayr H, et al. Blood. 1998 Jun 15;91(12):4632–44.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9616160"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9616160"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9616160"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9628887	Pubmed	"Interaction of vault particles with estrogen receptor in the MCF-7 breast cancer cell. Abbondanza C, Rossi V, Roscigno A, Gallo L, Belsito A, Piluso G, et al. J Cell Biol. 1998 Jun 15;141(6):1301–10.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9628887"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9628887"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9628887"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9710638	Pubmed	"Core histones and HIRIP3, a novel histone-binding protein, directly interact with WD repeat protein HIRA. Lorain S, Quivy JP, Monier-Gavelle F, Scamps C, Lécluse Y, Almouzni G, et al. Mol Cell Biol. 1998 Sep;18(9):5546–56.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9710638"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9710638"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9710638"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9837938	Pubmed	"Protein phosphatase X interacts with c-Rel and stimulates c-Rel/nuclear factor kappaB activity. Hu MC, Tang-Oxley Q, Qiu WR, Wang YP, Mihindukulasuriya KA, Afshar R, et al. J Biol Chem. 1998 Dec 11;273(50):33561–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9837938"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9837938"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9837938"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10477748	Pubmed	"The 193-kD vault protein, VPARP, is a novel poly(ADP-ribose) polymerase. Kickhoefer VA, Siva AC, Kedersha NL, Inman EM, Ruland C, Streuli M, et al. J Cell Biol. 1999 Sep 6;146(5):917–28.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10477748"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10477748"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10477748"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10727212	Pubmed	"Fetal Alz-50 clone 1 (FAC1) protein interacts with the Myc-associated zinc finger protein (ZF87/MAZ) and alters its transcriptional activity. Jordan-Sciutto KL, Dragich JM, Caltagarone J, Hall DJ, Bowser R. Biochemistry. 2000 Mar 28;39(12):3206–15.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10727212"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10727212"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10727212"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11146551	Pubmed	"SIAH-1 interacts with alpha-tubulin and degrades the kinesin Kid by the proteasome pathway during mitosis. Germani A, Bruzzoni-Giovanelli H, Fellous A, Gisselbrecht S, Varin-Blank N, Calvo F. Oncogene. 2000 Dec 7;19(52):5997–6006.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11146551"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11146551"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11146551"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
