ID	Database	Citation
24315741	Pubmed	"Role of the immune system in pancreatic cancer progression and immune modulating treatment strategies. Sideras K, Braat H, Kwekkeboom J, van Eijck CH, Peppelenbosch MP, Sleijfer S, et al. Cancer Treat Rev. 2014 May;40(4):513–22.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24315741"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24315741"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24315741"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26531138	Pubmed	"The pancreatic cancer secreted REG4 promotes macrophage polarization to M2 through EGFR/AKT/CREB pathway. Ma X, Wu D, Zhou S, Wan F, Liu H, Xu X, et al. Oncol Rep. 2016 Jan;35(1):189–96.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26531138"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26531138"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26531138"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27191744	Pubmed	"Targeting tumor-associated macrophages to combat pancreatic cancer. Cui R, Yue W, Lattime EC, Stein MN, Xu Q, Tan XL. Oncotarget. 2016 Aug 2;7(31):50735–54.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27191744"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27191744"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27191744"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27797715	Pubmed	"Tumor-associated macrophage-derived CCL20 enhances the growth and metastasis of pancreatic cancer. Liu B, Jia Y, Ma J, Wu S, Jiang H, Cao Y, et al. Acta Biochim Biophys Sin (Shanghai). 2016 Dec;48(12):1067–74.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27797715"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27797715"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27797715"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28092365	Pubmed	"Cancer cell chemokines direct chemotaxis of activated stellate cells in pancreatic ductal adenocarcinoma. Roy I, Boyle KA, Vonderhaar EP, Zimmerman NP, Gorse E, Mackinnon AC, et al. Lab Invest. 2017 Mar;97(3):302–17.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28092365"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28092365"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28092365"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30060755	Pubmed	"Tumor microenvironment participates in metastasis of pancreatic cancer. Ren B, Cui M, Yang G, Wang H, Feng M, You L, et al. Mol Cancer. 2018 Jul 30;17(1):108.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30060755"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30060755"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30060755"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
31799175	Pubmed	"Tumor Associated Neutrophils. Their Role in Tumorigenesis, Metastasis, Prognosis and Therapy. Masucci MT, Minopoli M, Carriero MV. Front Oncol. 2019 Nov 15;9:1146.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/31799175"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/31799175"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/31799175"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
31831007	Pubmed	"The reciprocal regulation between host tissue and immune cells in pancreatic ductal adenocarcinoma: new insights and therapeutic implications. Liu X, Xu J, Zhang B, Liu J, Liang C, Meng Q, et al. Mol Cancer. 2019 Dec 13;18(1):184.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/31831007"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/31831007"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/31831007"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
32061257	Pubmed	"Current advances and outlooks in immunotherapy for pancreatic ductal adenocarcinoma. Fan JQ, Wang MF, Chen HL, Shang D, Das JK, Song J. Mol Cancer. 2020 Feb 15;19(1):32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/32061257"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/32061257"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/32061257"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
32201508	Pubmed	"CXCL5 overexpression predicts a poor prognosis in pancreatic ductal adenocarcinoma and is correlated with immune cell infiltration. Zhang R, Liu Q, Peng J, Wang M, Li T, Liu J, et al. J Cancer. 2020 Feb 10;11(9):2371–81.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/32201508"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/32201508"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/32201508"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
