Label	Type	ID	Database	
FN1	Protein	ENSBTAG00000008300	Ensembl
AREG	Protein	ENSBTAG00000018134	Ensembl
COL1A1	Protein	ENSBTAG00000013103	Ensembl
ITGA1	Protein	ENSBTAG00000016525	Ensembl
HRAS	Protein	ENSBTAG00000046644	Ensembl
Apoptosis	Unknown	Q14599311	Wikidata
EGFR	Protein	ENSBTAG00000011628	Ensembl
ROS	Unknown	CHEBI:26523	ChEBI
NRAS	Protein	ENSBTAG00000046797	Ensembl
KRAS	Protein		
RAF1	Protein	ENSBTAG00000045748	Ensembl
MAP2K1	Protein	ENSBTAG00000033983	Ensembl
MAP2K2	Protein	ENSBTAG00000024450	Ensembl
MAPK1	Protein	ENSBTAG00000010312	Ensembl
MAPK8	Protein	ENSBTAG00000007876	Ensembl
MAPK9	Protein	ENSBTAG00000004709	Ensembl
MAPK10	Protein	ENSBTAG00000020048	Ensembl
MAPK12	Protein	ENSBTAG00000019574	Ensembl
MAPK13	Protein	ENSBTAG00000010007	Ensembl
MAPK14	Protein	ENSBTAG00000020783	Ensembl
MAPK11	Protein	ENSBTAG00000030182	Ensembl
ITGB1	Protein	ENSBTAG00000015910	Ensembl
TLN1	Protein	ENSBTAG00000025868	Ensembl
PXN	Protein	ENSBTAG00000018108	Ensembl
SRC	Protein	ENSBTAG00000008938	Ensembl
PTK2	Protein	ENSBTAG00000009578	Ensembl
SOS1	Protein	ENSBTAG00000011643	Ensembl
GRB2	Protein	ENSBTAG00000004736	Ensembl
PIK3CD	Protein	ENSBTAG00000018984	Ensembl
AKT3	Protein	ENSBTAG00000017788	Ensembl
Proliferation	Unknown	Q189159	Wikidata
Inflammation	Unknown	Q101991	Wikidata
Migration	Unknown	Q189092	Wikidata
Angiogenesis	Unknown	Q539568	Wikidata
Differentiation	Unknown	Q210861	Wikidata
ROS	Unknown	CHEBI:26523	ChEBI
