Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Ca2+	Metabolite	pubchem.compound:271						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
H+	Metabolite	pubchem.compound:1038						wikidata:Q506710	chebi:15378;chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N
ATP	Metabolite	hmdb:HMDB0001532							chebi:16284;chebi:16284	inchikey:SUYVUBYJARFZHO-RRKCRQDMSA-N
ITR-1 Channel	GeneProduct	ensembl:WBGene00002173		ensembl:WBGene00002173	ncbigene:177546		uniprot:Q9Y0A1			
VHA-12	GeneProduct	ensembl:WBGene00006921		ensembl:WBGene00006921	ncbigene:180692		uniprot:Q19626			
Killer Cathepsin Protease	GeneProduct	ensembl:WBGene00000783		ensembl:WBGene00000783	ncbigene:180033		uniprot:P43507			
ASP-1	GeneProduct	ensembl:WBGene00000214		ensembl:WBGene00000214	ncbigene:180251		uniprot:G5EEI4			
Cysteine  Protease	GeneProduct	ensembl:WBGene00000543		ensembl:WBGene00000543	ncbigene:175618		uniprot:Q22143			
Cry6Aa	GeneProduct	uniprot:Q45757								
ASP-3	GeneProduct	ensembl:WBGene00000216		ensembl:WBGene00000216	ncbigene:180947		uniprot:P55956			
ASP-4	GeneProduct	ensembl:WBGene00000217		ensembl:WBGene00000217	ncbigene:181444		uniprot:Q21966			
Calpain TRA-3	GeneProduct	ensembl:WBGene00006606		ensembl:WBGene00006606	ncbigene:178385		uniprot:Q22036			
