Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
ATP	Metabolite	cas:1927-31-7	""					wikidata:Q201090	chebi:16284	inchikey:SUYVUBYJARFZHO-RRKCRQDMSA-N	pubchem.compound:15993	chemspider:15194	hmdb:HMDB0001532	kegg.compound:C00131	
UBC4	GeneProduct	ncbigene:852376	""	ensembl:YBR082C	ncbigene:852376		uniprot:P15731								
PRE10	GeneProduct	ncbigene:854544	""	ensembl:YOR362C	ncbigene:854544		uniprot:P21242								
PRE3	GeneProduct	ncbigene:853456	"U13393"	ensembl:YJL001W	ncbigene:853456		uniprot:P38624								
PRE4	GeneProduct	ncbigene:850611	""	ensembl:YFR050C	ncbigene:850611		uniprot:P30657								
RPT6	GeneProduct	ncbigene:852834	"PRS6_HUMAN"	ensembl:YGL048C	ncbigene:852834		uniprot:Q01939								
PRE9	GeneProduct	ncbigene:853036	""	ensembl:YGR135W	ncbigene:853036		uniprot:P23638								
RPN5	GeneProduct	ncbigene:851408	""	ensembl:YDL147W	ncbigene:851408		uniprot:Q12250								
HTA2	GeneProduct	ncbigene:852283	""	ensembl:YBL003C	ncbigene:852283		uniprot:P04912								
RPN8	GeneProduct	ncbigene:854435	""	ensembl:YOR261C	ncbigene:854435		uniprot:Q08723								
PRE6	GeneProduct	ncbigene:854119	""	ensembl:YOL038W	ncbigene:854119		uniprot:P40303								
NAS6	GeneProduct	ncbigene:853147	""	ensembl:YGR232W	ncbigene:853147		uniprot:P50086								
NAS2	GeneProduct	ncbigene:854810	""	ensembl:YIL007C	ncbigene:854810		uniprot:P40555								
PRE1	GeneProduct	ncbigene:856731	""	ensembl:YER012W	ncbigene:856731		uniprot:P22141								
PUP1	GeneProduct	ncbigene:854328	""	ensembl:YOR157C	ncbigene:854328		uniprot:P25043								
SCL1	GeneProduct	ncbigene:852873	""	ensembl:YGL011C	ncbigene:852873		uniprot:P21243								
RPN6	GeneProduct	ncbigene:851461	""	ensembl:YDL097C	ncbigene:851461		uniprot:Q12377								
PRE5	GeneProduct	ncbigene:855362	""	ensembl:YMR314W	ncbigene:855362		uniprot:P40302								
PRE2	GeneProduct	ncbigene:856218	""	ensembl:YPR103W	ncbigene:856218		uniprot:P30656								
RPN1	GeneProduct	ncbigene:856422	""	ensembl:YHR027C	ncbigene:856422		uniprot:P38764								
UBA1	GeneProduct	ncbigene:853670	""	ensembl:YKL210W	ncbigene:853670		uniprot:P22515								
PUP2	GeneProduct	ncbigene:853168	""	ensembl:YGR253C	ncbigene:853168		uniprot:P32379								
RPN10	GeneProduct	ncbigene:856607	""	ensembl:YHR200W	ncbigene:856607		uniprot:P38886								
HTZ1	GeneProduct	ncbigene:854150	""	ensembl:YOL012C	ncbigene:854150		uniprot:Q12692								
RPT3	GeneProduct	ncbigene:852003	"PRS6_HUMAN"	ensembl:YDR394W	ncbigene:852003		uniprot:P33298								
RPN2	GeneProduct	ncbigene:854735	""	ensembl:YIL075C	ncbigene:854735		uniprot:P32565								
RPT6	GeneProduct	ncbigene:852834	""	ensembl:YGL048C	ncbigene:852834		uniprot:Q01939								
PRE7	GeneProduct	ncbigene:852239	""	ensembl:YBL041W	ncbigene:852239		uniprot:P23724								
RPN9	GeneProduct	ncbigene:852037	""	ensembl:YDR427W	ncbigene:852037		uniprot:Q04062								
PRE8	GeneProduct	ncbigene:854882	""	ensembl:YML092C	ncbigene:854882		uniprot:P23639								
UBI4	GeneProduct	ncbigene:850620	""	ensembl:YLL039C	ncbigene:850620		uniprot:P0CG63								
RPT5	GeneProduct	ncbigene:854284	""	ensembl:YOR117W	ncbigene:854284		uniprot:P33297								
RPN12	GeneProduct	ncbigene:850613	""	ensembl:YFR052W	ncbigene:850613		uniprot:P32496								
RPT4	GeneProduct	ncbigene:854433	""	ensembl:YOR259C	ncbigene:854433		uniprot:P53549								
RPT1	GeneProduct	ncbigene:853712	""	ensembl:YKL145W	ncbigene:853712		uniprot:P33299								
UBC5	GeneProduct	ncbigene:851631	""	ensembl:YDR059C	ncbigene:851631		uniprot:P15732								
RPT2	GeneProduct	ncbigene:851557	""	ensembl:YDL007W	ncbigene:851557		uniprot:P40327								
RPN3	GeneProduct	ncbigene:856742	""	ensembl:YER021W	ncbigene:856742		uniprot:P40016								
