Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
atropaldehyde	Metabolite	pubchem.compound:10312	""					wikidata:Q27149632	chebi:80590	inchikey:ZFBRJUBOJXNIQM-UHFFFAOYSA-N	pubchem.compound:10312	chemspider:9890	hmdb:HMDB0060671	kegg.compound:C16592	
3-Hydroxy-2-phenylpropylcarbamate	Metabolite	chemspider:184751	""					wikidata:Q27149627	chebi:80585	inchikey:JQVQIZWJBLGVRW-UHFFFAOYSA-N	pubchem.compound:213060	chemspider:184751	hmdb:HMDB0060351	kegg.compound:C16586	
3-carbamoyl-2-phenylpropionic acid	Metabolite	pubchem.compound:3025746	""					wikidata:Q27149631	chebi:80589	inchikey:AYRIVCKWIAUVOO-UHFFFAOYSA-N	pubchem.compound:3025746	chemspider:2291433	hmdb:HMDB0060367	kegg.compound:C16591	
3-carbamoyl-2-phenylpropionaldehyde	Metabolite	pubchem.compound:21350391	""					wikidata:Q27149628	chebi:80586	inchikey:XUCMSYZLYLONTH-UHFFFAOYSA-N	pubchem.compound:21350391	chemspider:19250426	hmdb:HMDB0060366	kegg.compound:C16587	
p-hydroxyfelbamate	Metabolite	chemspider:8096945	""					wikidata:Q27149625	chebi:80584	inchikey:PXBZEVLDFAKFLV-UHFFFAOYSA-N	pubchem.compound:9921310	chemspider:8096945	hmdb:HMDB0060669	kegg.compound:C16584	
Felbamate	Metabolite	hmdb:HMDB0015084	""						chebi:4995	inchikey:WKGXYQFOCVYPAC-UHFFFAOYSA-N	pubchem.compound:3331	chemspider:3214	hmdb:HMDB0015084	kegg.compound:C07501	
2-hydroxyfelbamate	Metabolite	chemspider:8575477	""					wikidata:Q27149624	chebi:80583	inchikey:VTXNIAJKDLEHGX-UHFFFAOYSA-N	pubchem.compound:10400039	chemspider:8575477	hmdb:HMDB0060670	kegg.compound:C16582	
CYP3A4	GeneProduct	ensembl:ENSG00000160868	""	ensembl:ENSG00000160868	ncbigene:1576	hgnc.symbol:CYP3A4	uniprot:Q6GRK0;uniprot:E7EVM8;uniprot:A0A494C0W7;uniprot:C9JBD2;uniprot:A0A499FJM4;uniprot:P08684								
CYP2E1	GeneProduct	ensembl:ENSG00000130649	""	ensembl:ENSG00000130649	ncbigene:1571	hgnc.symbol:CYP2E1	uniprot:H0Y593;uniprot:F5H694;uniprot:P05181;uniprot:H0YGV5;uniprot:H0Y7H4								
1.1.1.1	Protein	eccode:1.1.1.1	""												
1.2.1.5	Protein	eccode:1.2.1.5	""												
