Label	Type	ID	Database	
TP73	Protein	ENSBTAG00000005812	Ensembl
ATM	GeneProduct	ENSBTAG00000003111	Ensembl
ABL1	GeneProduct	ENSBTAG00000017976	Ensembl
TP73	Protein	ENSBTAG00000005812	Ensembl
BAX	GeneProduct	ENSBTAG00000013340	Ensembl
TP73	Protein	ENSBTAG00000005812	Ensembl
TP63	Protein	ENSBTAG00000015460	Ensembl
TP63	Protein	ENSBTAG00000015460	Ensembl
TP73	Protein	ENSBTAG00000005812	Ensembl
TP53	GeneProduct	ENSBTAG00000001069	Ensembl
MYC	GeneProduct	ENSBTAG00000008409	Ensembl
TP63	Protein	ENSBTAG00000015460	Ensembl
TP73	Protein	ENSBTAG00000005812	Ensembl
TP63	GeneProduct	ENSBTAG00000015460	Ensembl
TP73	Protein	ENSBTAG00000005812	Ensembl
TP73	Protein	ENSBTAG00000005812	Ensembl
TP63	Protein	ENSBTAG00000015460	Ensembl
TP63	Protein	ENSBTAG00000015460	Ensembl
TP63	Protein	ENSBTAG00000015460	Ensembl
MDM2	GeneProduct	ENSBTAG00000010422	Ensembl
GADD45A	GeneProduct	ENSBTAG00000013860	Ensembl
SUMO1	Protein	ENSBTAG00000009859	Ensembl
PMAIP1	GeneProduct		
BBC3	GeneProduct		
CDKN2A	GeneProduct	ENSBTAG00000034220	Ensembl
BOK	GeneProduct	ENSBTAG00000008711	Ensembl
CDKN1A	GeneProduct	ENSBTAG00000008353	Ensembl
IGFBP-3	GeneProduct		
TP73	GeneProduct	ENSBTAG00000005812	Ensembl
OTX2	GeneProduct	ENSBTAG00000014741	Ensembl
TNFSF10	GeneProduct	ENSBTAG00000018994	Ensembl
BID2	GeneProduct	ENSBTAG00000013988	Ensembl
BCL2	GeneProduct	ENSBTAG00000019302	Ensembl
