Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Serotonin	Metabolite	hmdb:HMDB0000259							chebi:28790;chebi:28790	inchikey:QZAYGJVTTNCVMB-UHFFFAOYSA-N
Epinephrine	Metabolite	hmdb:HMDB0000068							chebi:28918;chebi:28918	inchikey:UCTWMZQNUQWSLP-VIFPVBQESA-N
Norepinephrine	Metabolite	hmdb:HMDB0000216							chebi:18357;chebi:18357	inchikey:SFLSHLFXELFNJZ-QMMMGPOBSA-N
Acetylcholine 	Metabolite	hmdb:HMDB0000895							chebi:15355;chebi:15355	inchikey:OIPILFWXSMYKGL-UHFFFAOYSA-N
Muscarine	Metabolite	pubchem.compound:9308						wikidata:Q407952	chebi:7034;chebi:7034	inchikey:UQOFGTXDASPNLL-XHNCKOQMSA-N
Histamine	Metabolite	hmdb:HMDB0000870							chebi:18295;chebi:18295	inchikey:NTYJJOPFIAHURM-UHFFFAOYSA-N
Dopamine	Metabolite	hmdb:HMDB0000073							chebi:18243;chebi:18243	inchikey:VYFYYTLLBUKUHU-UHFFFAOYSA-N
Hrh1	GeneProduct	ncbigene:15465		ensembl:ENSMUSG00000053004	ncbigene:15465		uniprot:P70174;uniprot:B3Y5T0;uniprot:E0CXH0			
Adra2c	GeneProduct	ncbigene:11553		ensembl:ENSMUSG00000045318	ncbigene:11553		uniprot:Q01337			
Htr4	GeneProduct	ncbigene:15562		ensembl:ENSMUSG00000026322	ncbigene:15562		uniprot:P97288;uniprot:A0A494BA82			
Drd3	GeneProduct	ncbigene:13490		ensembl:ENSMUSG00000022705	ncbigene:13490		uniprot:P30728;uniprot:Q0VEC4;uniprot:A0A2R8VHF0			
Hrh2	GeneProduct	ncbigene:15466		ensembl:ENSMUSG00000034987	ncbigene:15466		uniprot:A0A1B0GR79;uniprot:A0A1B0GSX9;uniprot:P97292			
Chrm3	GeneProduct	ncbigene:12671		ensembl:ENSMUSG00000046159	ncbigene:12671		uniprot:Q9ERZ3;uniprot:Q542R4			
Adra1a	GeneProduct	ncbigene:11549		ensembl:ENSMUSG00000045875	ncbigene:11549		uniprot:Q8BUE5;uniprot:Q8BXZ4;uniprot:P97718			
Drd5	GeneProduct	ncbigene:13492		ensembl:ENSMUSG00000039358	ncbigene:13492		uniprot:B2RQS5;uniprot:Q8BLD9			
Htr5b	GeneProduct	ncbigene:15564		ensembl:ENSMUSG00000050534	ncbigene:15564		uniprot:G3X9C6			
Drd4	GeneProduct	ncbigene:13491		ensembl:ENSMUSG00000025496	ncbigene:13491		uniprot:P51436			
Adrb3	GeneProduct	ncbigene:11556		ensembl:ENSMUSG00000031489	ncbigene:11556		uniprot:P25962;uniprot:Q3UP63			
Adra1b	GeneProduct	ncbigene:11548		ensembl:ENSMUSG00000050541	ncbigene:11548		uniprot:Q9DBL0;uniprot:B1AU41			
Chrm2	GeneProduct	ncbigene:243764		ensembl:ENSMUSG00000045613	ncbigene:243764		uniprot:Q9ERZ4			
Htr6	GeneProduct	ncbigene:15565		ensembl:ENSMUSG00000028747	ncbigene:15565		uniprot:Q14AW8;uniprot:Q9R1C8			
Htr1d	GeneProduct	ncbigene:15552		ensembl:ENSMUSG00000070687	ncbigene:15552		uniprot:Q61224			
Chrm1	GeneProduct	ncbigene:12669		ensembl:ENSMUSG00000032773	ncbigene:12669		uniprot:P12657;uniprot:H3BKE3			
Htr7	GeneProduct	ncbigene:15566		ensembl:ENSMUSG00000024798	ncbigene:15566		uniprot:B6VJS3;uniprot:B6VJS2;uniprot:E9Q4Q7;uniprot:E9Q1X2;uniprot:P32304			
Chrm4	GeneProduct	ncbigene:12672		ensembl:ENSMUSG00000040495	ncbigene:12672		uniprot:Q0VBU3;uniprot:P32211			
