Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Mmp2	GeneProduct	ncbigene:17390		ensembl:ENSMUSG00000031740	ncbigene:17390		uniprot:A0A1B0GS88;uniprot:P33434;uniprot:Q3UG07			
Mmp9	GeneProduct	ncbigene:17395		ensembl:ENSMUSG00000017737	ncbigene:17395		uniprot:A2A5K8;uniprot:P41245			
Mmp7	GeneProduct	ncbigene:17393		ensembl:ENSMUSG00000018623	ncbigene:17393		uniprot:Q3UN27			
Mmp12	GeneProduct	ncbigene:17381		ensembl:ENSMUSG00000049723	ncbigene:17381		uniprot:D6RJI9;uniprot:D3Z705;uniprot:Q8BJC0;uniprot:P34960;uniprot:Q3TCW6			
Mmp20	GeneProduct	ncbigene:30800		ensembl:ENSMUSG00000018620	ncbigene:30800		uniprot:P57748			
Mmp10	GeneProduct	ncbigene:17384		ensembl:ENSMUSG00000047562	ncbigene:17384		uniprot:A1L3D0;uniprot:O55123			
Mmp3	GeneProduct	ncbigene:17392		ensembl:ENSMUSG00000043613	ncbigene:17392		uniprot:Q922W6			
Mmp11	GeneProduct	ncbigene:17385		ensembl:ENSMUSG00000000901	ncbigene:17385		uniprot:Q02853;uniprot:A0A1W2P6R6;uniprot:F6QGW1;uniprot:Q3UQT3			
Mmp19	GeneProduct	ncbigene:58223		ensembl:ENSMUSG00000025355	ncbigene:58223		uniprot:Q2KHP2;uniprot:Q3UW97;uniprot:Q9JHI0			
Mmp14	GeneProduct	ncbigene:17387		ensembl:ENSMUSG00000000957	ncbigene:17387		uniprot:A0A0G2JF39;uniprot:A0A286YED2;uniprot:P53690;uniprot:A0A0G2JE78			
Mmp15	GeneProduct	ncbigene:17388		ensembl:ENSMUSG00000031790	ncbigene:17388		uniprot:O54732			
Mmp16	GeneProduct	ncbigene:17389		ensembl:ENSMUSG00000028226	ncbigene:17389		uniprot:B1AVG8;uniprot:Q9WTR0;uniprot:B1AVH0;uniprot:V9GXD8			
Mmp17	GeneProduct	ncbigene:23948		ensembl:ENSMUSG00000029436	ncbigene:23948		uniprot:Q9R0S3			
Mmp24	GeneProduct	ncbigene:17391		ensembl:ENSMUSG00000027612	ncbigene:17391		uniprot:Q9R0S2			
Timp2	GeneProduct	ncbigene:21858		ensembl:ENSMUSG00000017466	ncbigene:21858		uniprot:B1AQJ3;uniprot:Q6PI17			
Timp3	GeneProduct	ncbigene:21859		ensembl:ENSMUSG00000020044	ncbigene:21859		uniprot:P39876;uniprot:E9QAB2;uniprot:Q54AE5			
Timp4	GeneProduct	ncbigene:110595		ensembl:ENSMUSG00000030317	ncbigene:110595		uniprot:A0A0N4SUR1;uniprot:Q9JHB3;uniprot:Q3USH7			
Bsg	GeneProduct	ncbigene:12215		ensembl:ENSMUSG00000023175	ncbigene:12215		uniprot:P18572;uniprot:K3W4Q8;uniprot:J3QP71			
Tnf	GeneProduct	ncbigene:21926		ensembl:ENSMUSG00000024401	ncbigene:21926		uniprot:P06804;uniprot:A0A0R4J210;uniprot:Q3U593			
Mmp28	GeneProduct	ncbigene:118453		ensembl:ENSMUSG00000020682	ncbigene:118453		uniprot:Q5SSG2;uniprot:Q8CGV5;uniprot:Q8CGV8;uniprot:Q8BG29			
Mmp25	GeneProduct	ncbigene:240047		ensembl:ENSMUSG00000023903	ncbigene:240047		uniprot:A0A3B2W7R0;uniprot:Q3U435;uniprot:A0A3B2WCE2			
Mmp27	GeneProduct	ncbigene:234911		ensembl:ENSMUSG00000070323	ncbigene:234911		uniprot:D3Z6I1;uniprot:D3YV89;uniprot:F6QKX8			
Tcf20	GeneProduct	ncbigene:21411		ensembl:ENSMUSG00000041852	ncbigene:21411		uniprot:A0A2R8VHC6;uniprot:A0A2R8W6K2;uniprot:A0A2R8VKG9;uniprot:Q9EPQ8			
Mmp21	GeneProduct	ncbigene:214766		ensembl:ENSMUSG00000030981	ncbigene:214766		uniprot:Q8K3F2;uniprot:Q3KP74;uniprot:Q3KP73			
Mmp1a	GeneProduct	ncbigene:83995		ensembl:ENSMUSG00000043089	ncbigene:83995		uniprot:Q9EPL5			
Mmp8	GeneProduct	ncbigene:17394		ensembl:ENSMUSG00000005800	ncbigene:17394		uniprot:O70138			
Mmp13	GeneProduct	ncbigene:17386		ensembl:ENSMUSG00000050578	ncbigene:17386		uniprot:Q3U9V5;uniprot:P33435			
Timp1	GeneProduct	ncbigene:21857		ensembl:ENSMUSG00000001131	ncbigene:21857		uniprot:P12032			
Mmp23	GeneProduct	ncbigene:26561		ensembl:ENSMUSG00000029061	ncbigene:26561		uniprot:O88676			
