Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
TBP	GeneProduct	ncbigene:738472		ensembl:ENSPTRG00000018827	ncbigene:738472		uniprot:A0A2I3TD07;uniprot:H2RD22			
GTF2B	GeneProduct	ncbigene:743356		ensembl:ENSPTRG00000000932	ncbigene:743356		uniprot:H2PZC5			
TAF5	GeneProduct	ncbigene:735428		ensembl:ENSPTRG00000002909	ncbigene:735428		uniprot:H2Q2I6;uniprot:A0A2I3RHH7;uniprot:A0A6D2XFB7			
TAF6	GeneProduct	ncbigene:463588		ensembl:ENSPTRG00000019474	ncbigene:463588		uniprot:A0A2J8Q0L5;uniprot:A0A6D2WYK6;uniprot:A0A6D2XU79;uniprot:A0A2I3REX6			
TAF7	GeneProduct	ncbigene:471669								
LOC100612178	GeneProduct	ncbigene:100612178								
ILK	GeneProduct	ncbigene:748941		ensembl:ENSPTRG00000003298	ncbigene:748941		uniprot:A0A6D2Y267;uniprot:A0A2I3T709;uniprot:A0A2I3RP73;uniprot:A0A2I3SCZ1;uniprot:A0A6D2WHH2;uniprot:H2Q325;uniprot:A0A6D2W1J2;uniprot:A0A6D2WUP3;uniprot:A0A2J8P6G0			
TAF12	GeneProduct	ncbigene:456686		ensembl:ENSPTRG00000000437	ncbigene:456686		uniprot:A0A6D2WDU6;uniprot:H2PYH5;uniprot:A0A2I3RRS5			
TAF13	GeneProduct	ncbigene:738503		ensembl:ENSPTRG00000023965	ncbigene:738503		uniprot:H2QZD7;uniprot:A0A6D2XSK2			
GTF2A2	GeneProduct	ncbigene:453483		ensembl:ENSPTRG00000007129	ncbigene:453483		uniprot:A0A6D2Y876;uniprot:A0A6D2Y8S2;uniprot:A0A2I3T7P5;uniprot:A0A2I3RLX3;uniprot:A0A6D2Y4D8;uniprot:H2Q9J2			
GTF2F2	GeneProduct	ncbigene:741868		ensembl:ENSPTRG00000005840	ncbigene:741868		uniprot:H2R032;uniprot:A0A2I3TRJ6;uniprot:A0A6D2XIS0			
GTF2E2	GeneProduct	ncbigene:464098		ensembl:ENSPTRG00000022529	ncbigene:464098		uniprot:A0A6D2XXH3;uniprot:H2QZJ1			
CDK7	GeneProduct	ncbigene:462378		ensembl:ENSPTRG00000016946	ncbigene:462378		uniprot:A0A2I3S9X0;uniprot:H2QR08;uniprot:A0A6D2WVT0;uniprot:A0A6D2Y6W5;uniprot:A0A2J8L115;uniprot:A0A2J8L111;uniprot:A0A6D2WUK2;uniprot:A0A6D2XL32			
GTF2H1	GeneProduct	ncbigene:748842		ensembl:ENSPTRG00000003420	ncbigene:748842		uniprot:A0A2I3SS53;uniprot:H2Q394;uniprot:A0A6D2XTT6			
GTF2H2	GeneProduct	ncbigene:461830		ensembl:ENSPTRG00000016953	ncbigene:461830		uniprot:A0A6D2WHX1;uniprot:A0A2I3S1X3;uniprot:A0A2I3TD59;uniprot:H2QR13			
GTF2H4	GeneProduct	ncbigene:462549		ensembl:ENSPTRG00000017943	ncbigene:462549		uniprot:A0A2I3T3L1;uniprot:A0A663DI67;uniprot:K7CWY8;uniprot:P60027			
ERCC3	GeneProduct	ncbigene:470526		ensembl:ENSPTRG00000046940	ncbigene:470526		uniprot:A0A6D2WYK0;uniprot:K7AI54			
ERCC2	GeneProduct	ncbigene:456124		ensembl:ENSPTRG00000011149	ncbigene:456124		uniprot:H2QGL4;uniprot:A0A6D2XAR6;uniprot:A0A6D2Y303;uniprot:A0A2I3TSP5;uniprot:A0A2I3RT21;uniprot:A0A2I3T9J7;uniprot:G2HHJ3;uniprot:A0A6D2XD90			
POLR1B	GeneProduct	ncbigene:459495		ensembl:ENSPTRG00000012366	ncbigene:459495		uniprot:A0A6D2XGZ5;uniprot:H2R8N5;uniprot:A0A2I3TJB9;uniprot:A0A6D2WCS0;uniprot:A0A6D2WAJ7;uniprot:A0A2I3S2L7;uniprot:A0A6D2Y600;uniprot:A0A2I3TVE6;uniprot:A0A2I3RMN5			
POLR3B	GeneProduct	ncbigene:452201		ensembl:ENSPTRG00000005390	ncbigene:452201		uniprot:A0A2I3RLS4;uniprot:A0A6D2VVV7;uniprot:H2Q6S4			
POLR2A	GeneProduct	ncbigene:454463		ensembl:ENSPTRG00000008691	ncbigene:454463		uniprot:A0A2I3RTL5;uniprot:H2R1J6			
POLR2F	GeneProduct	ncbigene:458824		ensembl:ENSPTRG00000014356	ncbigene:458824		uniprot:H2QLN0;uniprot:A0A6D2XNE7;uniprot:A0A6D2Y4Y5;uniprot:A0A2I3SQY5;uniprot:A0A6D2WHH5;uniprot:A0A2I3R9X3;uniprot:A0A2I3RPG8;uniprot:A0A6D2XRW1;uniprot:A0A6D2Y074;uniprot:A0A2I3RDX6			
POLR2C	GeneProduct	ncbigene:454119		ensembl:ENSPTRG00000008157	ncbigene:454119		uniprot:H2QB71;uniprot:A0A2I3TCU0;uniprot:A0A6D2VWK7			
POLR2E	GeneProduct	ncbigene:456359		ensembl:ENSPTRG00000010183	ncbigene:456359	hgnc.symbol:POLR2E	uniprot:A0A6D2VVV0;uniprot:K7CNC1;uniprot:A0A6D2XCY6;uniprot:A0A2I3TMN9;uniprot:A0A2I3T4C6;uniprot:H2R6J7;uniprot:A0A6D2WWN1			
POLR2K	GeneProduct	ncbigene:741257		ensembl:ENSPTRG00000020470	ncbigene:741257		uniprot:A0A6D2VVD1;uniprot:H2QWI2			
POLR3D	GeneProduct	ncbigene:464043		ensembl:ENSPTRG00000020056	ncbigene:464043		uniprot:H2QVU9;uniprot:A0A2I3T7M2;uniprot:A0A6D2YCG1;uniprot:A0A6D2WUR8			
POLR3E	GeneProduct	ncbigene:454351		ensembl:ENSPTRG00000007878	ncbigene:454351		uniprot:A0A2I3SLM1;uniprot:A0A2I3RCU2;uniprot:A0A2I3STD8;uniprot:A0A6D2WFR2;uniprot:A0A6D2XI03;uniprot:H2QAR1;uniprot:A0A6D2XCM5;uniprot:K7BW50			
POLR3H	GeneProduct	ncbigene:745514		ensembl:ENSPTRG00000051865	ncbigene:745514		uniprot:H2QLS5;uniprot:A0A6D2WY97;uniprot:A0A6D2XYR1;uniprot:A0A2I3RPW8			
POLR3K	GeneProduct	ncbigene:744386		ensembl:ENSPTRG00000007525	ncbigene:744386		uniprot:H2QA65			
POLR1A	GeneProduct	ncbigene:459373		ensembl:ENSPTRG00000012147	ncbigene:459373		uniprot:K7CHZ0;uniprot:A0A6D2WLB0			
POLR2I	GeneProduct	ncbigene:746261		ensembl:ENSPTRG00000010885	ncbigene:746261		uniprot:H2QG57;uniprot:A0A6D2XDZ4			
POLR2G	GeneProduct	ncbigene:740537								
POLR2H	GeneProduct	ncbigene:471027		ensembl:ENSPTRG00000047600	ncbigene:471027		uniprot:A0A2I3SKB6;uniprot:A0A6D2WJ77;uniprot:K7DIW1			
POLR2B	GeneProduct	ncbigene:461305		ensembl:ENSPTRG00000016089	ncbigene:461305		uniprot:A0A2I3S2K9;uniprot:H2QPI8;uniprot:A0A2I3TPC3;uniprot:A0A6D2WJH3;uniprot:A0A6D2XXX0;uniprot:A0A2I3RQF6			
CCNH	GeneProduct	ncbigene:739351		ensembl:ENSPTRG00000017063	ncbigene:739351		uniprot:A0A2I3TQJ8;uniprot:A0A6D2W1K1;uniprot:H2QR75			
MNAT1	GeneProduct	ncbigene:452954		ensembl:ENSPTRG00000006412	ncbigene:452954		uniprot:A0A6D2W3G5;uniprot:H2Q8E9;uniprot:A0A2I3TVA9;uniprot:A0A6D2XQY5			
GTF2H3	GeneProduct	ncbigene:452352		ensembl:ENSPTRG00000005604	ncbigene:452352		uniprot:A0A6D2XL58;uniprot:K7D0H2;uniprot:A0A2I3RT44			
POLR1E	GeneProduct	ncbigene:747551		ensembl:ENSPTRG00000020944	ncbigene:747551		uniprot:A0A2I3S1X5;uniprot:K7A0K8;uniprot:A0A6D2W641;uniprot:A0A6D2X5W6;uniprot:A0A2I3SXT3;uniprot:A0A2I3SVI5;uniprot:A0A6D2WDZ0			
