Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
tbp-1	GeneProduct	ncbigene:176054		ensembl:WBGene00006542	ncbigene:176054		uniprot:P32085			
ttb-1	GeneProduct	ncbigene:178544		ensembl:WBGene00006648	ncbigene:178544		uniprot:O16991			
taf-6.1	GeneProduct	ncbigene:173498		ensembl:WBGene00006387	ncbigene:173498		uniprot:A0A0S4XRY0;uniprot:A0A0S4XRA5;uniprot:Q9GZI6;uniprot:A0A0S4XR87;uniprot:A0A0S4XR63			
taf-7.2	GeneProduct	ncbigene:176686		ensembl:WBGene00006389	ncbigene:176686		uniprot:Q9NEW8			
pat-4	GeneProduct	ncbigene:175175		ensembl:WBGene00003931	ncbigene:175175		uniprot:Q9TZC4			
taf-13	GeneProduct	ncbigene:192052		ensembl:WBGene00006397	ncbigene:192052		uniprot:Q17957			
ZK550.4	GeneProduct	ncbigene:178502		ensembl:WBGene00013998	ncbigene:178502		uniprot:G5EG49			
Y111B2A.13	GeneProduct	ncbigene:176682		ensembl:WBGene00013736	ncbigene:176682		uniprot:Q9NEX2			
Y39B6A.36	GeneProduct	ncbigene:180243		ensembl:WBGene00012694	ncbigene:180243		uniprot:Q8MYM8			
F54D5.11	GeneProduct	ncbigene:174765		ensembl:WBGene00010054	ncbigene:174765		uniprot:G5EG47			
cdk-7	GeneProduct	ncbigene:171784		ensembl:WBGene00000408	ncbigene:171784		uniprot:G5EFV5			
R02D3.3	GeneProduct	ncbigene:176838		ensembl:WBGene00019821	ncbigene:176838		uniprot:O44499;uniprot:U4PCA7			
Y66D12A.15	GeneProduct	ncbigene:176584		ensembl:WBGene00013441	ncbigene:176584		uniprot:Q95PZ4			
Y50D7A.2	GeneProduct	ncbigene:175190		ensembl:WBGene00021752	ncbigene:175190		uniprot:Q9N3L2			
F14B4.3	GeneProduct	ncbigene:172752		ensembl:WBGene00008781	ncbigene:172752		uniprot:Q27493			
F09F7.3	GeneProduct	ncbigene:175767		ensembl:WBGene00017300	ncbigene:175767		uniprot:Q27492			
ama-1	GeneProduct	ncbigene:177190		ensembl:WBGene00000123	ncbigene:177190		uniprot:P16356			
C06A1.5	GeneProduct	ncbigene:174630		ensembl:WBGene00007355	ncbigene:174630		uniprot:Q17684			
C36B1.3	GeneProduct	ncbigene:172680		ensembl:WBGene00007971	ncbigene:172680		uniprot:Q93338			
H27M09.2	GeneProduct	ncbigene:172412		ensembl:WBGene00019246	ncbigene:172412		uniprot:Q9N5K2			
ZK856.10	GeneProduct	ncbigene:179418		ensembl:WBGene00014111	ncbigene:179418		uniprot:Q23645			
Y77E11A.6	GeneProduct	ncbigene:176950		ensembl:WBGene00022309	ncbigene:176950		uniprot:Q9N4B7;uniprot:U4PMG8			
Y48E1A.1	GeneProduct	ncbigene:175015		ensembl:WBGene00012999	ncbigene:175015		uniprot:G5EDG7;uniprot:G5ED21			
Y97E10AR.5	GeneProduct	ncbigene:179178		ensembl:WBGene00022400	ncbigene:179178		uniprot:Q965S0			
Y54E10BR.6	GeneProduct	ncbigene:171877		ensembl:WBGene00021845	ncbigene:171877		uniprot:Q9N3C9			
F26F4.11	GeneProduct	ncbigene:175660		ensembl:WBGene00017830	ncbigene:175660		uniprot:Q19826			
W01G7.3	GeneProduct	ncbigene:175056		ensembl:WBGene00012187	ncbigene:175056		uniprot:Q9XVH6			
rpb-2	GeneProduct	ncbigene:175668		ensembl:WBGene00016140	ncbigene:175668		uniprot:Q10578			
cyh-1	GeneProduct	ncbigene:190078		ensembl:WBGene00021714	ncbigene:190078		uniprot:Q9N4U0			
mnat-1	GeneProduct	ncbigene:173602		ensembl:WBGene00018769	ncbigene:173602		uniprot:O17245			
