ID	Database	Citation
1536568	Pubmed	"Biosynthesis of rice phytoalexins: identification of putative diterpene hydrocarbon precursors. Wickham KA, West CA. Arch Biochem Biophys. 1992 Mar;293(2):320–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1536568"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1536568"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/1536568"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8651702	Pubmed	"Biosynthesis of cyclic diterpene hydrocarbons in rice cell suspensions: conversion of 9,10-syn-labda-8(17),13-dienyl diphosphate to 9beta-pimara-7,15-diene and stemar-13-ene. Mohan RS, Yee NK, Coates RM, Ren YY, Stamenkovic P, Mendez I, et al. Arch Biochem Biophys. 1996 Jun 1;330(1):33–47.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8651702"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8651702"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8651702"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12005050	Pubmed	"Biosynthesis of rice phytoalexin: enzymatic conversion of 3beta-hydroxy-9beta-pimara-7,15-dien-19,6beta-olide to momilactone A. Atawong A, Hasegawa M, Kodama O. Biosci Biotechnol Biochem. 2002 Mar;66(3):566–70.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12005050"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12005050"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12005050"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15299118	Pubmed	"Identification of syn-pimara-7,15-diene synthase reveals functional clustering of terpene synthases involved in rice phytoalexin/allelochemical biosynthesis. Wilderman PR, Xu M, Jin Y, Coates RM, Peters RJ. Plant Physiol. 2004 Aug;135(4):2098–105.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15299118"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15299118"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15299118"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15388982	Pubmed	"Diterpene cyclases responsible for the biosynthesis of phytoalexins, momilactones A, B, and oryzalexins A-F in rice. Otomo K, Kanno Y, Motegi A, Kenmoku H, Yamane H, Mitsuhashi W, et al. Biosci Biotechnol Biochem. 2004 Sep;68(9):2001–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15388982"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15388982"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15388982"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16861806	Pubmed	"Characterization of a rice gene family encoding type-A diterpene cyclases. Kanno Y, Otomo K, Kenmoku H, Mitsuhashi W, Yamane H, Oikawa H, et al. Biosci Biotechnol Biochem. 2006 Jul;70(7):1702–10.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16861806"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16861806"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16861806"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17326606	Pubmed	"Cytotoxic and antitumor activity of momilactone B from rice hulls. Kim SJ, Park HR, Park E, Lee SC. J Agric Food Chem. 2007 Mar 7;55(5):1702–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17326606"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17326606"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17326606"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17872948	Pubmed	"Identification of a biosynthetic gene cluster in rice for momilactones. Shimura K, Okada A, Okada K, Jikumaru Y, Ko KW, Toyomasu T, et al. J Biol Chem. 2007 Nov 23;282(47):34013–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17872948"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17872948"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17872948"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17931745	Pubmed	"Secretion of momilactone A from rice roots to the rhizosphere. Kato-Noguchi H, Ino T, Ota K. J Plant Physiol. 2008 May 5;165(7):691–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17931745"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17931745"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17931745"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18256463	Pubmed	"Diterpene phytoalexins are biosynthesized in and exuded from the roots of rice seedlings. Toyomasu T, Kagahara T, Okada K, Koga J, Hasegawa M, Mitsuhashi W, et al. Biosci Biotechnol Biochem. 2008 Feb;72(2):562–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18256463"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18256463"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18256463"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
