Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
F10	GeneProduct	ncbigene:476993	""	ensembl:ENSCAFG00845024167	ncbigene:476993		uniprot:A0A8C0S4C1								
F12	GeneProduct	ncbigene:489090	""	ensembl:ENSCAFG00845010344	ncbigene:489090	hgnc.symbol:F12									
FGG	GeneProduct	ncbigene:475474	""	ensembl:ENSCAFG00845009858	ncbigene:475474		uniprot:F1P8G0;uniprot:A0A8C0SFJ2								
PLG	GeneProduct	ncbigene:403602	""	ensembl:ENSCAFG00845002222	ncbigene:403602		uniprot:F1Q421;uniprot:A0A8C0N481								
F9	GeneProduct	ncbigene:404015	""	ensembl:ENSCAFG00845029706	ncbigene:404015		uniprot:A0A5F4DB26;uniprot:A0A8C0S676;uniprot:A0A8C0S5T6;uniprot:G1K2D7								
PLAU	GeneProduct	ncbigene:403426	""	ensembl:ENSCAFG00845008986	ncbigene:403426		uniprot:A0A8C0RW08;uniprot:F1PPY4;uniprot:A0A8C0REM2								
FGB	GeneProduct	ncbigene:475472	""	ensembl:ENSCAFG00845009700	ncbigene:475472		uniprot:A0A8C0SGZ1								
VWF	GeneProduct	ncbigene:399544	""	ensembl:ENSCAFG00845029798	ncbigene:399544										
F13B	GeneProduct	ncbigene:490261	""	ensembl:ENSCAFG00845001160	ncbigene:490261		uniprot:A0A8C0PED8;uniprot:F1Q041								
F11	GeneProduct	ncbigene:475623	""	ensembl:ENSCAFG00845019228	ncbigene:475624;ncbigene:475623		uniprot:F1PPK8;uniprot:A0A8C0NKK8								
SERPINF2	GeneProduct	ncbigene:611266	""	ensembl:ENSCAFG00845014866	ncbigene:611266		uniprot:A0A8C0NIT1;uniprot:A0A5F4CB96								
PLAT	GeneProduct	ncbigene:482840	""	ensembl:ENSCAFG00845006612	ncbigene:482840		uniprot:A0A8C0P064								
SERPINB2	GeneProduct	ncbigene:609604	""	ensembl:ENSCAFG00845002126	ncbigene:609604		uniprot:A0A8C0Q244;uniprot:E2R079								
SERPINE1	GeneProduct	ncbigene:403476	""	ensembl:ENSCAFG00845000607	ncbigene:403476		uniprot:A0A8C0PBU3								
F8	GeneProduct	ncbigene:403875	""	ensembl:ENSCAFG00845030098	ncbigene:403875		uniprot:A0A5F4D3A4;uniprot:A0A5F4CQB7;uniprot:A0A8C0TBP6;uniprot:A0A8C0TA13;uniprot:A0A5F4DKI9;uniprot:A0A8C0TBF2;uniprot:A0A5F4DBJ4;uniprot:F1PFS7;uniprot:A0A5F4DHI3;uniprot:A0A8C0TEM5								
F7	GeneProduct	ncbigene:607661	""	ensembl:ENSCAFG00845024066	ncbigene:607661										
FGA	GeneProduct	ncbigene:475473	""	ensembl:ENSCAFG00845009752	ncbigene:475473		uniprot:A0A8C0SEX7								
