Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
cis-aconitate	Metabolite	chebi:32805						wikidata:Q27104226	chebi:32805;chebi:32805	inchikey:GTZCVFVGUGFEME-IWQZZHSRSA-N
sphingosine	Metabolite	chebi:16393						wikidata:Q46298	chebi:16393;chebi:16393	inchikey:WWUZIQQURGPMPG-KRWOKUGFSA-N
D-glucose-1-p	Metabolite	chebi:16077						wikidata:Q27098367	chebi:16077;chebi:16077	inchikey:HXXFSFRBOHSIMQ-GASJEMHNSA-N
glycogen	Metabolite	chebi:28087						wikidata:Q174936	chebi:28087;chebi:28087	inchikey:BYSGBSNPRWKUQH-UJDJLXLFSA-N
UDP-glucose	Metabolite	chebi:18066						wikidata:Q27102800	chebi:18066;chebi:18066	inchikey:HSCJRCZFDFQWRP-RDKQLNKOSA-N
Pyruvate	Metabolite	chebi:15361						wikidata:Q27089397	chebi:15361;chebi:15361	inchikey:LCTONWCANYUPML-UHFFFAOYSA-M
Acetyl-CoA	Metabolite	chebi:15351						wikidata:Q715317	chebi:15351;chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N
citrate	Metabolite	chebi:30769						wikidata:Q159683	chebi:30769;chebi:30769	inchikey:KRKNYBCHXYNGOX-UHFFFAOYSA-N
3-oxo-hexanoyl-CoA	Metabolite	chebi:27648						wikidata:Q27103240	chebi:27648;chebi:27648	inchikey:NFOYYXQAVVYWKV-ZOGSZLKASA-N;inchikey:NFOYYXQAVVYWKV-HDRQGHTBSA-N
Fatty acid	Metabolite	chebi:35366						wikidata:Q61476	chebi:35366;chebi:35366	
tryptamine	Metabolite	chebi:16765						wikidata:Q409439	chebi:16765;chebi:16765	inchikey:APJYDQYYACXCRM-UHFFFAOYSA-N
tryptamine	Metabolite	chebi:16765						wikidata:Q409439	chebi:16765;chebi:16765	inchikey:APJYDQYYACXCRM-UHFFFAOYSA-N
tryptamine	Metabolite	chebi:16765						wikidata:Q409439	chebi:16765;chebi:16765	inchikey:APJYDQYYACXCRM-UHFFFAOYSA-N
isocitrate	Metabolite	chebi:16087						wikidata:Q27098375	chebi:16087;chebi:16087	inchikey:ODBLHEXUDAPZAU-UHFFFAOYSA-K
oxalosuccinate	Metabolite	chebi:153066						wikidata:Q106314657	chebi:153066;chebi:153066	inchikey:UFSCUAXLTRFIDC-REOHCLBHSA-K
2-oxoglutarate	Metabolite	chebi:16810						wikidata:Q27102088	chebi:16810;chebi:16810	inchikey:KPGXRSRHYNQIFN-UHFFFAOYSA-L
oxaloacetate	Metabolite	chebi:16452						wikidata:Q27101912	chebi:16452;chebi:16452	inchikey:KHPXUQMNIQBQEV-UHFFFAOYSA-L
ceramide	Metabolite	chebi:17761						wikidata:Q424213	chebi:17761;chebi:17761	
Pfk	GeneProduct	ncbigene:91088313								
GlyP	GeneProduct	ncbigene:91081301								
UGP	GeneProduct	ncbigene:47086583								
Fbp	GeneProduct	ncbigene:45550998								
thiolase	GeneProduct	ncbigene:156369857								
Ddc	GeneProduct	ncbigene:7768790								
Ddc	GeneProduct	ncbigene:7768790								
Acon	GeneProduct	ncbigene:17864292								
Acon	GeneProduct	ncbigene:17864292								
