Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Benzyl alcohol	Metabolite	chebi:17987	""					wikidata:Q52353	chebi:17987	inchikey:WVDDGKGOMKODPV-UHFFFAOYSA-N	pubchem.compound:244	chemspider:13860335	hmdb:HMDB0003119	kegg.compound:C03485	
NADPH	Metabolite	cas:53-57-6	""					wikidata:Q26841327	chebi:16474	inchikey:ACFIXJIJDZMPPO-NNYOXOHSSA-N	pubchem.compound:5884	chemspider:5673	hmdb:HMDB0000221	kegg.compound:C00005	
benzaldehyde	Metabolite	chebi:17169	""					wikidata:Q372524	chebi:17169	inchikey:HUMNYLRZRPPJDN-UHFFFAOYSA-N	pubchem.compound:240	chemspider:235	hmdb:HMDB0006115	kegg.compound:C00261;kegg.compound:C00193	
NADH	Metabolite	chebi:15846	""					wikidata:Q26987253	chebi:15846	inchikey:BAWFJGJZGIEFAR-NNYOXOHSSA-O	pubchem.compound:5893	chemspider:5682	hmdb:HMDB0000902	kegg.compound:C00003	
benzoate	Metabolite	chebi:30746	""					wikidata:Q191700	chebi:30746	inchikey:WPYMKLBDIGXBTP-UHFFFAOYSA-N	pubchem.compound:243;pubchem.compound:20144841	chemspider:238	hmdb:HMDB0001870	kegg.compound:C00539;kegg.compound:C00180	
catechol	Metabolite	chebi:18135	""					wikidata:Q282440	chebi:18135	inchikey:YCIMNLLNPGFGHC-UHFFFAOYSA-N	pubchem.compound:289	chemspider:13837760	hmdb:HMDB0000957	kegg.compound:C00090;kegg.compound:C15571	
AAD15	GeneProduct	sgd:S000005525	""	ensembl:YOL165C	ncbigene:853999		uniprot:Q08361								
AAD14	GeneProduct	sgd:S000005275	""	ensembl:YNL331C	ncbigene:855385		uniprot:P42884								
AAD10	GeneProduct	sgd:S000003916	""	ensembl:YJR155W	ncbigene:853620		uniprot:P47182								
AAD6	GeneProduct	sgd:S000001838	""	ensembl:YFL056C											
AAD4	GeneProduct	sgd:S000002402	""	ensembl:YDL243C	ncbigene:851354		uniprot:Q07747								
AAD3	GeneProduct	sgd:S000000704	""	ensembl:YCR107W	ncbigene:850471		uniprot:P25612								
