Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Pdx1	GeneProduct	ensembl:ENSMUSG00000029644		ensembl:ENSMUSG00000029644	ncbigene:18609		uniprot:P52946			
Rbpj	GeneProduct	ensembl:ENSMUSG00000039191		ensembl:ENSMUSG00000039191	ncbigene:19664		uniprot:A0A0J9YTV5;uniprot:A0A0J9YVE0;uniprot:E9Q7W0;uniprot:Q3U6F1;uniprot:Q3UM17;uniprot:P31266			
Nkx6-1	GeneProduct	ensembl:ENSMUSG00000035187		ensembl:ENSMUSG00000035187	ncbigene:18096		uniprot:Q99MA9			
Ctnnb1	GeneProduct	ensembl:ENSMUSG00000006932		ensembl:ENSMUSG00000006932	ncbigene:12387		uniprot:D3YUH4;uniprot:E9PW26;uniprot:Q02248;uniprot:F7BAC9;uniprot:D3Z7S6;uniprot:E9Q6A9;uniprot:D3Z5Q1;uniprot:F6QZ47;uniprot:F7CRC6			
Hes1	GeneProduct	mgi:MGI:104853		ensembl:ENSMUSG00000022528	ncbigene:15205		uniprot:P35428;uniprot:Q3UZZ2			
Prox1	GeneProduct	ensembl:ENSMUSG00000010175		ensembl:ENSMUSG00000010175	ncbigene:19130		uniprot:P48437			
Rbpj	GeneProduct	ensembl:ENSMUSG00000039191		ensembl:ENSMUSG00000039191	ncbigene:19664		uniprot:A0A0J9YTV5;uniprot:A0A0J9YVE0;uniprot:E9Q7W0;uniprot:Q3U6F1;uniprot:Q3UM17;uniprot:P31266			
Notch1	GeneProduct	ensembl:ENSMUSG00000026923		ensembl:ENSMUSG00000026923	ncbigene:18128		uniprot:A2AIX5;uniprot:Q01705			
Fgf10	GeneProduct	ensembl:ENSMUSG00000021732		ensembl:ENSMUSG00000021732	ncbigene:14165		uniprot:O35565			
Kat2b	GeneProduct	ensembl:ENSMUSG00000000708		ensembl:ENSMUSG00000000708	ncbigene:18519		uniprot:F6SIC5;uniprot:Q9JHD1;uniprot:B2RR30;uniprot:F6ZCH1;uniprot:E9Q1F7			
Rbpjl	GeneProduct	ensembl:ENSMUSG00000017007		ensembl:ENSMUSG00000017007	ncbigene:19668		uniprot:Q3V2I2;uniprot:O08674			
Ptf1a	GeneProduct	ensembl:ENSMUSG00000026735		ensembl:ENSMUSG00000026735	ncbigene:19213		uniprot:A2ATA7;uniprot:Q9QX98			
Pdx1	Protein	ensembl:ENSMUSG00000029644		ensembl:ENSMUSG00000029644	ncbigene:18609		uniprot:P52946			
