Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Numb	GeneProduct	flybase:FBgn0002973		ensembl:FBgn0002973	ncbigene:34263		uniprot:M9PCN6;uniprot:P16554			
Dsh	GeneProduct	flybase:FBgn0000499		ensembl:FBgn0000499	ncbigene:32078		uniprot:P51140			
Delta	GeneProduct	uniprot:DL_DROME								
Fringe	GeneProduct	flybase:FBgn0011591		ensembl:FBgn0011591	ncbigene:40314		uniprot:Q24342			
Su(H)	GeneProduct	uniprot:RBJK_DROME								
Groucho	GeneProduct	flybase:FBgn0001139		ensembl:FBgn0001139	ncbigene:43162		uniprot:P16371;uniprot:A0A0B4JDF1;uniprot:A0A0B4K6L6;uniprot:A0A0B4KH09;uniprot:F0JAN3;uniprot:A0A0B4JD02;uniprot:A0A0B4LHP1			
E(spl)-C	GeneProduct	uniprot:ESM8_DROME								
Delta	GeneProduct	uniprot:DL_DROME								
Sc	GeneProduct	flybase:FBgn0004170		ensembl:FBgn0004170	ncbigene:30982		uniprot:P10084			
Notch	GeneProduct	uniprot:NOTC_DROME								
hairless	GeneProduct	flybase:FBgn0001169		ensembl:FBgn0001169	ncbigene:42445		uniprot:Q02308;uniprot:T2FFJ5			
Notch	GeneProduct	uniprot:NOTC_DROME								
Deltex	GeneProduct	flybase:FBgn0000524		ensembl:FBgn0000524	ncbigene:31589		uniprot:F6J419;uniprot:Q23985;uniprot:F6JB59;uniprot:F6J423			
Serrate	GeneProduct	flybase:FBgn0004197		ensembl:FBgn0004197	ncbigene:43275		uniprot:Q8MQN5;uniprot:P18168;uniprot:A0A0B4LIS1			
Ac	GeneProduct	flybase:FBgn0000022		ensembl:FBgn0000022	ncbigene:30981		uniprot:P10083			
Vg	GeneProduct	flybase:FBgn0003975		ensembl:FBgn0003975	ncbigene:36421		uniprot:Q26366			
Delta	GeneProduct	uniprot:DL_DROME								
presenilin	GeneProduct	flybase:FBgn0019947								
