Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
ADP	Metabolite	chebi:16761	""					wikidata:Q185253	chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N	pubchem.compound:6022	chemspider:5800	hmdb:HMDB0001341	kegg.compound:C00008	
2-Arachidonoylglycerol	Metabolite	chebi:52392	""					wikidata:Q209320	chebi:52392	inchikey:RCRCTBLIHCHWDZ-DOFZRALJSA-N	pubchem.compound:5282280	chemspider:4445451	hmdb:HMDB0004666	kegg.compound:C13856	lipidmaps:LMGL01010023
Glycerol	Metabolite	chebi:17754	""					wikidata:Q72501434;wikidata:Q132501	chebi:17754	inchikey:PEDCQBHIVMGVHV-UHFFFAOYSA-N	pubchem.compound:753	chemspider:733	hmdb:HMDB0000131	kegg.compound:C00116	
cAMP	Metabolite	chebi:17489	""					wikidata:Q210041	chebi:17489	inchikey:IVOMOUWHDPKRLL-KQYNXXCUSA-N	pubchem.compound:6076	chemspider:5851	hmdb:HMDB0000058	kegg.compound:C00575	
Coenzyme A	Metabolite	chebi:15346	""					wikidata:Q407635	chebi:15346	inchikey:RGJOEKWQDUBAIZ-IBOSZNHHSA-N	pubchem.compound:87642	chemspider:79067	hmdb:HMDB0001423	kegg.compound:C00010	
NADH	Metabolite	chebi:16908	""					wikidata:Q26987453	chebi:16908	inchikey:BOPGDPNILDQYTO-NNYOXOHSSA-N	pubchem.compound:439153	chemspider:903;chemspider:388299	hmdb:HMDB0001487	kegg.compound:C00004	
Carnitine	Metabolite	chebi:3424	""					wikidata:Q27106070	chebi:3424	inchikey:PHIQHXFUZVPYII-UHFFFAOYSA-O	pubchem.compound:85	chemspider:83		kegg.compound:C00487	
Nicotine	Metabolite	chebi:17688	""					wikidata:Q28086552	chebi:17688	inchikey:SNICXCGAKADSCV-JTQLQIEISA-N	pubchem.compound:89594	chemspider:80863	hmdb:HMDB0001934	kegg.compound:C00745	
Acyl-CoA	Metabolite	chebi:17984	""					wikidata:Q2699537	chebi:17984					kegg.compound:C00040	lipidmaps:LMFA07050000
MG	Metabolite	chebi:35759	""					wikidata:Q74691712	chebi:35759					kegg.compound:C01885	
Arachidonylethanolamide	Metabolite	chebi:2700	""					wikidata:Q410228	chebi:2700	inchikey:LGEQQWMQCRIYKG-DOFZRALJSA-N	pubchem.compound:5281969	chemspider:4445241	hmdb:HMDB0004080	kegg.compound:C11695	lipidmaps:LMFA08040001
Acylcarnitine	Metabolite	chebi:75659	""					wikidata:Q75013570	chebi:75659					kegg.compound:C02301	
H⁺	Metabolite	chebi:15378	""					wikidata:Q506710	chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N	pubchem.compound:1038	chemspider:1010	hmdb:HMDB0059597	kegg.compound:C00080	
Acetyl-CoA	Metabolite	hmdb:HMDB0001206	""						chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	
3,3',5'-Triiodothyronine	Metabolite	chebi:11684	""					wikidata:Q60998609;wikidata:Q106345677	chebi:57261;chebi:11684	inchikey:HZCBWYNLGPIQRK-LBPRGKRZSA-N	pubchem.compound:644280;pubchem.compound:44123465	chemspider:559294		kegg.compound:C07639	
TG	Metabolite	chebi:75844	""					wikidata:Q3539173	chebi:75844	inchikey:HBOQXIRUPVQLKX-BBWANDEASA-N	pubchem.compound:5322095	chemspider:4479674;chemspider:71374	hmdb:HMDB0005474		lipidmaps:LMGL03010371
cGMP	Metabolite	chebi:16356	""					wikidata:Q422511	chebi:16356	inchikey:ZOOGRGPOEVQQDX-UUOKFMHZSA-N	pubchem.compound:135398570;pubchem.compound:24316	chemspider:22734	hmdb:HMDB0001314	kegg.compound:C00942	
Estradiol-17beta	Metabolite	chebi:16469	""					wikidata:Q422416	chebi:16469	inchikey:VOXZDWNPVJITMN-ZBRFXRBCSA-N	pubchem.compound:5757	chemspider:5554	hmdb:HMDB0000151	kegg.compound:C00951	lipidmaps:LMST02010001
FADH2	Metabolite	chebi:17877	""					wikidata:Q27102690	chebi:17877	inchikey:YPZRHBJKEMOYQH-UYBVJOGSSA-N	pubchem.compound:446013	chemspider:393487	hmdb:HMDB0001197	kegg.compound:C01352	
ANP	Metabolite	chebi:80233	""					wikidata:Q78185357	chebi:80233					kegg.compound:C16003	
DG	Metabolite	chebi:18035	""					wikidata:Q161466	chebi:18035					kegg.compound:C00165	lipidmaps:LMGL0201
L-noradrenaline	Metabolite	chebi:18357	""					wikidata:Q186242	chebi:18357	inchikey:SFLSHLFXELFNJZ-QMMMGPOBSA-N	pubchem.compound:439260	chemspider:388394	hmdb:HMDB0000216	kegg.compound:C00547	
Fatty acid	Metabolite	chebi:35366	""					wikidata:Q61476	chebi:35366					kegg.compound:C00162	lipidmaps:LMFA01010000
BNP	Metabolite	chebi:80234	""					wikidata:Q66360952	chebi:80234					kegg.compound:C16004	
ATP	Metabolite	chebi:15422	""					wikidata:Q80863	chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N	pubchem.compound:5957	chemspider:5742	hmdb:HMDB0000538	kegg.compound:C00002	
Endocannabinoids	Metabolite	wikidata:Q55282178	""												
BMP8A	GeneProduct	ensembl:ENSG00000183682	""	ensembl:ENSG00000183682	ncbigene:353500	hgnc.symbol:BMP8A	uniprot:Q7Z5Y6								
PRDM16	GeneProduct	ensembl:ENSG00000142611	""	ensembl:ENSG00000142611	ncbigene:63976	hgnc.symbol:PRDM16	uniprot:D6RFY3;uniprot:D6RDW0;uniprot:Q9HAZ2;uniprot:H0YA13;uniprot:U3KQL6								
PLIN1	GeneProduct	ensembl:ENSG00000166819	""	ensembl:ENSG00000166819	ncbigene:5346	hgnc.symbol:PLIN1	uniprot:O60240;uniprot:H0YM16								
