Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Neoxanthin	Metabolite	chebi:32446	""					wikidata:Q27104219	chebi:32446	inchikey:PGYAYSRVSAJXTE-MTYISEJWSA-N		chemspider:10392236;chemspider:4444659	hmdb:HMDB0003020	kegg.compound:C08606;kegg.compound:C13431	lipidmaps:LMPR01070290
Violaxanthin	Metabolite	hmdb:HMDB0003101	""						chebi:35288	inchikey:SZCBXWMUOPQSOX-WVJDLNGLSA-N	pubchem.compound:448438	chemspider:395237	hmdb:HMDB0003101	kegg.compound:C08614	
ABA	Metabolite	chebi:22152	""					wikidata:Q27109429	chebi:22152	inchikey:JLIDBLDQVAYHNE-LXGGSRJLSA-N	pubchem.compound:5375199	chemspider:4524739			
ABA-aldehyde	Metabolite	chebi:31157	""					wikidata:Q13476484	chebi:31157	inchikey:RIKWDZWVHUIUAM-KICRZJJPSA-N	pubchem.compound:5282224	chemspider:4445405	hmdb:HMDB0303940	kegg.compound:C13455	lipidmaps:LMPR0103050004
Antheraxanthin	Metabolite	cas:640-03-9	""					wikidata:Q572404	chebi:27867	inchikey:OFNSUWBAQRCHAV-OYQUVCAXSA-N	pubchem.compound:5281223	chemspider:4444635		kegg.compound:C08579	lipidmaps:LMPR01070262
Xanthoxin	Metabolite	chebi:32304	""					wikidata:Q5933737	chebi:32304	inchikey:ZTALKMXOHWQNIA-TVBSHJCBSA-N	pubchem.compound:5282222	chemspider:4445403	hmdb:HMDB0304066	kegg.compound:C13453	
Zeaxanthin epoxidase	GeneProduct	:AT5G67030-TAIR-G	""												
Xanthoxin oxidase	GeneProduct	:AT1G52340-TAIR-G	""												
Neoxanthin synthase	GeneProduct	ncbigene:843028	""	ensembl:AT1G67080	ncbigene:843028		uniprot:A0A178WJW8;uniprot:A0A5S9WSG7;uniprot:A0A178WLM3;uniprot:A0A178WLS9;uniprot:A0A654ENA1;uniprot:Q8LFP9;uniprot:A0A1P8AQ81								
ABA-aldehyde oxidase	GeneProduct	:AT2G27150-TAIR-G	""												
Neoxanthin cleavage enzyme	GeneProduct	:AT3G14440-TAIR-G	""												
