Label	Type	ID	Database	
NR1H4	GeneProduct	ENSBTAG00000013596	Ensembl
FXR ligand	Metabolite	CHEBI:48705	ChEBI
NR1H4	GeneProduct	ENSBTAG00000013596	Ensembl
RXRA	GeneProduct	ENSBTAG00000017851	Ensembl
Ligand	Metabolite	CHEBI:48705	ChEBI
NR1H4	GeneProduct	ENSBTAG00000013596	Ensembl
RXRA	GeneProduct	ENSBTAG00000017851	Ensembl
Ligand	Metabolite	CHEBI:48705	ChEBI
NR1H4	GeneProduct	ENSBTAG00000013596	Ensembl
Ligand	Metabolite	CHEBI:48705	ChEBI
RXRA	GeneProduct	ENSBTAG00000017851	Ensembl
UGT2B4	GeneProduct	ENSBTAG00000040337	Ensembl
SULT2A1	GeneProduct	ENSBTAG00000039971	Ensembl
SLC27A5	GeneProduct	ENSBTAG00000015164	Ensembl
SLC10A1	GeneProduct	ENSBTAG00000001881	Ensembl
CYP7A1	GeneProduct	ENSBTAG00000005287	Ensembl
NR0B2	GeneProduct	ENSBTAG00000014848	Ensembl
FGF19	GeneProduct	ENSBTAG00000017285	Ensembl
IRS2	GeneProduct	ENSBTAG00000012019	Ensembl
ABCB11	GeneProduct	ENSBTAG00000026885	Ensembl
BAAT	GeneProduct	ENSBTAG00000025760	Ensembl
CYP3A4	GeneProduct	ENSBTAG00000047379	Ensembl
FKBP5	GeneProduct	ENSBTAG00000047502	Ensembl
UQCC2	GeneProduct	ENSBTAG00000033603	Ensembl
ABCB4	GeneProduct	ENSBTAG00000005653	Ensembl
NR0B2	GeneProduct	ENSBTAG00000014848	Ensembl
PPARGC1A	GeneProduct	ENSBTAG00000017024	Ensembl
SLCO2B1	GeneProduct	ENSBTAG00000015596	Ensembl
CYP8B1	GeneProduct	ENSBTAG00000034106	Ensembl
