Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Long chain Acyl-CoA	Metabolite	chebi:83139	""					wikidata:Q74651136	chebi:83139						
3-Ketoacyl-CoA	Metabolite	chebi:57347	""					wikidata:Q63143581	chebi:57347						
Acetyl-CoA	Metabolite	cas:72-89-9	""					wikidata:Q715317	chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	lipidmaps:LMFA07050281
Long Chain Fatty Acid	Metabolite	chebi:15904	""					wikidata:Q24067397	chebi:15904					kegg.compound:C00638	
trans-D2-Enoyl-CoA	Metabolite	chebi:10723	""					wikidata:Q27108673	chebi:10723	inchikey:MGNBGCRQQFMNBM-YJHHLLFWSA-N;inchikey:MGNBGCRQQFMNBM-VHTAIFHGSA-N	pubchem.compound:24883423;pubchem.compound:5280768	chemspider:4444334;chemspider:21864765	hmdb:HMDB0003948	kegg.compound:C05275	lipidmaps:LMFA07050391
Acyl-CoA (n-2)	Metabolite	chebi:17984	""					wikidata:Q2699537	chebi:17984					kegg.compound:C00040	lipidmaps:LMFA07050000
SCP2	GeneProduct	:STRG.8300.1	""												
CPT2	GeneProduct	:STRG.1042.1	""												
DCI	GeneProduct	:STRG.8383.1	""												
ACADS	GeneProduct	:g7055.t1	""												
whd	GeneProduct	ncbigene:107999590	""												
Mtpalpha	GeneProduct	ncbigene:107995032	""												
DHRS4	GeneProduct	ncbigene:108001177	""												
SLC25A20	GeneProduct	:STRG.3288.2	""												
CPT2	GeneProduct	:STRG.1042.2	""												
CPT2	GeneProduct	:STRG.1042.3	""												
CPT2	GeneProduct	:STRG.1042.4	""												
DCI	GeneProduct	:STRG.8383.2	""												
DCI	GeneProduct	:STRG.8383.3	""												
ACSL2	GeneProduct	:STRG.11801.2	""												
ACSL2	GeneProduct	:STRG.11801.1	""												
ACSL2	GeneProduct	:STRG.11801.3	""												
ACSL2	GeneProduct	:STRG.11801.4	""												
ACSL2	GeneProduct	:STRG.4251.1	""												
ACSL2	GeneProduct	:STRG.4251.2	""												
ACSL2	GeneProduct	:STRG.9652.14	""												
ACSL2	GeneProduct	:STRG.9223.1	""												
ACSL2	GeneProduct	:STRG.9223.2	""												
ACSL2	GeneProduct	:STRG.9652.1	""												
ACSL2	GeneProduct	:STRG.9652.10	""												
ACSL2	GeneProduct	:STRG.9652.12	""												
ACSL2	GeneProduct	:STRG.9652.13	""												
ACSL2	GeneProduct	:STRG.9652.16	""												
ACSL2	GeneProduct	:STRG.9652.19	""												
ACSL2	GeneProduct	:STRG.9652.3	""												
ACSL2	GeneProduct	:STRG.9652.2	""												
ACSL2	GeneProduct	:STRG.9652.4	""												
ACSL2	GeneProduct	:STRG.9652.7	""												
ACSL2	GeneProduct	:STRG.9652.6	""												
ACSL2	GeneProduct	:STRG.9652.9	""												
ACSL2	GeneProduct	:STRG.9652.8	""												
ACADM	GeneProduct	:STRG.93.5	""												
ACADM	GeneProduct	:STRG.93.4	""												
ACADM	GeneProduct	:STRG.93.3	""												
ACADM	GeneProduct	:STRG.93.2	""												
ACADM	GeneProduct	:STRG.93.1	""												
ACADM	GeneProduct	:STRG.93.6	""												
SLC25A20	GeneProduct	:STRG.3288.1	""												
LOC108004007	GeneProduct	ncbigene:108004007	""												
Acsl	GeneProduct	ncbigene:107992566	""												
Arc42	GeneProduct	ncbigene:108002890	""												
Acadvl	GeneProduct	ncbigene:107993296	""												
