Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Citrate	Metabolite	chebi:30769	""					wikidata:Q159683	chebi:30769	inchikey:KRKNYBCHXYNGOX-UHFFFAOYSA-N	pubchem.compound:19782904;pubchem.compound:311;pubchem.compound:88113319	chemspider:305	hmdb:HMDB0000094	kegg.compound:C00158	
echs1	GeneProduct	ncbigene:368912	""	ensembl:ENSDARG00000001578	ncbigene:368912		uniprot:Q7ZZ04								
zgc:92083	GeneProduct	ncbigene:447860	""	ensembl:ENSDARG00000075931	ncbigene:447860		uniprot:F1RAK0;uniprot:F8W5G0								
pecr	GeneProduct	ncbigene:550422	""	ensembl:ENSDARG00000055976	ncbigene:550422		uniprot:Q567C7								
zgc:85763	GeneProduct	ncbigene:338247	""	ensembl:ENSDARG00000016607	ncbigene:338247		uniprot:Q5TYQ4								
im:7138837	GeneProduct	ncbigene:559403	""	ensembl:ENSDARG00000078512	ncbigene:559403		uniprot:F6P055;uniprot:F1QH12								
LOC793576	GeneProduct	ncbigene:793576	""												
scdb	GeneProduct	ncbigene:553734	""	ensembl:ENSDARG00000030265	ncbigene:553734		uniprot:Q501V8								
acss2	GeneProduct	ncbigene:436914	""	ensembl:ENSDARG00000037781	ncbigene:436914		uniprot:E9QJ17;uniprot:F1QXR8;uniprot:Q6DHN4;uniprot:A0A2R8QSI5;uniprot:F1QAA7;uniprot:A0A2R8Q6G5								
zgc:158321	GeneProduct	ncbigene:780842	""	ensembl:ENSDARG00000099787	ncbigene:780842		uniprot:H9GXM9								
acly	GeneProduct	ncbigene:436922	""	ensembl:ENSDARG00000099079	ncbigene:436922		uniprot:F1QZ09								
ACSL3	GeneProduct	ncbigene:559656	""	ensembl:ENSDARG00000014674	ncbigene:559656		uniprot:B0S5C4								
hadh	GeneProduct	ncbigene:445121	""	ensembl:ENSDARG00000030765	ncbigene:445121		uniprot:Q6DI22								
LOC556236	GeneProduct	ncbigene:556236	""	ensembl:ENSDARG00000061994	ncbigene:556236		uniprot:F1QM37;uniprot:F1QX79								
ACSL1	GeneProduct	ncbigene:555308	""	ensembl:ENSDARG00000030514	ncbigene:555308		uniprot:B8JK22;uniprot:B8JK23								
pc	GeneProduct	ncbigene:58068	""	ensembl:ENSDARG00000051939	ncbigene:58068		uniprot:F1QYZ6;uniprot:B0S5R6								
zgc:56036	GeneProduct	ncbigene:406325	""	ensembl:ENSDARG00000038881	ncbigene:406325		uniprot:B0S5C5								
mecr	GeneProduct	ncbigene:550550	""	ensembl:ENSDARG00000032326	ncbigene:550550		uniprot:A8E536;uniprot:Q6GQN8;uniprot:F8W5W4								
zgc:92356	GeneProduct	ncbigene:436717	""	ensembl:ENSDARG00000003869	ncbigene:436717		uniprot:F1QB21								
wu:fa04h02	GeneProduct	ncbigene:566863	""												
zgc:101710	GeneProduct	ncbigene:450048	""	ensembl:ENSDARG00000012915	ncbigene:450048		uniprot:A0A0R4IX66;uniprot:F1Q8H6								
