Label	Type	ID	Database	
15-Hydroperoxy Eicosatetraenoic Acid	Metabolite		
12-Hydroperoxy Eicosatetraenoic Acid	Metabolite		
Thromboxane A3	Metabolite	4946013	Chemspider
Prostaglandin E2	Metabolite	CHEBI:15551	ChEBI
Alox5ap	GeneProduct	29624	Entrez Gene
5-HETE	Metabolite		
Ptgds	GeneProduct	25526	Entrez Gene
5-HPETE	Metabolite	HMDB0001193	HMDB
Prostaglandin H2	Metabolite	HMDB0001381	HMDB
Ptges2	GeneProduct	311865	Entrez Gene
Dpep1	GeneProduct	94199	Entrez Gene
Ptgis	GeneProduct	25527	Entrez Gene
Leukotriene D4	Metabolite	HMDB0003080	HMDB
Pla2g2a	GeneProduct	29692	Entrez Gene
Alox5	GeneProduct	25290	Entrez Gene
Tbxas1	GeneProduct	24886	Entrez Gene
Peroxidase?	GeneProduct		
Thromboxane B2	Metabolite	HMDB0003252	HMDB
Prostaglandin I2	Metabolite	HMDB0001335	HMDB
Ptgs1	GeneProduct	24693	Entrez Gene
Prostaglandin D2	Metabolite	HMDB0001403	HMDB
PGE2 9-ketoreduc	GeneProduct		
GGT1	GeneProduct	116568	Entrez Gene
Pla2g6	GeneProduct	360426	Entrez Gene
Alox15	GeneProduct	81639	Entrez Gene
Alox15b	GeneProduct	266604	Entrez Gene
Leukotriene A4	Metabolite	HMDB0001337	HMDB
Ptges	GeneProduct	59103	Entrez Gene
Pla2g6	GeneProduct	360426	Entrez Gene
Alox5	GeneProduct	25290	Entrez Gene
Prostaglandin F2a	Metabolite	HMDB0001139	HMDB
Leukotriene C4	Metabolite	HMDB0001198	HMDB
Leukotriene E4	Metabolite	HMDB0002200	HMDB
Lta4h	GeneProduct	299732	Entrez Gene
Ptgs2	GeneProduct	29527	Entrez Gene
Ltc4s	GeneProduct	114097	Entrez Gene
Alox15	GeneProduct	81639	Entrez Gene
12-HETE	Metabolite		
Peroxidase?	GeneProduct		
15-HETE	Metabolite		
Alox5ap	GeneProduct	29624	Entrez Gene
Pnpla8	GeneProduct	314075	Entrez Gene
Thromboxane A2	Metabolite	HMDB0001452	HMDB
Arachidonic acid	Metabolite	HMDB0001043	HMDB
Peroxidase?	GeneProduct		
Alox12	GeneProduct	287454	Entrez Gene
Leukotriene B4	Metabolite	HMDB0001085	HMDB
PGD2 11-ketoreduc	GeneProduct		
