Label	Type	ID	Database	
bta-mir-21	Rna	ENSBTAG00000029897	Ensembl
STAT3	GeneProduct	ENSBTAG00000021523	Ensembl
AKT1	GeneProduct	ENSBTAG00000017636	Ensembl
AKT2	GeneProduct	ENSBTAG00000001400	Ensembl
RASGRF1	GeneProduct	ENSBTAG00000019940	Ensembl
MYEF2	GeneProduct	ENSBTAG00000008771	Ensembl
bta-mir-1-1	Rna	ENSBTAG00000029790	Ensembl
hsa-mir-1-2	Rna		
TGFB1	GeneProduct	ENSBTAG00000020457	Ensembl
hsa-mir-29a	Rna		
NFKB1	GeneProduct	ENSBTAG00000020270	Ensembl
AKT1	GeneProduct	ENSBTAG00000017636	Ensembl
bta-mir-125b-1	Rna	ENSBTAG00000029925	Ensembl
bta-mir-125b-2	Rna	ENSBTAG00000029827	Ensembl
WDR92	GeneProduct	ENSBTAG00000010595	Ensembl
bta-mir-133b	Rna	ENSBTAG00000029826	Ensembl
NFKB1	GeneProduct	ENSBTAG00000020270	Ensembl
