ID	Database	Citation
8349690	Pubmed	"Rab GDP dissociation inhibitor as a general regulator for the membrane association of rab proteins. Ullrich O, Stenmark H, Alexandrov K, Huber LA, Kaibuchi K, Sasaki T, et al. J Biol Chem. 1993 Aug 25;268(24):18143–50.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8349690"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8349690"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/8349690"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8384302	Pubmed	"Rabphilin-3A, a putative target protein for smg p25A/rab3A p25 small GTP-binding protein related to synaptotagmin. Shirataki H, Kaibuchi K, Sakoda T, Kishida S, Yamaguchi T, Wada K, et al. Mol Cell Biol. 1993 Apr;13(4):2061–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8384302"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8384302"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/8384302"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10449403	Pubmed	"A conformational switch in syntaxin during exocytosis: role of munc18. Dulubova I, Sugita S, Hill S, Hosaka M, Fernandez I, Südhof TC, et al. EMBO J. 1999 Aug 16;18(16):4372–82.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10449403"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10449403"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/10449403"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10559882	Pubmed	"Structure of the Janus-faced C2B domain of rabphilin. Ubach J, García J, Nittler MP, Südhof TC, Rizo J. Nat Cell Biol. 1999 Jun;1(2):106–12.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10559882"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10559882"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/10559882"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11242035	Pubmed	"Synaptotagmin I functions as a calcium regulator of release probability. Fernández-Chacón R, Königstorfer A, Gerber SH, García J, Matos MF, Stevens CF, et al. Nature. 2001 Mar 1;410(6824):41–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11242035"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11242035"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/11242035"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11343654	Pubmed	"Functional interaction of the active zone proteins Munc13-1 and RIM1 in synaptic vesicle priming. Betz A, Thakur P, Junge HJ, Ashery U, Rhee JS, Scheuss V, et al. Neuron. 2001 Apr;30(1):183–96.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11343654"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11343654"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/11343654"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11832227	Pubmed	"Three-dimensional structure of the complexin/SNARE complex. Chen X, Tomchick DR, Kovrigin E, Araç D, Machius M, Südhof TC, et al. Neuron. 2002 Jan 31;33(3):397–409.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11832227"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11832227"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/11832227"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12145319	Pubmed	"Amisyn, a novel syntaxin-binding protein that may regulate SNARE complex assembly. Scales SJ, Hesser BA, Masuda ES, Scheller RH. J Biol Chem. 2002 Aug 2;277(31):28271–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12145319"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12145319"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/12145319"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12782620	Pubmed	"The R-SNARE motif of tomosyn forms SNARE core complexes with syntaxin 1 and SNAP-25 and down-regulates exocytosis. Hatsuzawa K, Lang T, Fasshauer D, Bruns D, Jahn R. J Biol Chem. 2003 Aug 15;278(33):31159–66.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12782620"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12782620"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/12782620"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21241895	Pubmed	"RIM proteins tether Ca2+ channels to presynaptic active zones via a direct PDZ-domain interaction. Kaeser PS, Deng L, Wang Y, Dulubova I, Liu X, Rizo J, et al. Cell. 2011 Jan 21;144(2):282–95.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21241895"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21241895"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/21241895"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
