Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Phosphatidylethanolamines	Metabolite	chebi:16038	""					wikidata:Q426095	chebi:16038						
Cytidine diphosphate choline	Metabolite	chebi:16436	""					wikidata:Q28529682	chebi:16436	inchikey:RZZPDXZPRHQOCG-OJAKKHQRSA-N	pubchem.compound:76963096;pubchem.compound:11583971;pubchem.compound:13804	chemspider:13207	hmdb:HMDB0001413	kegg.compound:C00307	
Phosphatidylcholines	Metabolite	chebi:49183	""					wikidata:Q75026757	chebi:49183						
Phosphorylcholine	Metabolite	chebi:49183	""					wikidata:Q75026757	chebi:49183						
Glycerophosphocholine	Metabolite	chebi:16870	""					wikidata:Q28529699	chebi:16870	inchikey:SUHOQUVVVLNYQR-MRVPVSSYSA-N	pubchem.compound:657272	chemspider:571409	hmdb:HMDB0000086	kegg.compound:C00670	
Choline	Metabolite	chebi:15354	""					wikidata:Q193166	chebi:15354	inchikey:OEYIOHPDSNJKLS-UHFFFAOYSA-N	pubchem.compound:305	chemspider:299	hmdb:HMDB0000097	kegg.compound:C00114	
Acetylcholine	Metabolite	chebi:15355	""					wikidata:Q180623	chebi:15355	inchikey:OIPILFWXSMYKGL-UHFFFAOYSA-N	pubchem.compound:187	chemspider:182	hmdb:HMDB0000895	kegg.compound:C01996	
Acetate	Metabolite	chebi:30089	""					wikidata:Q9154808	chebi:30089	inchikey:QTBSBXVTEAMEQO-UHFFFAOYSA-M	pubchem.compound:175	chemspider:170			
Acetyl CoA	Metabolite	chebi:15351	""					wikidata:Q715317	chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	lipidmaps:LMFA07050281
PDHA-1	GeneProduct	ncbigene:3565996	""	ensembl:WBGene00011510	ncbigene:3565996		uniprot:P52899;uniprot:Q8I111								
PCYT-1	GeneProduct	wormbase:WBGene00017241	""	ensembl:WBGene00017241	ncbigene:181021		uniprot:P49583;uniprot:Q3HKC4								
PMT-1	GeneProduct	wormbase:WBGene00022781	""	ensembl:WBGene00022781	ncbigene:173901		uniprot:Q23552								
UNC-17	GeneProduct	ncbigene:177124	""												
ace-1	GeneProduct	ncbigene:181706	""	ensembl:WBGene00000035	ncbigene:181706		uniprot:P38433								
CKA-2	Protein	ncbigene:180703	""	ensembl:WBGene00000510	ncbigene:180703		uniprot:Q22942								
