ID	Database	Citation
5353532	Pubmed	"Utilization of L-threnonine by a pseudomonad: a catabolic role for L-threonine aldolase. Morris JG. Biochem J. 1969 Nov;115(3):603–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/5353532"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/5353532"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/5353532"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
5438301	Pubmed	"Crystalline threonine aldolase from Candida humicola. Yamada H, Kumagai H, Nagate T, Yoshida H. Biochem Biophys Res Commun. 1970 Apr 8;39(1):53–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/5438301"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/5438301"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/5438301"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7498764	Pubmed	"Genetics of the synthesis of serine from glycine and the utilization of glycine as sole nitrogen source by Saccharomyces cerevisiae. Sinclair DA, Dawes IW. Genetics. 1995 Aug;140(4):1213–22.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7498764"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7498764"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/7498764"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9151955	Pubmed	"The GLY1 gene of Saccharomyces cerevisiae encodes a low-specific L-threonine aldolase that catalyzes cleavage of L-allo-threonine and L-threonine to glycine--expression of the gene in Escherichia coli and purification and characterization of the enzyme. Liu JQ, Nagata S, Dairi T, Misono H, Shimizu S, Yamada H. Eur J Biochem. 1997 Apr 15;245(2):289–93.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9151955"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9151955"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/9151955"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9163906	Pubmed	"Identification of Saccharomyces cerevisiae GLY1 as a threonine aldolase: a key enzyme in glycine biosynthesis. Monschau N, Stahmann KP, Sahm H, McNeil JB, Bognar AL. FEMS Microbiol Lett. 1997 May 1;150(1):55–60.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9163906"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9163906"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/9163906"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9228760	Pubmed	"Purification and characterization of L-allo-threonine aldolase from Aeromonas jandaei DK-39. Kataoka M, Wada M, Nishi K, Yamada H, Shimizu S. FEMS Microbiol Lett. 1997 Jun 15;151(2):245–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9228760"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9228760"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/9228760"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9346293	Pubmed	"Isolation and characterization of D-threonine aldolase, a pyridoxal-5’-phosphate-dependent enzyme from Arthrobacter sp. DK-38. Kataoka M, Ikemi M, Morikawa T, Miyoshi T, Nishi K, Wada M, et al. Eur J Biochem. 1997 Sep 1;248(2):385–93.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9346293"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9346293"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/9346293"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9398220	Pubmed	"Role of mitochondrial and cytoplasmic serine hydroxymethyltransferase isozymes in de novo purine synthesis in Saccharomyces cerevisiae. Kastanos EK, Woldman YY, Appling DR. Biochemistry. 1997 Dec 2;36(48):14956–64.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9398220"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9398220"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/9398220"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9464392	Pubmed	"Gene cloning, nucleotide sequencing, and purification and characterization of the low-specificity L-threonine aldolase from Pseudomonas sp. strain NCIMB 10558. Liu JQ, Ito S, Dairi T, Itoh N, Kataoka M, Shimizu S, et al. Appl Environ Microbiol. 1998 Feb;64(2):549–54.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9464392"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9464392"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/9464392"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9692922	Pubmed	"Gene cloning, biochemical characterization and physiological role of a thermostable low-specificity L-threonine aldolase from Escherichia coli. Liu JQ, Dairi T, Itoh N, Kataoka M, Shimizu S, Yamada H. Eur J Biochem. 1998 Jul 1;255(1):220–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9692922"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9692922"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/9692922"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14745783	Pubmed	"Alanine : glyoxylate aminotransferase of Saccharomyces cerevisiae-encoding gene AGX1 and metabolic significance. Schlösser T, Gätgens C, Weber U, Stahmann KP. Yeast. 2004 Jan 15;21(1):63–73.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14745783"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14745783"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14745783"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17172352	Pubmed	"Two Arabidopsis threonine aldolases are nonredundant and compete with threonine deaminase for a common substrate pool. Joshi V, Laubengayer KM, Schauer N, Fernie AR, Jander G. Plant Cell. 2006 Dec;18(12):3564–75.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17172352"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17172352"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/17172352"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
