Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
EIF2AK3	GeneProduct	ensembl:ENSG00000172071	""	ensembl:ENSG00000172071	ncbigene:9451	hgnc.symbol:EIF2AK3	uniprot:A0A804HLC2;uniprot:A0A494C186;uniprot:A0A494BZR8;uniprot:A0A804HI66;uniprot:A0A804HIT4;uniprot:A0A804HJV6;uniprot:A0A804HL08;uniprot:A0A804HJ50;uniprot:Q9NZJ5								
PRKN	GeneProduct	ensembl:ENSG00000185345	""	ensembl:ENSG00000185345	ncbigene:5071	hgnc.symbol:PRKN	uniprot:D3K2X1;uniprot:D3JZW5;uniprot:O60260;uniprot:X5DR79;uniprot:A0A6I8PII0;uniprot:B1AKC3;uniprot:A0A669KBE3;uniprot:A0A6I8PRS9								
MFN2	GeneProduct	ensembl:ENSG00000116688	""	ensembl:ENSG00000116688	ncbigene:9927	hgnc.symbol:MFN2	uniprot:A0A6Q8PFJ4;uniprot:A0A6Q8PH07;uniprot:A0A6Q8PGA3;uniprot:A0A6Q8PGV8;uniprot:A0A6Q8PFT5;uniprot:A0A6Q8PGR2;uniprot:Q5JXC5;uniprot:A0A6Q8PGS9;uniprot:O95140								
LC3	GeneProduct	ensembl:ENSG00000101460	""	ensembl:ENSG00000101460	ncbigene:84557	hgnc.symbol:MAP1LC3A	uniprot:Q9H492								
RABGEF1	GeneProduct	ensembl:ENSG00000154710	""	ensembl:ENSG00000154710	ncbigene:27342	hgnc.symbol:RABGEF1	uniprot:A0A024RDL6;uniprot:A0A1W2PPY0;uniprot:V9GYI8;uniprot:C9JDA2;uniprot:E9PFK9;uniprot:Q9UJ41								
VCP	GeneProduct	ensembl:ENSG00000165280	""	ensembl:ENSG00000165280	ncbigene:7415	hgnc.symbol:VCP	uniprot:V9HW80;uniprot:A0A7P0T8Q5;uniprot:A0A7P0Z4C6;uniprot:A0A7P0TAW3;uniprot:A0A7I2V5G8;uniprot:A0A7P0T8Q4;uniprot:A0A7P0T946;uniprot:A0A7P0TAY0;uniprot:A0A7P0T8D3;uniprot:C9JUP7;uniprot:A0A7I2V2Y2;uniprot:A0A7P0Z4D1;uniprot:A0A7P0TA22;uniprot:A0A7P0TAQ1;uniprot:A0A7P0TBK7;uniprot:P55072;uniprot:A0A7I2V540;uniprot:A0A7I2YQJ0;uniprot:A0A7P0TBF1;uniprot:A0A7P0T8A3;uniprot:A0A7P0T8D6;uniprot:A0A7P0T9X5;uniprot:A0A7P0T971								
ATG9B	GeneProduct	ensembl:ENSG00000181652	""	ensembl:ENSG00000181652	ncbigene:285973	hgnc.symbol:ATG9B	uniprot:Q674R7								
CSNK2A1	GeneProduct	ensembl:ENSG00000101266	""	ensembl:ENSG00000101266	ncbigene:1457	hgnc.symbol:CSNK2A1	uniprot:A0A2R8YEW1;uniprot:A0A2R8Y4H0;uniprot:A0A2R8YFU2;uniprot:V9GY80;uniprot:A0A2R8YDY7;uniprot:A0A2R8YD58;uniprot:P68400;uniprot:A0A2R8Y4D6;uniprot:A0A2R8YDP2;uniprot:A0A2R8YF43;uniprot:A0A2R8Y5A0;uniprot:V9GYW6;uniprot:A0A2R8YCK2;uniprot:A0A2R8YF47;uniprot:A0A2R8Y3W6;uniprot:A0A2R8YEL7;uniprot:E7EU96;uniprot:A0A087WY74;uniprot:A0A2R8Y797;uniprot:A0A2R8Y7T1;uniprot:V9GYA2;uniprot:A0A2R8YCC9								
TBC1D15	GeneProduct	ensembl:ENSG00000121749	""	ensembl:ENSG00000121749	ncbigene:64786	hgnc.symbol:TBC1D15	uniprot:F8WF35;uniprot:F8WCB5;uniprot:F8WDJ1;uniprot:C9JA93;uniprot:F8WAX5;uniprot:Q8TC07;uniprot:F8VV61								
FUNDC1	GeneProduct	ensembl:ENSG00000069509	""	ensembl:ENSG00000069509	ncbigene:139341	hgnc.symbol:FUNDC1	uniprot:Q8IVP5								
