Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
NHE3	GeneProduct	ncbigene:24784		ensembl:ENSRNOG00000015159	ncbigene:24784		uniprot:G3V7Y7			
NHE3 RegP1	GeneProduct	ncbigene:59114		ensembl:ENSRNOG00000003232	ncbigene:59114		uniprot:Q9JJ19			
NHE3 RegP2	GeneProduct	ncbigene:116501		ensembl:ENSRNOG00000002997	ncbigene:116501		uniprot:G3V6D9			
NHE8	GeneProduct	ncbigene:311651		ensembl:ENSRNOG00000008354	ncbigene:311651		uniprot:G3V756			
CA II	GeneProduct	ncbigene:54231		ensembl:ENSRNOG00000009629	ncbigene:54231		uniprot:P27139			
CA VII	GeneProduct	ncbigene:291819		ensembl:ENSRNOG00000012371	ncbigene:291819		uniprot:B2RZ61			
CA IV	GeneProduct	ncbigene:29242		ensembl:ENSRNOG00000002916	ncbigene:29242		uniprot:A0A0H2UHB3			
CA XII	GeneProduct	ncbigene:363085								
CA XIV	GeneProduct	ncbigene:791259		ensembl:ENSRNOG00000023162	ncbigene:791259		uniprot:A2IBE0			
CA XV	GeneProduct	ncbigene:288360		ensembl:ENSRNOG00000037983	ncbigene:288360		uniprot:D3ZBQ6;uniprot:A0A0G2JXY4			
PAT1	GeneProduct	ncbigene:301010								
SAT1	GeneProduct	ncbigene:64076		ensembl:ENSRNOG00000000041	ncbigene:64076		uniprot:Q5RKK1			
OAT1	GeneProduct	ncbigene:29509		ensembl:ENSRNOG00000018215	ncbigene:29509		uniprot:O35956			
OAT3	GeneProduct	ncbigene:83500		ensembl:ENSRNOG00000018086	ncbigene:83500		uniprot:A0A0G2JSQ3			
NaPi-2a	GeneProduct	ncbigene:25548		ensembl:ENSRNOG00000015262	ncbigene:25548		uniprot:Q06496			
NaPi-2b	GeneProduct	ncbigene:84395		ensembl:ENSRNOG00000004626	ncbigene:84395		uniprot:A0A0H2UHZ0			
Pit-2	GeneProduct	ncbigene:29502		ensembl:ENSRNOG00000019490	ncbigene:29502		uniprot:Q7TP93;uniprot:Q63488			
NAS1	GeneProduct	ncbigene:58980		ensembl:ENSRNOG00000008121	ncbigene:58980		uniprot:Q07782			
NBC	GeneProduct	ncbigene:84484		ensembl:ENSRNOG00000003134	ncbigene:84484		uniprot:A0A0H2UHB7;uniprot:Q9JI66			
NaDC-1	GeneProduct	ncbigene:65202		ensembl:ENSRNOG00000010337	ncbigene:65202		uniprot:O35055			
NaDC-3	GeneProduct	ncbigene:64846		ensembl:ENSRNOG00000019118	ncbigene:64846		uniprot:A2VD10			
