Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Q76FQ4_CHICK	GeneProduct	ensembl:ENSGALG00000008962		ensembl:ENSGALG00000008962	ncbigene:378799	hgnc.symbol:MSH2	uniprot:F1NV33			
MSH6	GeneProduct	ensembl:ENSGALG00000008957		ensembl:ENSGALG00000008957	ncbigene:421291	hgnc.symbol:MSH6	uniprot:A0A1I7Q445;uniprot:A0A1D5PH24			
EXO1	GeneProduct	ensembl:ENSGALG00000010748		ensembl:ENSGALG00000010748	ncbigene:421505		uniprot:E1C1G7			
Q76FQ4_CHICK	GeneProduct	ensembl:ENSGALG00000008962		ensembl:ENSGALG00000008962	ncbigene:378799	hgnc.symbol:MSH2	uniprot:F1NV33			
MSH6	GeneProduct	ensembl:ENSGALG00000008957		ensembl:ENSGALG00000008957	ncbigene:421291	hgnc.symbol:MSH6	uniprot:A0A1I7Q445;uniprot:A0A1D5PH24			
EXO1	GeneProduct	ensembl:ENSGALG00000010748		ensembl:ENSGALG00000010748	ncbigene:421505		uniprot:E1C1G7			
PCNA_CHICK	GeneProduct	ensembl:ENSGALG00000000169								
MLH1	GeneProduct	ensembl:ENSGALG00000012060								
PCNA_CHICK	GeneProduct	ensembl:ENSGALG00000000169								
PCNA_CHICK	GeneProduct	ensembl:ENSGALG00000000169								
RFA1_CHICK	GeneProduct	ensembl:ENSGALG00000003072		ensembl:ENSGALG00000003072	ncbigene:417563		uniprot:Q5ZJJ2			
RFC1	GeneProduct	ncbigene:422788		ensembl:ENSGALG00000014298	ncbigene:422788		uniprot:F1NEP9			
XR_026966.1	GeneProduct	ensembl:ENSGALG00000013384								
