Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Acetoacetyl-ACP	Metabolite	chebi:2393	""					wikidata:Q40208671	chebi:2393					kegg.compound:C05744	
Acetyl-ACP	Metabolite	wikidata:Q59811305	""					wikidata:Q59811305	chebi:17093					kegg.compound:C03939	
3-ketoacyl-CoA	Metabolite	chebi:57347	"aka 3-oxo-fatty acyl-CoA(4−)"					wikidata:Q63143581	chebi:57347						
Palmitoyl-ACP	Metabolite	kegg.compound:C16520	""					wikidata:Q113522257	chebi:80547					kegg.compound:C16520	
Pyruvate	Metabolite	chebi:15361	""					wikidata:Q27089397	chebi:15361	inchikey:LCTONWCANYUPML-UHFFFAOYSA-M	pubchem.compound:107735	chemspider:96901		kegg.compound:C00022	
Oxaloacetate	Metabolite	chebi:30744	""					wikidata:Q408658	chebi:30744	inchikey:KHPXUQMNIQBQEV-UHFFFAOYSA-N	pubchem.compound:970	chemspider:945	hmdb:HMDB0000223	kegg.compound:C00036	lipidmaps:LMFA01170120
Butyryl-ACP	Metabolite	chebi:3247	""					wikidata:Q33665887	chebi:3247					kegg.compound:C05745	lipidmaps:LMFA07060004
Palmitate	Metabolite	chemspider:440215	""					wikidata:Q27089367	chebi:7896	inchikey:IPCSVZSSVZVIGE-UHFFFAOYSA-M	pubchem.compound:504166	chemspider:440215			
Fatty acyl CoA	Metabolite	chebi:37554	""					wikidata:Q33616143	chebi:37554						lipidmaps:LMFA0705
Long-chain fatty acid	Metabolite	chebi:15904	""					wikidata:Q24067397	chebi:15904					kegg.compound:C00638	
Citrate	Metabolite	chemspider:29081	""					wikidata:Q55503059	chebi:16947	inchikey:KRKNYBCHXYNGOX-UHFFFAOYSA-K	pubchem.compound:31348	chemspider:29081			
Crotonoyl-ACP	Metabolite	kegg.compound:C04618	"aka (3R)-3-Hydroxybutanoyl-[acyl-carrier protein]"					wikidata:Q61774756						kegg.compound:C04618	
Malonyl-ACP	Metabolite	kegg.compound:C01209	""					wikidata:Q59622083	chebi:17330					kegg.compound:C01209	
3-L-Hydroxyacyl-CoA	Metabolite	chebi:57318	""					wikidata:Q75027400	chebi:57318						
Malonyl-CoA	Metabolite	cas:524-14-1	"Used in small tissue samples as [14C] isotope tracer to improve sensiticity of FASN activity. [https://doi.org/10.1515/bchm3.1986.367.2.905]"					wikidata:Q27095293	chebi:15531	inchikey:LTYOQGRJFJAKNA-DVVLENMVSA-N	pubchem.compound:644066	chemspider:559121;chemspider:26330306	hmdb:HMDB0001175	kegg.compound:C00083;kegg.compound:C03188	lipidmaps:LMFA07050345;lipidmaps:LMFA07050031
Acyl-CoA (n+2)	Metabolite	chebi:17984	""					wikidata:Q2699537	chebi:17984					kegg.compound:C00040	lipidmaps:LMFA07050000
Acetyl-CoA	Metabolite	chebi:15351	""					wikidata:Q715317	chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	lipidmaps:LMFA07050281
FASN	GeneProduct	ncbigene:2194	""	ensembl:ENSG00000169710	ncbigene:2194	hgnc.symbol:FASN	uniprot:J3KTF0;uniprot:A0A1B0GWG8;uniprot:A0A1B0GTR5;uniprot:A0A0U1RQF0;uniprot:A0A1B0GVK4;uniprot:P49327;uniprot:A0A0U1RRG3								
ACSL6	GeneProduct	ncbigene:23305	""	ensembl:ENSG00000164398	ncbigene:23305	hgnc.symbol:ACSL6	uniprot:A0A494C005;uniprot:C9JT10;uniprot:A0A494C046;uniprot:C9JK59;uniprot:E7ERD7;uniprot:A0A494BZW8;uniprot:A0A499FJL5;uniprot:C9J4I1;uniprot:Q9UKU0;uniprot:A0A494C0A5;uniprot:A0A494C0B6;uniprot:C9JPA5;uniprot:A0A494C0J9;uniprot:A0A494C0D5;uniprot:A0A494C1I9;uniprot:C9J3Z0;uniprot:C9J8C7;uniprot:A0A494C0V0								
ECHS1	GeneProduct	ncbigene:1892	""	ensembl:ENSG00000127884	ncbigene:1892	hgnc.symbol:ECHS1	uniprot:P30084								
PECR	GeneProduct	ncbigene:55825	""	ensembl:ENSG00000115425	ncbigene:55825	hgnc.symbol:PECR	uniprot:B4DJS2;uniprot:Q9BY49								
ECHDC3	GeneProduct	ncbigene:79746	""	ensembl:ENSG00000134463	ncbigene:79746	hgnc.symbol:ECHDC3	uniprot:Q96DC8;uniprot:Q5W0J8;uniprot:Q5W0J6								
HADHSC	GeneProduct	ncbigene:3033	""	ensembl:ENSG00000138796	ncbigene:3033	hgnc.symbol:HADH	uniprot:A0A1W2PP40;uniprot:A0A0D9SFP2;uniprot:Q16836;uniprot:A0A804HJW7;uniprot:A0A804HKJ2;uniprot:A0A0A0MSE2;uniprot:E9PF18;uniprot:A0A804HJK7;uniprot:A0A1W2PQC2;uniprot:A0A1W2PRM6;uniprot:J3KR89;uniprot:A0A140VK76;uniprot:A0A1W2PQV5;uniprot:A0A1W2PRT2;uniprot:A0A804HLB5;uniprot:A0A1W2PNM1;uniprot:A0A1W2PQ78;uniprot:A0A1W2PQ55								
ACSL3	GeneProduct	ncbigene:2181	""	ensembl:ENSG00000123983	ncbigene:2181	hgnc.symbol:ACSL3	uniprot:A0A7P0TB52;uniprot:A0A7P0TBL9;uniprot:A0A7P0T905;uniprot:C9JC11;uniprot:H7BYZ7;uniprot:A0A024R487;uniprot:O95573;uniprot:F5GWH2;uniprot:A0A7P0TA76;uniprot:A0A7P0T8L6;uniprot:A0A7P0TBB1								
ACSL1	GeneProduct	ncbigene:2180	""	ensembl:ENSG00000151726	ncbigene:2180	hgnc.symbol:ACSL1	uniprot:A0A994J7S4;uniprot:P33121;uniprot:H0Y9U7;uniprot:D6RG07;uniprot:D6RER0;uniprot:H0Y9Z9;uniprot:E7EPM6;uniprot:B7Z3Z9								
ACAS2	GeneProduct	ncbigene:55902	""	ensembl:ENSG00000131069	ncbigene:55902	hgnc.symbol:ACSS2	uniprot:Q9NR19;uniprot:F8WBQ7;uniprot:C9IYL0;uniprot:F8WCJ4;uniprot:C9JXD9;uniprot:C9J7L5;uniprot:F8WC73;uniprot:B4DEH9;uniprot:F8WDJ9;uniprot:C9JY31								
ACLY	GeneProduct	ncbigene:47	""	ensembl:ENSG00000131473	ncbigene:47	hgnc.symbol:ACLY	uniprot:K7EIE7;uniprot:P53396;uniprot:A0A024R1T9;uniprot:K7ESG8;uniprot:A0A024R1Y2								
SCD	GeneProduct	ncbigene:6319	""	ensembl:ENSG00000099194	ncbigene:6319	hgnc.symbol:SCD	uniprot:O00767								
ECH1	GeneProduct	ncbigene:1891	""	ensembl:ENSG00000104823	ncbigene:1891	hgnc.symbol:ECH1	uniprot:M0R1A2;uniprot:M0R248;uniprot:A0A384MR44;uniprot:M0R280;uniprot:M0QZF6;uniprot:M0QZX8;uniprot:Q13011;uniprot:M0QZW4;uniprot:M0QXS7								
ACACB	GeneProduct	ncbigene:32	""	ensembl:ENSG00000076555	ncbigene:32	hgnc.symbol:ACACB	uniprot:F8W8T8;uniprot:A0A087WUA1;uniprot:O00763;uniprot:F5H5C3;uniprot:S4R3S7;uniprot:H0YGH5								
