Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
SEP-3	GeneProduct	tair.locus:AT1G24260		ensembl:AT1G24260	ncbigene:839040		uniprot:A0A178W2I1;uniprot:B4F7R9;uniprot:O22456;uniprot:Q56X18;uniprot:A0A178W378;uniprot:F4I972			
AP1	GeneProduct	tair.locus:AT1G69120		ensembl:AT1G69120	ncbigene:843244		uniprot:A0A1P8AMJ8;uniprot:Q84JT3;uniprot:A0A178W846;uniprot:A5YWQ6;uniprot:A5YY13;uniprot:A5YY28;uniprot:A0A1P8AML8;uniprot:P35631			
SEP-1	GeneProduct	tair.locus:AT5G15800		ensembl:AT5G15800	ncbigene:831436		uniprot:Q5XXN8;uniprot:Q5XXN7;uniprot:P29382;uniprot:A0A178UQB3;uniprot:F4KB90			
AP2	GeneProduct	tair.locus:AT4G36920		ensembl:AT4G36920	ncbigene:829845		uniprot:B2CT00;uniprot:A0A178UZG8;uniprot:P47927			
LUG	GeneProduct	tair.locus:AT4G32551		ensembl:AT4G32551	ncbigene:829390		uniprot:Q9FUY2;uniprot:F4JUD2;uniprot:A0A178UVW2			
C = AG	GeneProduct	tair.locus:AT4G18960		ensembl:AT4G18960	ncbigene:827631		uniprot:P17839;uniprot:A0A178V084;uniprot:Q9SX14;uniprot:A0A1P8B602;uniprot:A0A178UZU0;uniprot:F4JSC8			
SEP-2	GeneProduct	tair.locus:AT3G02310		ensembl:AT3G02310	ncbigene:821151		uniprot:Q5XXL5;uniprot:Q5XXL4;uniprot:P29384;uniprot:A0A178V680;uniprot:Q84WB0;uniprot:A0A1I9LM64			
CLF	GeneProduct	tair.locus:AT2G23380		ensembl:AT2G23380	ncbigene:816870		uniprot:A0A1P8B187;uniprot:A0A178VSF2;uniprot:P93831			
PI	GeneProduct	tair.locus:AT5G20240		ensembl:AT5G20240	ncbigene:832146		uniprot:A0A178UBJ6;uniprot:Q8GTR9;uniprot:A0A1P8BAQ7;uniprot:P48007			
LFY	GeneProduct	tair.locus:AT5G61850		ensembl:AT5G61850	ncbigene:836307		uniprot:A0A023T4L8;uniprot:A0A178U799;uniprot:A5YYI1;uniprot:A0A1P8BDB4;uniprot:Q00958;uniprot:A5YYH1			
A = AP1	GeneProduct	tair.locus:AT1G69120		ensembl:AT1G69120	ncbigene:843244		uniprot:A0A1P8AMJ8;uniprot:Q84JT3;uniprot:A0A178W846;uniprot:A5YWQ6;uniprot:A5YY13;uniprot:A5YY28;uniprot:A0A1P8AML8;uniprot:P35631			
EMF1	GeneProduct	tair.locus:AT5G11530		ensembl:AT5G11530	ncbigene:831025		uniprot:A0A178UAP8;uniprot:Q9LYD9			
B = AP3	GeneProduct	tair.locus:AT3G54340		ensembl:AT3G54340	ncbigene:824601		uniprot:A0A178VHZ2;uniprot:P35632			
FUL	GeneProduct	tair.locus:AT5G60910		ensembl:AT5G60910	ncbigene:836212		uniprot:A0A178UM96;uniprot:Q38876;uniprot:A8MRX9;uniprot:A0A178UPQ6			
UFO	GeneProduct	tair.locus:AT1G30950		ensembl:AT1G30950	ncbigene:839982		uniprot:A0A178WJD4;uniprot:C0SUY4;uniprot:Q39090			
WUS	GeneProduct	tair.locus:AT2G17950		ensembl:AT2G17950	ncbigene:816305		uniprot:Q1PF51;uniprot:Q9SB92;uniprot:A0MEM4;uniprot:A0A178VTX9			
AP3	GeneProduct	tair.locus:AT3G54340		ensembl:AT3G54340	ncbigene:824601		uniprot:A0A178VHZ2;uniprot:P35632			
FT	GeneProduct	tair.locus:AT1G65480		ensembl:AT1G65480	ncbigene:842859		uniprot:Q9SXZ2;uniprot:A0A1P8AMK0;uniprot:A0A178WM09			
TFL1	GeneProduct	tair.locus:AT5G03840		ensembl:AT5G03840	ncbigene:831683		uniprot:Q8LSH0;uniprot:Q547P7;uniprot:A0A178UKP0;uniprot:B0LQE2;uniprot:P93003;uniprot:Q8LSG8;uniprot:Q8LSG9;uniprot:B0LQE7			
AG	GeneProduct	tair.locus:AT4G18960		ensembl:AT4G18960	ncbigene:827631		uniprot:P17839;uniprot:A0A178V084;uniprot:Q9SX14;uniprot:A0A1P8B602;uniprot:A0A178UZU0;uniprot:F4JSC8			
