Label	Type	ID	Database	
LOC564254	GeneProduct	564254	Entrez Gene
Osteopontin	GeneProduct		
fgfr3	GeneProduct	58129	Entrez Gene
wu:fi36g12	GeneProduct	100006896	Entrez Gene
Aggrecan	GeneProduct		
BMPR1A	GeneProduct	58145	Entrez Gene
IHH	GeneProduct		
fgfr1a	GeneProduct	30705	Entrez Gene
IGF2	GeneProduct		
bmp6	GeneProduct	503761	Entrez Gene
igf1	GeneProduct	114433	Entrez Gene
si:ch211-132p20.4	GeneProduct	566537	Entrez Gene
Oxygen	Metabolite	HMDB0001377	HMDB
TGFBI	GeneProduct	321421	Entrez Gene
Triiodothyronine	Metabolite	CHEBI:24864	ChEBI
cab39	GeneProduct	415235	Entrez Gene
mef2cb	GeneProduct	798771	Entrez Gene
col2a1a	GeneProduct	562496	Entrez Gene
LOC565053	GeneProduct	565053	Entrez Gene
runx3	GeneProduct	58127	Entrez Gene
PTH	GeneProduct		
FGF18	GeneProduct		
CALM1	GeneProduct		
Thyroid hormone	Metabolite	T4	
LOC566764	GeneProduct	566764	Entrez Gene
runx2a	GeneProduct	405784	Entrez Gene
FGF2	GeneProduct	404231	Entrez Gene
sox6	GeneProduct	567154	Entrez Gene
PTCH	GeneProduct		
si:ch211-142e24.2	GeneProduct	562399	Entrez Gene
zgc:158799	GeneProduct	564064	Entrez Gene
kif3a	GeneProduct	550267	Entrez Gene
PTCH1	GeneProduct		
TNAP	GeneProduct		
runx2a	GeneProduct	405784	Entrez Gene
chst11	GeneProduct	404232	Entrez Gene
ctsl1a	GeneProduct	321453	Entrez Gene
tgfb2	GeneProduct	369194	Entrez Gene
LOC792354	GeneProduct	792354	Entrez Gene
Growth hormone	GeneProduct		
gli3	GeneProduct	403042	Entrez Gene
Thyroid hormone	Metabolite	CHEBI:60311	ChEBI
hmgcs1	GeneProduct	394060	Entrez Gene
vegfab	GeneProduct	558154	Entrez Gene
mmp9	GeneProduct	406397	Entrez Gene
SERPINH1	GeneProduct		
bmp7b	GeneProduct	557567	Entrez Gene
cdkn1c	GeneProduct	399483	Entrez Gene
sox9a	GeneProduct	60641	Entrez Gene
THRA	GeneProduct		
runx2a	GeneProduct	405784	Entrez Gene
stat1a	GeneProduct	30768	Entrez Gene
adamts1	GeneProduct	565145	Entrez Gene
THRA	GeneProduct		
ghra	GeneProduct	100001424	Entrez Gene
PLAU	GeneProduct		
MGP	GeneProduct	402937	Entrez Gene
STAT5	GeneProduct		
COL10A1	GeneProduct	558919	Entrez Gene
ADAMTS4	GeneProduct		
TGFB1	GeneProduct	359834	Entrez Gene
IGF1R	GeneProduct		
ift88	GeneProduct	321855	Entrez Gene
cAMP	Metabolite	HMDB0000058	HMDB
LOC556380	GeneProduct	556380	Entrez Gene
nkx3.2	GeneProduct	337865	Entrez Gene
Carminerin	GeneProduct		
frzb	GeneProduct	30119	Entrez Gene
LOC100149108	GeneProduct	100149108	Entrez Gene
hdac4	GeneProduct	568877	Entrez Gene
pthlh	GeneProduct	554221	Entrez Gene
pth1ra	GeneProduct	30629	Entrez Gene
sox5	GeneProduct	567413	Entrez Gene
TIMP3	GeneProduct		
