Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Cdk4	GeneProduct	ncbigene:12567								
Cdk6	GeneProduct	ncbigene:12571		ensembl:ENSMUSG00000040274	ncbigene:12571		uniprot:A0A0G2JEJ6;uniprot:A0A0G2JGH2;uniprot:Q64261;uniprot:A0A0G2JGA8;uniprot:Q0VBK8			
Ccnd1	GeneProduct	ncbigene:12443		ensembl:ENSMUSG00000070348	ncbigene:12443		uniprot:Q790L7;uniprot:P25322			
Ccnd2	GeneProduct	ncbigene:12444		ensembl:ENSMUSG00000000184	ncbigene:12444		uniprot:Q4FK45;uniprot:A0A0J9YU51;uniprot:Q9D8L9;uniprot:P30280			
Ccnd3	GeneProduct	ncbigene:12445		ensembl:ENSMUSG00000034165	ncbigene:12445		uniprot:S4R1L8;uniprot:S4R2I5;uniprot:S4R1C8;uniprot:S4R1D9;uniprot:S4R240;uniprot:P30282;uniprot:S4R1R1;uniprot:S4R275;uniprot:S4R2N1;uniprot:Q3TSW4;uniprot:S4R216;uniprot:S4R2Q7;uniprot:S4R2N5			
Cdkn1a	GeneProduct	ncbigene:12575		ensembl:ENSMUSG00000023067	ncbigene:12575		uniprot:P39689;uniprot:Q564P6			
Cdkn1b	GeneProduct	ncbigene:12576		ensembl:ENSMUSG00000003031	ncbigene:12576		uniprot:P46414			
Cdk7	GeneProduct	ncbigene:12572		ensembl:ENSMUSG00000069089	ncbigene:12572		uniprot:Q3THG5;uniprot:A0A286YDC0;uniprot:Q03147			
Ccnh	GeneProduct	ncbigene:66671		ensembl:ENSMUSG00000021548	ncbigene:66671		uniprot:Q61458;uniprot:F7D1U6;uniprot:E9PWD3;uniprot:E9QA43;uniprot:Q3UUW5			
E2f1	GeneProduct	ncbigene:13555		ensembl:ENSMUSG00000027490	ncbigene:13555		uniprot:Q9CYB4;uniprot:Q61501;uniprot:Q547J6			
E2f2	GeneProduct	ncbigene:242705		ensembl:ENSMUSG00000018983	ncbigene:242705		uniprot:P56931			
E2f3	GeneProduct	ncbigene:13557		ensembl:ENSMUSG00000016477	ncbigene:13557		uniprot:A0A1Y7VML1;uniprot:O35261;uniprot:Q3TMJ9;uniprot:Q3UZJ0			
Rbl1	GeneProduct	ncbigene:19650		ensembl:ENSMUSG00000027641	ncbigene:19650		uniprot:Q64701			
Rb1	GeneProduct	ncbigene:19645		ensembl:ENSMUSG00000022105	ncbigene:19645		uniprot:E9Q5C5;uniprot:P13405			
