Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Nicotinamide adenine dinucleotide(NAD+)	Metabolite	chebi:15846	""					wikidata:Q26987253	chebi:15846	inchikey:BAWFJGJZGIEFAR-NNYOXOHSSA-O	pubchem.compound:5893	chemspider:5682	hmdb:HMDB0000902	kegg.compound:C00003	
superoxide anion radical	Metabolite	chebi:18421	""					wikidata:Q69521260	chebi:18421	inchikey:OUUQCZGPVNCOIJ-UHFFFAOYSA-M	pubchem.compound:5359597	chemspider:4514331	hmdb:HMDB0002168	kegg.compound:C00704	
Double-stranded DNA	Metabolite	chebi:4705	""					wikidata:Q55978910	chebi:4705					kegg.compound:C00434	
ADP-riboses	Metabolite	chebi:16960	""					wikidata:Q61416	chebi:16960	inchikey:SRNWOUGRCWSEMX-TYASJMOZSA-N;inchikey:SRNWOUGRCWSEMX-UHFFFAOYSA-N	pubchem.compound:33576;pubchem.compound:192	chemspider:187	hmdb:HMDB0001178	kegg.compound:C00301	
ROS	Metabolite	chebi:70982	""						chebi:70982						
NO	Metabolite	chebi:16480	""					wikidata:Q207843	chebi:16480	inchikey:MWUXSHHQAYIFBG-UHFFFAOYSA-N	pubchem.compound:145068	chemspider:127983	hmdb:HMDB0003378	kegg.compound:C00533	
ONOO-	Metabolite	chebi:25941	""					wikidata:Q419130	chebi:25941	inchikey:CMFNMSMUKZHDEY-UHFFFAOYSA-M	pubchem.compound:104806	chemspider:94607	hmdb:HMDB0002179	kegg.compound:C16845	
MIF	GeneProduct	ncbigene:4282	""	ensembl:ENSG00000240972	ncbigene:4282	hgnc.symbol:MIF	uniprot:I4AY87;uniprot:P14174								
PARP1	GeneProduct	ensembl:ENSG00000143799	""	ensembl:ENSG00000143799	ncbigene:142	hgnc.symbol:PARP1	uniprot:A0A7I2V5E9;uniprot:A0A7I2V625;uniprot:A0A024R3T8;uniprot:P09874;uniprot:A0A7I2V384;uniprot:A0A7I2V3E1								
AIFM1	GeneProduct	ensembl:ENSG00000156709	""	ensembl:ENSG00000156709	ncbigene:9131	hgnc.symbol:AIFM1	uniprot:A0A7I2RLJ8;uniprot:A0A6Q8PFM5;uniprot:A0A6Q8PHC0;uniprot:A0A6Q8PFE1;uniprot:A0A6Q8PHJ4;uniprot:O95831;uniprot:A0A6Q8PHJ9;uniprot:A0A6Q8PFA7;uniprot:A0A6Q8PGB7;uniprot:E9PMQ8;uniprot:A0A7I2PK44;uniprot:A0A6Q8PFW2;uniprot:A0A6Q8PF87;uniprot:E9PMA0;uniprot:A0A6Q8PFN1;uniprot:A0A6Q8PFS4;uniprot:A0A6Q8PFQ8;uniprot:A0A6Q8PG15								
