Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
CsA	Metabolite	pubchem.compound:5284373						wikidata:Q367700	chebi:4031;chebi:4031	inchikey:PMATZTZNYRCHOR-CGLBZJNRSA-N
RITUXIMAB	Metabolite	cas:174722-31-7						wikidata:Q412323		
MYCOPHENOLATE MOFETIL	Metabolite	pubchem.compound:5281078						wikidata:Q4567614	chebi:8764;chebi:8764	inchikey:RTGDFNSFWBGLEC-SYZQJQIISA-N
ITGAV	GeneProduct	ensembl:ENSBTAG00000019929	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000138448	ensembl:ENSBTAG00000019929	ncbigene:281875		uniprot:F1N1A9;uniprot:A0A3Q1MXS2			
TLR4	GeneProduct	ensembl:ENSBTAG00000006240	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000136869	ensembl:ENSBTAG00000006240	ncbigene:281536		uniprot:Q6WCD5			
CAMK2B	GeneProduct	ensembl:ENSBTAG00000012653	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000058404	ensembl:ENSBTAG00000012653	ncbigene:525416		uniprot:Q3MHJ9;uniprot:A0A3Q1MNX4;uniprot:A0A452DIJ8;uniprot:A0A3Q1M9U4			
AKT1	GeneProduct	ensembl:ENSBTAG00000017636	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000142208	ensembl:ENSBTAG00000017636	ncbigene:280991		uniprot:A0A3Q1MJ77;uniprot:G3X7B5			
DNM1	GeneProduct	ensembl:ENSBTAG00000011307	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000106976	ensembl:ENSBTAG00000011307	ncbigene:508794		uniprot:A0A3Q1LTW5;uniprot:Q08DF4;uniprot:A0A3Q1N4X4;uniprot:A0A3Q1LR08			
KIRREL3	GeneProduct	ensembl:ENSBTAG00000006804	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000149571	ensembl:ENSBTAG00000006804	ncbigene:618028		uniprot:A0A3Q1M1Y9;uniprot:F1MX28;uniprot:A0A3Q1MCC6			
INTB3	GeneProduct	ensembl:ENSBTAG00000009987	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000259207	ensembl:ENSBTAG00000009987	ncbigene:282642		uniprot:F1MTN1			
