Label	Type	ID	Database	Comment
PSMB10	GeneProduct			
AgaP_AGAP001971	GeneProduct	3290537	ncbigene:3290537	
HIST1H2AB	GeneProduct			
UCHL3	GeneProduct	AGAP012113	ensembl:AGAP012113	
AgaP_AGAP001995	GeneProduct	1281126	ncbigene:1281126	
Ubiquitin	Protein			
HLA-G	GeneProduct			
PSME1	GeneProduct			
AgaP_AGAP004991	GeneProduct	1275817	ncbigene:1275817	
AgaP_AGAP008816	GeneProduct	1275676	ncbigene:1275676	
HLA-E	GeneProduct			
AgaP_AGAP005535	GeneProduct	1276217	ncbigene:1276217	
PSMD9	GeneProduct			
AgaP_AGAP007243	GeneProduct	1269903	ncbigene:1269903	PRS6 HUMAN
UBE2B	GeneProduct			
PSMB8	GeneProduct			
AgaP_AGAP012135	GeneProduct	1280542	ncbigene:1280542	
PSMB4	GeneProduct			
UBE2D3	GeneProduct			
AgaP_AGAP001440	GeneProduct	1281739	ncbigene:1281739	
AgaP_AGAP011872	GeneProduct	3291445	ncbigene:3291445	
AgaP_AGAP010174	GeneProduct	1279594	ncbigene:1279594	
AgaP_AGAP000616	GeneProduct	1271616	ncbigene:1271616	
H2AFZ	GeneProduct			
AgaP_AGAP008837	GeneProduct	1279804	ncbigene:1279804	
HLA-H	GeneProduct			
PSMB9	GeneProduct			
IFNG	GeneProduct			
AgaP_AGAP001973	GeneProduct	1281150	ncbigene:1281150	
UCHL1	GeneProduct	AGAP012113	ensembl:AGAP012113	
HLA-A	GeneProduct			
AgaP_AGAP000809	GeneProduct	1272398	ncbigene:1272398	
HLA-J	GeneProduct			
HLA-F	GeneProduct			
AgaP_AGAP009082	GeneProduct	1280037	ncbigene:1280037	
AgaP_AGAP001651	GeneProduct	1281522	ncbigene:1281522	
AgaP_AGAP000145	GeneProduct	1272120	ncbigene:1272120	
AgaP_AGAP007638	GeneProduct	1269588	ncbigene:1269588	
H2AFX	GeneProduct			
AgaP_AGAP002061	GeneProduct	1281052	ncbigene:1281052	
PSMA7	GeneProduct			
AgaP_AGAP010253	GeneProduct	1279677	ncbigene:1279677	
UBE1L	GeneProduct			
AgaP_AGAP009271	GeneProduct	1280236	ncbigene:1280236	U13393
AgaP_AGAP003935	GeneProduct	1278761	ncbigene:1278761	
ATP	Metabolite			
AgaP_AGAP010718	GeneProduct	1272519	ncbigene:1272519	
AgaP_AGAP000308	GeneProduct	1271954	ncbigene:1271954	
PSMC1	GeneProduct			
AgaP_AGAP001490	GeneProduct	1281681	ncbigene:1281681	
UBE2D1	GeneProduct			
AgaP_AGAP000787	GeneProduct	1272379	ncbigene:1272379	
AgaP_AGAP001407	GeneProduct	1281769	ncbigene:1281769	
AgaP_AGAP003008	GeneProduct	1272945	ncbigene:1272945	PRS6 HUMAN
AgaP_AGAP005559	GeneProduct	1276242	ncbigene:1276242	
UBB	GeneProduct			
HLA-C	GeneProduct			
AgaP_AGAP004960	GeneProduct	1275771	ncbigene:1275771	
PSME2	GeneProduct			
AgaP_AGAP011423	GeneProduct	1278270	ncbigene:1278270	
AgaP_AGAP001745	GeneProduct	1281429	ncbigene:1281429	
AgaP_AGAP011174	GeneProduct	1270756	ncbigene:1270756	
HLA-B	GeneProduct			
AgaP_AGAP001697	GeneProduct	1281478	ncbigene:1281478	
AgaP_AGAP002481	GeneProduct	1273478	ncbigene:1273478	
AgaP_AGAP002606	GeneProduct	1273362	ncbigene:1273362	
AgaP_AGAP007243	GeneProduct	1269903	ncbigene:1269903	
