Label	Type	ID	Database	
cmlc1	GeneProduct	64671	Entrez Gene
MYL2	GeneProduct	677750	Entrez Gene
MYH6	GeneProduct	386711	Entrez Gene
MYH8	GeneProduct		
acta1b	GeneProduct	407658	Entrez Gene
acta1	GeneProduct	58114	Entrez Gene
TNNI1	GeneProduct	368778	Entrez Gene
tnnt2	GeneProduct	58071	Entrez Gene
zgc:77592	GeneProduct	402975	Entrez Gene
DMD	GeneProduct	83773	Entrez Gene
vim	GeneProduct	140599	Entrez Gene
tpm2	GeneProduct	415209	Entrez Gene
TNNI2	GeneProduct	403062	Entrez Gene
TNNI3	GeneProduct		
TNNT3	GeneProduct		
zgc:193865	GeneProduct	558627	Entrez Gene
tnnc1	GeneProduct	353247	Entrez Gene
TNNC2	GeneProduct		
MYL3	GeneProduct		
zgc:77231	GeneProduct	336165	Entrez Gene
MYH3	GeneProduct		
actn2	GeneProduct	641575	Entrez Gene
actn4	GeneProduct	322221	Entrez Gene
LOC100149766	GeneProduct	100149766	Entrez Gene
LOC100148848	GeneProduct	100148848	Entrez Gene
tcap	GeneProduct	556258	Entrez Gene
ttna	GeneProduct	317731	Entrez Gene
DES	GeneProduct		
tpm4	GeneProduct	406437	Entrez Gene
TPM1	GeneProduct	393908	Entrez Gene
MYBPC3	GeneProduct	556489	Entrez Gene
zgc:110761	GeneProduct	541384	Entrez Gene
mybpc1	GeneProduct	492356	Entrez Gene
acta2	GeneProduct	322509	Entrez Gene
ACTG1	GeneProduct		
myl9	GeneProduct	406493	Entrez Gene
ACTN3	GeneProduct		
NEB	GeneProduct	566928	Entrez Gene
