Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
rad-51	GeneProduct	ensembl:Y43C5A.6								
rpa-1	GeneProduct	ensembl:F18A1.5								
Y116A8C.13	GeneProduct	ensembl:Y116A8C.13								
F10C2.4	GeneProduct	ensembl:F10C2.4								
F12F6.7	GeneProduct	ensembl:F12F6.7								
atm-1	GeneProduct	ensembl:Y48G1BL.2								
Y116A8C.13	GeneProduct	ensembl:Y116A8C.13								
rad-51	GeneProduct	ensembl:Y43C5A.6								
rpa-1	GeneProduct	ensembl:F18A1.5								
rad-51	GeneProduct	ensembl:Y43C5A.6								
rpa-1	GeneProduct	ensembl:F18A1.5	Type you comment here							
rpa-1	GeneProduct	ensembl:F18A1.5								
rad-51	GeneProduct	ensembl:Y43C5A.6								
atm-1	GeneProduct	ensembl:Y48G1BL.2								
mre-11	GeneProduct	ensembl:ZC302.1								
rad-50	GeneProduct	ensembl:T04H1.4								
