Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
uracil	Metabolite	cas:66-22-8	""					wikidata:Q182990	chebi:17568	inchikey:ISAKRJDGNUQOIC-UHFFFAOYSA-N	pubchem.compound:1174	chemspider:1141	hmdb:HMDB0000300	kegg.compound:C00106	
CDP	Metabolite	cas:63-38-7	""					wikidata:Q416847	chebi:17239	inchikey:ZWIADYZPOWUWEW-XVFCMESISA-N	pubchem.compound:6132	chemspider:5902	hmdb:HMDB0001546	kegg.compound:C00112	
pyrophosphate	Metabolite	cas:2466-09-3	""					wikidata:Q411092	chebi:29888	inchikey:XPPKVPWEQAFLFU-UHFFFAOYSA-N	pubchem.compound:1023;pubchem.compound:21961011	chemspider:996	hmdb:HMDB0000250	kegg.compound:C00013	
cytidine	Metabolite	cas:65-46-3	""					wikidata:Q422538	chebi:17562	inchikey:UHDGCWIWMRVCDJ-XVFCMESISA-N	pubchem.compound:6175	chemspider:5940	hmdb:HMDB0000089	kegg.compound:C00475	
ATP	Metabolite	cas:1927-31-7	""					wikidata:Q201090	chebi:16284	inchikey:SUYVUBYJARFZHO-RRKCRQDMSA-N	pubchem.compound:15993	chemspider:15194	hmdb:HMDB0001532	kegg.compound:C00131	
ribose	Metabolite	cas:50-69-1	""					wikidata:Q27120759	chebi:47014	inchikey:PYMYPHUHKUWMLA-LMVFSUKVSA-N	pubchem.compound:5311110	chemspider:4470639		kegg.compound:C00121	
ADP	Metabolite	cas:58-64-0	""					wikidata:Q185253	chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N	pubchem.compound:6022	chemspider:5800	hmdb:HMDB0001341	kegg.compound:C00008	
PRPP	Metabolite	cas:97-55-2	""					wikidata:Q24301308	chebi:48956	inchikey:PQGCEDQWHSBAJP-SOOFDHNKSA-N	pubchem.compound:23616411	chemspider:21865616			
GTP	Metabolite	cas:2564-35-4	""					wikidata:Q424586	chebi:16497	inchikey:HAAZLUGHYHWQIW-KVQBGUIXSA-N	pubchem.compound:65103;pubchem.compound:135398599	chemspider:58613	hmdb:HMDB0001440	kegg.compound:C00286	
GDP	Metabolite	cas:146-91-8	""					wikidata:Q422582	chebi:17552	inchikey:QGWNDRXFNXRZMB-UUOKFMHZSA-N	pubchem.compound:135398619;pubchem.compound:8977	chemspider:8630	hmdb:HMDB0001201	kegg.compound:C00035	
cytosine	Metabolite	cas:71-30-7	""					wikidata:Q178425	chebi:16040	inchikey:OPTASPLRGRRNAP-UHFFFAOYSA-N	pubchem.compound:597	chemspider:577	hmdb:HMDB0000630	kegg.compound:C00380	
uridine	Metabolite	cas:58-96-8	""					wikidata:Q422573	chebi:16704	inchikey:DRTQHJPVMGBUCF-XVFCMESISA-N	pubchem.compound:6029	chemspider:5807	hmdb:HMDB0000296	kegg.compound:C00299	
URK1	GeneProduct	sgd:S000005295	""	ensembl:YNR012W	ncbigene:855746		uniprot:P27515								
URH1	GeneProduct	sgd:S000002808	""	ensembl:YDR400W	ncbigene:852009		uniprot:Q04179								
FUR1	GeneProduct	sgd:S000001170	""	ensembl:YHR128W	ncbigene:856529		uniprot:P18562								
YNK1	GeneProduct	sgd:S000001550	""	ensembl:YKL067W	ncbigene:853798		uniprot:P36010								
FCY1	GeneProduct	sgd:S000006266	""	ensembl:YPR062W	ncbigene:856175		uniprot:Q12178								
CDD1	GeneProduct	sgd:S000004235	""	ensembl:YLR245C	ncbigene:850946		uniprot:Q06549								
