Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
CDP-choline	Metabolite	chebi:58779	""					wikidata:Q27126045	chebi:58779	inchikey:RZZPDXZPRHQOCG-OJAKKHQRSA-M	pubchem.compound:25202509	chemspider:25022270			
G3P	Metabolite	wikidata:Q794810	""					wikidata:Q794810	chebi:17138	inchikey:LXJXRIRHZLFYRP-UHFFFAOYSA-N	pubchem.compound:729	chemspider:709	hmdb:HMDB0001112	kegg.compound:C00661	
LPA	Metabolite	chebi:132742	""						chebi:132742						
CDP-ethanolamine(1−)	Metabolite	chebi:57876	""					wikidata:Q27125020	chebi:57876	inchikey:WVIMUEUQJFPNDK-PEBGCTIMSA-M	pubchem.compound:25202847	chemspider:26330951			
LPE	Metabolite	chebi:131690	""					wikidata:Q105109613	chebi:131690	inchikey:HEQMDGOBDIGJOC-XMMPIXPASA-N	pubchem.compound:52925131	chemspider:24769389	hmdb:HMDB0011511		lipidmaps:LMGP02050012
GPE	Metabolite	chebi:36314	""					wikidata:Q65987188	chebi:36314						lipidmaps:LMGP02
PC	Metabolite	chebi:64423	""						chebi:64423						
CDP-DAG	Metabolite	chebi:17962	""					wikidata:Q22082940	chebi:17962					kegg.compound:C00269	lipidmaps:LMGP13010000
DAG	Metabolite	chebi:75475	""					wikidata:Q27145341	chebi:75475	inchikey:YAKOEWASAGCYLB-VGCWMEDESA-N	pubchem.compound:9543730	chemspider:7822680	hmdb:HMDB0007221		lipidmaps:LMGL02010064
LPC	Metabolite	chebi:132742	""						chebi:132742						
PE	Metabolite	chebi:16038	""					wikidata:Q426095	chebi:16038						
PG	Metabolite	chebi:73879	""						chebi:73879						
choline-P	Metabolite	chebi:34635	""					wikidata:Q27116191	chebi:34635	inchikey:UNKZFZXETDVKBY-ZOFYPJTFSA-O	pubchem.compound:11954017	chemspider:10128312		kegg.compound:C13937	
GPC	Metabolite	chebi:16870	"GPC is the abbreviation for glycerophosphocholine. This is an alternative name for choline alfoscerate"					wikidata:Q28529699	chebi:16870	inchikey:SUHOQUVVVLNYQR-MRVPVSSYSA-N	pubchem.compound:657272	chemspider:571409	hmdb:HMDB0000086	kegg.compound:C00670	
DHAP	Metabolite	chebi:16108	""					wikidata:Q416915	chebi:16108	inchikey:GNGACRATGGDKBX-UHFFFAOYSA-N	pubchem.compound:668	chemspider:648	hmdb:HMDB0001473	kegg.compound:C00111	
PA	Metabolite	chebi:132564	""						chebi:132564						
CL	Metabolite	chebi:28494	""					wikidata:Q183453	chebi:28494					kegg.compound:C05980	lipidmaps:LMGP12010000
PS	Metabolite	chebi:72036	""						chebi:72036						
Choline	Metabolite	chebi:15354	""					wikidata:Q193166	chebi:15354	inchikey:OEYIOHPDSNJKLS-UHFFFAOYSA-N	pubchem.compound:305	chemspider:299	hmdb:HMDB0000097	kegg.compound:C00114	
PI	Metabolite	chebi:16749	""					wikidata:Q114808186;wikidata:Q33605680	chebi:16749	inchikey:WCCWBLFRGXINLH-RLVFZHNRSA-N				kegg.compound:C01194	lipidmaps:LMGP06010000
GIT1	GeneProduct	ensembl:YCR098C	""	ensembl:YCR098C	ncbigene:850462		uniprot:P25346								
ALE1	GeneProduct	ensembl:YOR175C	""	ensembl:YOR175C	ncbigene:854346		uniprot:Q08548								
SCT1	GeneProduct	ensembl:YBL011W	""	ensembl:YBL011W	ncbigene:852271		uniprot:P32784								
PSD2	GeneProduct	ensembl:YGR170W	""	ensembl:YGR170W	ncbigene:853080		uniprot:P53037								
GPCAT	GeneProduct	ensembl:YGR149W	""	ensembl:YGR149W	ncbigene:853052		uniprot:P48236								
PAH1	GeneProduct	ensembl:YMR165C	""	ensembl:YMR165C	ncbigene:855201		uniprot:P32567								
DPP1	GeneProduct	ensembl:YDR284C	""	ensembl:YDR284C	ncbigene:851878		uniprot:Q05521								
CDS1	GeneProduct	ensembl:YBR029C	""	ensembl:YBR029C	ncbigene:852317		uniprot:P38221								
GPT2	GeneProduct	ensembl:YKR067W	""	ensembl:YKR067W	ncbigene:853941		uniprot:P36148								
PSD1	GeneProduct	ensembl:YNL169C	""	ensembl:YNL169C	ncbigene:855552		uniprot:P39006								
HNM1	GeneProduct	ensembl:YGL077C	""	ensembl:YGL077C	ncbigene:852803		uniprot:P19807								
CPT1	GeneProduct	ensembl:YNL130C	""	ensembl:YNL130C	ncbigene:855593		uniprot:P17898								
CHO1	GeneProduct	ensembl:YER026C	""	ensembl:YER026C	ncbigene:856748		uniprot:P08456								
LPP1	GeneProduct	ensembl:YDR503C	""	ensembl:YDR503C	ncbigene:852114		uniprot:Q04396								
NTE1	GeneProduct	ensembl:YML059C	""	ensembl:YML059C	ncbigene:854943		uniprot:Q04958								
