Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
LIN-12	GeneProduct	ensembl:WBGene00003001	""	ensembl:WBGene00003001	ncbigene:176282		uniprot:P14585								
lst-1	GeneProduct	ensembl:WBGene00003083	""	ensembl:WBGene00003083	ncbigene:172948		uniprot:Q564V2;uniprot:P91820								
lst-2	GeneProduct	ensembl:WBGene00003084	""	ensembl:WBGene00003084	ncbigene:180712		uniprot:Q9TZD0								
lst-4	GeneProduct	ensembl:WBGene00003086	""	ensembl:WBGene00003086	ncbigene:178361		uniprot:A0A061AD14;uniprot:Q8I4E2;uniprot:N1NVC3								
ark-1	GeneProduct	ensembl:WBGene00000186	""	ensembl:WBGene00000186	ncbigene:178218		uniprot:G5EBZ8								
lip-1	GeneProduct	ensembl:WBGene00003043	""	ensembl:WBGene00003043	ncbigene:191704		uniprot:V6CIV8								
dpy-23	GeneProduct	ensembl:WBGene00001082	""	ensembl:WBGene00001082	ncbigene:180713		uniprot:P35603								
lst-3	GeneProduct	ensembl:WBGene00003085	""	ensembl:WBGene00003085	ncbigene:178362		uniprot:H2KMJ3;uniprot:A0A0S4XR43;uniprot:A0A0S4XRD3;uniprot:G5EBS4								
LET-23	GeneProduct	ensembl:WBGene00002299	""	ensembl:WBGene00002299	ncbigene:174462		uniprot:A0A0K3AX35;uniprot:P24348;uniprot:B5BM27;uniprot:B5BM28								
LET-60	GeneProduct	ensembl:WBGene00002335	""	ensembl:WBGene00002335	ncbigene:178104		uniprot:P22981								
MPK-1	GeneProduct	ensembl:WBGene00003401	""	ensembl:WBGene00003401	ncbigene:175545		uniprot:P39745								
sli-1	GeneProduct	ensembl:WBGene00004829	""	ensembl:WBGene00004829	ncbigene:180419		uniprot:Q6ABG8;uniprot:Q19019;uniprot:Q95ZR5								
unc-101	GeneProduct	ensembl:WBGene00006829	""	ensembl:WBGene00006829	ncbigene:173121		uniprot:P35602;uniprot:D7SFR1								
apm-1	GeneProduct	ensembl:WBGene00000150	""	ensembl:WBGene00000150	ncbigene:172180		uniprot:O01755								
gap-1	GeneProduct	ensembl:WBGene00001515	""	ensembl:WBGene00001515	ncbigene:180530		uniprot:Q22720								
