Label	Type	ID	Database	
Linoleic acid	Metabolite	HMDB0000673	HMDB
Linoleoyl-CoA	Metabolite	HMDB0001064	HMDB
3-Oxo-octanoyl-CoA	Metabolite	11966162	PubChem-compound
Acsl5	GeneProduct	94340	Entrez Gene
Dld	GeneProduct	298942	Entrez Gene
Glutaric acid	Metabolite	HMDB0000661	HMDB
Hadha	GeneProduct	170670	Entrez Gene
Acss2	GeneProduct	311569	Entrez Gene
Hadh	GeneProduct	113965	Entrez Gene
TPI1	GeneProduct	24849	Entrez Gene
Gk2	GeneProduct	289481	Entrez Gene
trans-3-Decenoyl-CoA	Metabolite	HMDB0002137	HMDB
Hadhb	GeneProduct	171155	Entrez Gene
Palmitic acid	Metabolite	HMDB0000220	HMDB
Butanoyl-CoA	Metabolite	260	Chemspider
Dihydroxyacetone phosphate	Metabolite	HMDB0001473	HMDB
Echs1	GeneProduct	140547	Entrez Gene
Acsl1	GeneProduct	25288	Entrez Gene
3-oxopalmitoyl-CoA	Metabolite	HMDB0006402	HMDB
Decr1	GeneProduct	117543	Entrez Gene
Triacylglycerol	Metabolite	CHEBI:17855	ChEBI
Lipc	GeneProduct	24538	Entrez Gene
Slc25a20	GeneProduct	117035	Entrez Gene
Acadl	GeneProduct	25287	Entrez Gene
Acadl	GeneProduct	25287	Entrez Gene
Crat	GeneProduct	311849	Entrez Gene
Arachidonic acid	Metabolite	HMDB0001043	HMDB
(S)-3-Hydroxydodecanoyl-CoA	Metabolite	HMDB0003936	HMDB
Lipe	GeneProduct	25330	Entrez Gene
Oleic acid	Metabolite	HMDB0000207	HMDB
Echs1	GeneProduct	140547	Entrez Gene
Lauroyl-CoA	Metabolite	HMDB0003571	HMDB
Acsl6	GeneProduct	117243	Entrez Gene
Dci	GeneProduct	29740	Entrez Gene
4-cis-Decenoyl-CoA	Metabolite	HMDB0002145	HMDB
Hadh	GeneProduct	113965	Entrez Gene
Hadhb	GeneProduct	171155	Entrez Gene
Cpt1a	GeneProduct	25757	Entrez Gene
Cpt1b	GeneProduct	25756	Entrez Gene
Hadha	GeneProduct	170670	Entrez Gene
Hadha	GeneProduct	170670	Entrez Gene
Hadha	GeneProduct	170670	Entrez Gene
Acyl-CoA	Metabolite	9029-97-4	CAS
Hadh	GeneProduct	113965	Entrez Gene
Echs1	GeneProduct	140547	Entrez Gene
Hadha	GeneProduct	170670	Entrez Gene
trans,cis-Lauro-2,6-dienoyl-CoA	Metabolite	HMDB0011123	HMDB
Hadhb	GeneProduct	171155	Entrez Gene
Acsl4	GeneProduct	113976	Entrez Gene
Acads	GeneProduct	64304	Entrez Gene
Gk	GeneProduct	79223	Entrez Gene
Myristic acid	Metabolite	HMDB0000806	HMDB
Lipf	GeneProduct	50682	Entrez Gene
Hadha	GeneProduct	170670	Entrez Gene
Acetyl-CoA	Metabolite	HMDB0001206	HMDB
Acadl	GeneProduct	25287	Entrez Gene
3-Hydroxybutyryl-CoA	Metabolite	HMDB0001166	HMDB
Hadhb	GeneProduct	171155	Entrez Gene
Hadha	GeneProduct	170670	Entrez Gene
Hadha	GeneProduct	170670	Entrez Gene
Acetoacetyl-CoA	Metabolite	HMDB0001484	HMDB
Chkb	GeneProduct	29367	Entrez Gene
(2E)-Decenoyl-CoA	Metabolite	HMDB0003948	HMDB
Acetyl-CoA	Metabolite	HMDB0001206	HMDB
Echs1	GeneProduct	140547	Entrez Gene
Myristoleic acid	Metabolite	HMDB0002000	HMDB
Acetyl-CoA	Metabolite	HMDB0001206	HMDB
(S)-3-Hydroxytetradecanoyl-CoA	Metabolite	HMDB0003934	HMDB
(2E)-Dodecenoyl-CoA	Metabolite	HMDB0003712	HMDB
(S)-Hydroxydecanoyl-CoA	Metabolite	HMDB0003938	HMDB
Hadha	GeneProduct	170670	Entrez Gene
Acat1	GeneProduct	25014	Entrez Gene
2,4-Decadienoyl-CoA	Metabolite	HMDB0001168	HMDB
Acsl3	GeneProduct	114024	Entrez Gene
3-oxotetradecanoyl-CoA	Metabolite	HMDB0003935	HMDB
Hadha	GeneProduct	170670	Entrez Gene
Acadl	GeneProduct	25287	Entrez Gene
Lpl	GeneProduct	24539	Entrez Gene
(2E)-Octenoyl-CoA	Metabolite	HMDB0003949	HMDB
Tetradecanoyl-CoA	Metabolite	HMDB0001521	HMDB
Acetyl-CoA	Metabolite	HMDB0001206	HMDB
Acadm	GeneProduct	24158	Entrez Gene
Stearic acid	Metabolite	HMDB0000827	HMDB
