ID	Database	Citation
10.1002/jmd2.12118	DOI	"A newborn screening approach to diagnose 3‐hydroxy‐3‐methylglutaryl‐CoA lyase deficiency. Václavík J, Mádrová L, Kouřil Š, de Sousa J, Brumarová R, Janečková H, et al. JIMD Reports [Internet]. 2020 Apr 14;54(1):79–86. Available from: http://dx.doi.org/10.1002/jmd2.12118 <a href=""https://doi.org/10.1002/jmd2.12118"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1002/jmd2.12118"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10.1016/j.bbadis.2013.02.012	DOI	"Substrate specificity of human carnitine acetyltransferase: Implications for fatty acid and branched-chain amino acid metabolism. Violante S, IJlst L, Ruiter J, Koster J, van Lenthe H, Duran M, et al. Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease [Internet]. 2013 Jun;1832(6):773–9. Available from: http://dx.doi.org/10.1016/j.bbadis.2013.02.012 <a href=""https://doi.org/10.1016/j.bbadis.2013.02.012"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1016/j.bbadis.2013.02.012"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10.1016/j.bbadis.2020.165720	DOI	"Metabolic interactions between peroxisomes and mitochondria with a special focus on acylcarnitine metabolism. Houten SM, Wanders RJA, Ranea-Robles P. Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease [Internet]. 2020 May;1866(5):165720. Available from: http://dx.doi.org/10.1016/j.bbadis.2020.165720 <a href=""https://doi.org/10.1016/j.bbadis.2020.165720"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1016/j.bbadis.2020.165720"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10.1016/j.bbamcr.2006.09.001	DOI	"Peroxisomes and bile acid biosynthesis. Ferdinandusse S, Houten SM. Biochimica et Biophysica Acta (BBA) - Molecular Cell Research [Internet]. 2006 Dec;1763(12):1427–40. Available from: http://dx.doi.org/10.1016/j.bbamcr.2006.09.001 <a href=""https://doi.org/10.1016/j.bbamcr.2006.09.001"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1016/j.bbamcr.2006.09.001"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10.1016/j.metabol.2011.11.009	DOI	"Characterization of D-3-hydroxybutyrylcarnitine (ketocarnitine): an identified ketosis-induced metabolite. Soeters MR, Serlie MJ, Sauerwein HP, Duran M, Ruiter JP, Kulik W, et al. Metabolism [Internet]. 2012 Jul;61(7):966–73. Available from: http://dx.doi.org/10.1016/j.metabol.2011.11.009 <a href=""https://doi.org/10.1016/j.metabol.2011.11.009"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1016/j.metabol.2011.11.009"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10.1016/S0163-7827(01)00011-X	DOI	"Human metabolism of phytanic acid and pristanic acid. Verhoeven NM, Jakobs C. Progress in Lipid Research [Internet]. 2001 Nov;40(6):453–66. Available from: http://dx.doi.org/10.1016/S0163-7827(01)00011-X <a href=""https://doi.org/10.1016/S0163-7827(01)00011-X"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1016/S0163-7827(01)00011-X"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10.1038/nchembio.420	DOI	"Biotin synthesis begins by hijacking the fatty acid synthetic pathway. Lin S, Hanson RE, Cronan JE. Nat Chem Biol [Internet]. 2010 Aug 8;6(9):682–8. Available from: http://dx.doi.org/10.1038/nchembio.420 <a href=""https://doi.org/10.1038/nchembio.420"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1038/nchembio.420"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10.1038/s41589-018-0132-2	DOI	"Enzyme promiscuity drives branched-chain fatty acid synthesis in adipose tissues. Wallace M, Green CR, Roberts LS, Lee YM, McCarville JL, Sanchez-Gurmaches J, et al. Nat Chem Biol [Internet]. 2018 Oct 16;14(11):1021–31. Available from: http://dx.doi.org/10.1038/s41589-018-0132-2 <a href=""https://doi.org/10.1038/s41589-018-0132-2"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1038/s41589-018-0132-2"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10.1074/jbc.M212356200	DOI	"Structure of Human Carnitine Acetyltransferase. Wu D, Govindasamy L, Lian W, Gu Y, Kukar T, Agbandje-McKenna M, et al. Journal of Biological Chemistry [Internet]. 2003 Apr;278(15):13159–65. Available from: http://dx.doi.org/10.1074/jbc.M212356200 <a href=""https://doi.org/10.1074/jbc.M212356200"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1074/jbc.M212356200"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10.1074/jbc.M403484200	DOI	"Structural and Biochemical Studies of the Substrate Selectivity of Carnitine Acetyltransferase. Hsiao YS, Jogl G, Tong L. Journal of Biological Chemistry [Internet]. 2004 Jul;279(30):31584–9. Available from: http://dx.doi.org/10.1074/jbc.M403484200 <a href=""https://doi.org/10.1074/jbc.M403484200"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1074/jbc.M403484200"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
