ID	Database	Citation
7681362	Pubmed	"Millauer B, Wizigmann-Voos S, Schnürch H, Martinez R, Møller NP, Risau W, et al. High affinity VEGF binding and developmental expression suggest Flk-1 as a major regulator of vasculogenesis and angiogenesis. Cell. 1993 Mar 26;72(6):835–46. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7681362"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7681362"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7681362"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9560344	Pubmed	"Koblizek TI, Weiss C, Yancopoulos GD, Deutsch U, Risau W. Angiopoietin-1 induces sprouting angiogenesis in vitro. Curr Biol. 1998 Apr 23;8(9):529–32. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9560344"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9560344"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9560344"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11025665	Pubmed	"Bergers G, Brekken R, McMahon G, Vu TH, Itoh T, Tamaki K, et al. Matrix metalloproteinase-9 triggers the angiogenic switch during carcinogenesis. Nat Cell Biol. 2000 Oct;2(10):737–44. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11025665"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11025665"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11025665"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11397779	Pubmed	"Tomanek RJ, Sandra A, Zheng W, Brock T, Bjercke RJ, Holifield JS. Vascular endothelial growth factor and basic fibroblast growth factor differentially modulate early postnatal coronary angiogenesis. Circ Res. 2001 Jun 8;88(11):1135–41. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11397779"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11397779"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11397779"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12539168	Pubmed	"Kutryk MJB, Stewart DJ. Angiogenesis of the heart. Microsc Res Tech. 2003 Feb 1;60(2):138–58. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12539168"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12539168"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12539168"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12831062	Pubmed	"Burbridge MF, Cogé F, Galizzi JP, Boutin JA, West DC, Tucker GC. The role of the matrix metalloproteinases during in vitro vessel formation. Angiogenesis. 2002;5(3):215–26. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12831062"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12831062"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12831062"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15544030	Pubmed	"Tomanek RJ, Zheng W, Yue X. Growth factor activation in myocardial vascularization: therapeutic implications. Mol Cell Biochem. 2004 Sep;264(1–2):3–11. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15544030"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15544030"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15544030"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15778410	Pubmed	"Madeddu P. Therapeutic angiogenesis and vasculogenesis for tissue regeneration. Exp Physiol. 2005 May;90(3):315–26. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15778410"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15778410"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15778410"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17395877	Pubmed	"Renault M-A, Losordo DW. The matrix revolutions: matrix metalloproteinase, vasculogenesis, and ischemic tissue repair. Circ Res. 2007 Mar 30;100(6):749–50. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17395877"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17395877"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17395877"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18791498	Pubmed	"Novotny NM, Lahm T, Markel TA, Crisostomo PR, Wang M, Wang Y, et al. Angiopoietin-1 in the treatment of ischemia and sepsis. Shock. 2009 Apr;31(4):335–41. <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18791498"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18791498"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18791498"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
