Label	Type	ID	Database	
ST6GALNAC3	GeneProduct	ENSG00000184005	Ensembl
Metabolite	Metabolite		
Forssman Antigen Synthase	GeneProduct	Q8N5D6	Uniprot-TrEMBL
ST6GALNAC4	GeneProduct	ENSG00000136840	Ensembl
Globo H	Metabolite	HMDB0004963	HMDB
FUT1	GeneProduct	ENSG00000174951	Ensembl
Gb4	Metabolite	HMDB0004960	HMDB
ST6GALNAC5	GeneProduct	ENSG00000117069	Ensembl
FUT2	GeneProduct	ENSG00000176920	Ensembl
FUT9	GeneProduct	ENSG00000172461	Ensembl
B3GALT5	GeneProduct	ENSG00000183778	Ensembl
Metabolite	Metabolite		
Metabolite	Metabolite		
Hexosyltransferases	GeneProduct	2.4.1.-	Enzyme Nomenclature
ST6GALNAC2	GeneProduct	ENSG00000070731	Ensembl
Metabolite	Metabolite		
SSEA-3	Metabolite	HMDB0004962	HMDB
LacCer	Metabolite	HMDB0006750	HMDB
ST6GAL2	GeneProduct	ENSG00000144057	Ensembl
Metabolite	Metabolite		
A4GALT	GeneProduct	ENSG00000128274	Ensembl
ST8SIA1	GeneProduct	ENSG00000111728	Ensembl
ST6GALNAC6	GeneProduct	ENSG00000160408	Ensembl
ST3GAL2	GeneProduct	ENSG00000157350	Ensembl
Metabolite	Metabolite		
ST6GALNAC1	GeneProduct	ENSG00000070526	Ensembl
ST3GAL1	GeneProduct	ENSG00000008513	Ensembl
GALNT2	GeneProduct	ENSG00000143641	Ensembl
ABO	GeneProduct	ENSG00000175164	Ensembl
Globoside Synthase	Protein	O75752	Uniprot-TrEMBL
SSEA-4	Metabolite		
ST6GAL1	GeneProduct	ENSG00000073849	Ensembl
Gb3	Metabolite	HMDB0004879	HMDB
A3GALT2	GeneProduct	ENSG00000128274	Ensembl
ABO	GeneProduct	ENSG00000175164	Ensembl
GCNT1	GeneProduct	ENSG00000187210	Ensembl
Metabolite	Metabolite		
