Label	Type	ID	Database	
Glutathionyl-HETrEs	Metabolite		
Cyp2c	GeneProduct	29277	Entrez Gene
5,6-DiH-PGF1a	Metabolite		
Ephx2	GeneProduct	65030	Entrez Gene
Phosphotidyl-EpETrEs	Metabolite		
11,12-DiHETrE	Metabolite	HMDB0002314	HMDB
Cox5a	GeneProduct	252934	Entrez Gene
Ephx2	GeneProduct	65030	Entrez Gene
14(15)-EpETrE	Metabolite	HMDB0004264	HMDB
Ephx2	GeneProduct	65030	Entrez Gene
5(6)-Epoxy-PGE1	Metabolite		
Cyp2c79	GeneProduct	293985	Entrez Gene
5,6-DiHETrE	Metabolite	HMDB0002343	HMDB
GST3	GeneProduct		
Catalyst	GeneProduct		
8(9)-EpETrE	Metabolite	HMDB0002232	HMDB
5(6)-EpETrE	Metabolite	HMDB0002190	HMDB
11(12)-EpETrE	Metabolite	HMDB0010409	HMDB
Cox8a	GeneProduct	171335	Entrez Gene
CYP2J2	GeneProduct		
Ephx2	GeneProduct	65030	Entrez Gene
8,9-DiHETrE	Metabolite	HMDB0002311	HMDB
14,15-DiHETrE	Metabolite	HMDB0002265	HMDB
Arachidonic acid	Metabolite	HMDB0001043	HMDB
