ID	Database	Citation
15616590	Pubmed	"5-Lipoxygenase regulates senescence-like growth arrest by promoting ROS-dependent p53 activation. Catalano A, Rodilossi S, Caprari P, Coppola V, Procopio A. EMBO J. 2005 Jan 12;24(1):170–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15616590"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15616590"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15616590"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20388082	Pubmed	"Lipoxygenase inhibitors for cancer prevention: promises and risks. Menna C, Olivieri F, Catalano A, Procopio A. Curr Pharm Des. 2010;16(6):725–33.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20388082"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20388082"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20388082"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21191810	Pubmed	"Involvement of IGF binding protein 5 in prostaglandin E(2)-induced cellular senescence in human fibroblasts. Yang HH, Kim C, Jung B, Kim KS, Kim JR. Biogerontology. 2011 Jun;12(3):239–52.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21191810"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21191810"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21191810"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28803844	Pubmed	"The ATF6α arm of the Unfolded Protein Response mediates replicative senescence in human fibroblasts through a COX2/prostaglandin E2 intracrine pathway. Cormenier J, Martin N, Deslé J, Salazar-Cardozo C, Pourtier A, Abbadie C, et al. Mech Ageing Dev. 2018 Mar;170:82–91.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28803844"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28803844"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28803844"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
29587204	Pubmed	"Leukotriene D4 induces cellular senescence in osteoblasts. Wei J, Chen S, Guo W, Feng B, Yang S, Huang C, et al. Int Immunopharmacol. 2018 May;58:154–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/29587204"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/29587204"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/29587204"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30930090	Pubmed	"Beyond leukotriene formation-The noncanonical functions of 5-lipoxygenase. Häfner AK, Kahnt AS, Steinhilber D. Prostaglandins Other Lipid Mediat. 2019 Jun;142:24–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30930090"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30930090"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30930090"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
31687975	Pubmed	"Secretion of leukotrienes by senescent lung fibroblasts promotes pulmonary fibrosis. Wiley CD, Brumwell AN, Davis SS, Jackson JR, Valdovinos A, Calhoun C, et al. JCI Insight. 2019 Dec 19;4(24):e130056.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/31687975"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/31687975"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/31687975"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
32549377	Pubmed	"Lipid Mediators Regulate Pulmonary Fibrosis: Potential Mechanisms and Signaling Pathways. Suryadevara V, Ramchandran R, Kamp DW, Natarajan V. Int J Mol Sci. 2020 Jun 15;21(12):4257.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/32549377"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/32549377"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/32549377"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
33324646	Pubmed	"Fibroblast Senescence in Idiopathic Pulmonary Fibrosis. Lin Y, Xu Z. Front Cell Dev Biol. 2020 Nov 25;8:593283.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/33324646"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/33324646"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/33324646"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
33811820	Pubmed	"Oxylipin biosynthesis reinforces cellular senescence and allows detection of senolysis. Wiley CD, Sharma R, Davis SS, Lopez-Dominguez JA, Mitchell KP, Wiley S, et al. Cell Metab. 2021 Jun 1;33(6):1124-1136.e5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/33811820"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/33811820"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/33811820"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
