Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
LOC453744	GeneProduct	ncbigene:453744		ensembl:ENSPTRG00000007280	ncbigene:453744		uniprot:A0A2J8KRU7;uniprot:A0A6D2WG79;uniprot:A0A6D2Y759;uniprot:A0A2I3RQD8;uniprot:H2Q9T0;uniprot:A0A2J8KRV5			
LOC735881	GeneProduct	ncbigene:735881		ensembl:ENSPTRG00000007281	ncbigene:735881		uniprot:A0A2I3S1F1;uniprot:A0A6D2WI63			
CYP3A4	GeneProduct	ncbigene:463582		ensembl:ENSPTRG00000033773	ncbigene:463582		uniprot:A0A2I3TKR6;uniprot:A0A2I3RRW1;uniprot:A0A2I3SYU7;uniprot:A0A6D2XJ66;uniprot:B1NL93			
LOC739864	GeneProduct	ncbigene:739864		ensembl:ENSPTRG00000000708	ncbigene:739864		uniprot:H2PYZ6;uniprot:H2PYZ4;uniprot:A0A2I3RZ90			
CYP2D6	GeneProduct	ncbigene:470228		ensembl:ENSPTRG00000042031	ncbigene:470228		uniprot:A0A2I3T1D4;uniprot:H2R1S5;uniprot:H2QLT8			
LOC450857	GeneProduct	ncbigene:450857		ensembl:ENSPTRG00000003099	ncbigene:450857		uniprot:A0A2J8J1H0;uniprot:H2Q2U0;uniprot:A0A6D2XVS6			
ADH1A	GeneProduct	ncbigene:744064		ensembl:ENSPTRG00000041356	ncbigene:744064	hgnc.symbol:ADH1A	uniprot:H2QPX7;uniprot:A0A6D2WDT9			
ADH1B	GeneProduct	ncbigene:461396		ensembl:ENSPTRG00000039360	ncbigene:461396;ncbigene:744176		uniprot:K7D361;uniprot:Q5R1W2;uniprot:A0A2I3RHE8;uniprot:A0A663DGJ7			
ADH1C	GeneProduct	ncbigene:744176		ensembl:ENSPTRG00000039360	ncbigene:461396;ncbigene:744176		uniprot:K7D361;uniprot:Q5R1W2;uniprot:A0A2I3RHE8;uniprot:A0A663DGJ7			
ADH4	GeneProduct	ncbigene:461394		ensembl:ENSPTRG00000024240	ncbigene:461394	hgnc.symbol:ADH4	uniprot:A0A6D2WDM9;uniprot:A0A2J8MAP9;uniprot:A0A2J8MAP7;uniprot:A0A6D2Y8A8			
ADH6	GeneProduct	ncbigene:461395		ensembl:ENSPTRG00000016304	ncbigene:461395	hgnc.symbol:ADH6	uniprot:H2QPX6;uniprot:A0A2I3T7L3;uniprot:A0A6D2XG75;uniprot:A0A6D2W476			
ADH7	GeneProduct	ncbigene:471257		ensembl:ENSPTRG00000049233	ncbigene:471257	hgnc.symbol:ADH7	uniprot:A0A2I3RDY3;uniprot:A0A2I3RGP0			
ALDH1A1	GeneProduct	ncbigene:464529		ensembl:ENSPTRG00000021023	ncbigene:464529		uniprot:A0A2I3TBC0;uniprot:A0A2I3TTV1;uniprot:H2QXC6;uniprot:A0A2I3RJK8;uniprot:A0A2I3S2X8;uniprot:A0A6D2X8R5			
ALDH2	GeneProduct	ncbigene:452252								
