ID	Database	Citation
9603781	Pubmed	"Rat endocrine pancreatic development in relation to two homeobox gene products (Pdx-1 and Nkx 6.1). Oster A, Jensen J, Serup P, Galante P, Madsen OD, Larsson LI. J Histochem Cytochem. 1998 Jun;46(6):707–15.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9603781"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9603781"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9603781"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10938085	Pubmed	"Transcriptional and translational regulation of beta-cell differentiation factor Nkx6.1. Watada H, Mirmira RG, Leung J, German MS. J Biol Chem. 2000 Nov 3;275(44):34224–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10938085"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10938085"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10938085"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16122728	Pubmed	"Prox1 activity controls pancreas morphogenesis and participates in the production of “secondary transition” pancreatic endocrine cells. Wang J, Kilic G, Aydin M, Burke Z, Oliver G, Sosa-Pineda B. Dev Biol. 2005 Oct 1;286(1):182–94.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16122728"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16122728"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16122728"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16201968	Pubmed	"Interactions between hairy/enhancer of split-related proteins and the pancreatic transcription factor Ptf1-p48 modulate function of the PTF1 transcriptional complex. Ghosh B, Leach SD. Biochem J. 2006 Feb 1;393(Pt 3):679–85.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16201968"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16201968"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16201968"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16386727	Pubmed	"An endothelial-mesenchymal relay pathway regulates early phases of pancreas development. Jacquemin P, Yoshitomi H, Kashima Y, Rousseau GG, Lemaigre FP, Zaret KS. Dev Biol. 2006 Feb 1;290(1):189–99.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16386727"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16386727"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16386727"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17222338	Pubmed	"Wnt/beta-catenin signaling is required for development of the exocrine pancreas. Wells JM, Esni F, Boivin GP, Aronow BJ, Stuart W, Combs C, et al. BMC Dev Biol. 2007 Jan 12;7:4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17222338"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17222338"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17222338"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17403901	Pubmed	"Ptf1a binds to and activates area III, a highly conserved region of the Pdx1 promoter that mediates early pancreas-wide Pdx1 expression. Wiebe PO, Kormish JD, Roper VT, Fujitani Y, Alston NI, Zaret KS, et al. Mol Cell Biol. 2007 Jun;27(11):4093–104.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17403901"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17403901"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17403901"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17803961	Pubmed	"Ptf1a and RBP-J cooperate in activating Pdx1 gene expression through binding to Area III. Miyatsuka T, Matsuoka T aki, Shiraiwa T, Yamamoto T, Kojima I, Kaneto H. Biochem Biophys Res Commun. 2007 Nov 3;362(4):905–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17803961"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17803961"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17803961"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17849436	Pubmed	"Rbp-j regulates expansion of pancreatic epithelial cells and their differentiation into exocrine cells during mouse development. Fujikura J, Hosoda K, Kawaguchi Y, Noguchi M, Iwakura H, Odori S, et al. Dev Dyn. 2007 Oct;236(10):2779–91.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17849436"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17849436"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17849436"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17938243	Pubmed	"Early pancreatic development requires the vertebrate Suppressor of Hairless (RBPJ) in the PTF1 bHLH complex. Masui T, Long Q, Beres TM, Magnuson MA, MacDonald RJ. Genes Dev. 2007 Oct 15;21(20):2629–43.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17938243"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17938243"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17938243"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
