Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Platelet-activating factor	Metabolite	chebi:44811						wikidata:Q420577	chebi:44811;chebi:44811	inchikey:HVAUUPRFYPCOCA-AREMUKBSSA-N
PAFAH1B3	GeneProduct	ensembl:ENSG00000079462		ensembl:ENSG00000079462	ncbigene:5050	hgnc.symbol:PAFAH1B3	uniprot:M0R323;uniprot:M0R389;uniprot:M0QZT2;uniprot:M0R1K3;uniprot:Q15102;uniprot:M0QXS6;uniprot:A0A024R0L6			
PAFAH1B2	GeneProduct	ensembl:ENSG00000168092		ensembl:ENSG00000168092	ncbigene:5049	hgnc.symbol:PAFAH1B2	uniprot:J3KNE3;uniprot:V9HW44;uniprot:P68402			
DYNC1H1	GeneProduct	ensembl:ENSG00000197102		ensembl:ENSG00000197102	ncbigene:1778	hgnc.symbol:DYNC1H1	uniprot:A0A7P0T8N2;uniprot:A0A7P0TB96;uniprot:A0A7P0T916;uniprot:A0A2R8YFZ7;uniprot:A0A7P0T9R4;uniprot:A0A7P0TBC9;uniprot:A0A2R8Y6H2;uniprot:A0A7P0T934;uniprot:A0A7P0T9F1;uniprot:A0A7P0TA13;uniprot:A0A7P0TAV5;uniprot:A0A7P0TB75;uniprot:A0A2R8Y5T0;uniprot:A0A7P0TAM4;uniprot:A0A7P0T9C4;uniprot:A0A7P0T7V5;uniprot:A0A2R8YGC7;uniprot:A0A7P0T990;uniprot:A0A2R8Y706;uniprot:A0A7P0T9S3;uniprot:A0A7P0T825;uniprot:Q14204;uniprot:A0A7P0TAS7;uniprot:A0A7P0T9K2;uniprot:A0A7P0TAW9;uniprot:A0A7P0TB64;uniprot:A0A7P0TAF3;uniprot:A0A7P0TBJ7;uniprot:A0A7P0T942;uniprot:A0A804HHY6;uniprot:A0A7P0T8W5;uniprot:A0A7P0T9Y3			
RELN	GeneProduct	ensembl:ENSG00000189056		ensembl:ENSG00000189056	ncbigene:5649	hgnc.symbol:RELN	uniprot:A0A7P0TA83;uniprot:J3KQ66;uniprot:P78509;uniprot:H7C2B0			
CLIP1	GeneProduct	ensembl:ENSG00000130779		ensembl:ENSG00000130779	ncbigene:6249	hgnc.symbol:CLIP1	uniprot:F5H270;uniprot:P30622;uniprot:A0A024RBR1;uniprot:A0A3B3IS27;uniprot:F5H367;uniprot:F5H6A0;uniprot:F5H1T5;uniprot:A0A3B3ITA2;uniprot:J3KP58;uniprot:F5H0N7;uniprot:A0A3B3ISJ8			
DCX	GeneProduct	ensembl:ENSG00000077279		ensembl:ENSG00000077279	ncbigene:1641	hgnc.symbol:DCX	uniprot:E7EU50;uniprot:A0A1B0GWD1;uniprot:A0A7P0T9C5;uniprot:A0A804CF28;uniprot:A8K340;uniprot:O43602			
NUDC	GeneProduct	ensembl:ENSG00000090273		ensembl:ENSG00000090273	ncbigene:10726	hgnc.symbol:NUDC	uniprot:A0A0A0MSU9;uniprot:A0A0A0MSS4;uniprot:Q9Y266			
TUBA1A	GeneProduct	ensembl:ENSG00000167552		ensembl:ENSG00000167552	ncbigene:7846	hgnc.symbol:TUBA1A	uniprot:F8VRZ4;uniprot:Q71U36;uniprot:F8W0F6;uniprot:F8VQQ4;uniprot:A0A7P0Z4A1			
NDEL1	GeneProduct	ensembl:ENSG00000166579		ensembl:ENSG00000166579	ncbigene:81565	hgnc.symbol:NDEL1	uniprot:J3QLD0;uniprot:Q9GZM8;uniprot:J3KRK9;uniprot:J3QSD2;uniprot:J3KSF2;uniprot:J3QRD2;uniprot:J3KT16;uniprot:A6NIZ0;uniprot:J3QL85;uniprot:J3QRZ1;uniprot:J3QL31			
PAFAH1B1	GeneProduct	ensembl:ENSG00000007168	LIS1	ensembl:ENSG00000007168	ncbigene:5048	hgnc.symbol:PAFAH1B1	uniprot:I3L3N5;uniprot:A0A6Q8PFT2;uniprot:A0A6Q8PFU3;uniprot:A0A6Q8PG63;uniprot:A0A6Q8PGF8;uniprot:A0A6Q8PH33;uniprot:I3L384;uniprot:P43034;uniprot:I3L495			
VLDLR	GeneProduct	ensembl:ENSG00000147852		ensembl:ENSG00000147852	ncbigene:7436	hgnc.symbol:VLDLR	uniprot:A0A7P0TA42;uniprot:P98155;uniprot:A0A804CHQ2;uniprot:A0A7P0TAL1;uniprot:A0A7P0T8C1;uniprot:Q5VVF8;uniprot:Q5VVF5;uniprot:A0A7P0T8N6;uniprot:A0A7P0T9P7;uniprot:A0A7P0T8N9;uniprot:A0A7P0TB10;uniprot:A0A7P0T8F7;uniprot:A0A7P0TBI2;uniprot:A0A7P0T897;uniprot:A0A7P0Z477			
PAFAH1B1	GeneProduct	ensembl:ENSG00000007168		ensembl:ENSG00000007168	ncbigene:5048	hgnc.symbol:PAFAH1B1	uniprot:I3L3N5;uniprot:A0A6Q8PFT2;uniprot:A0A6Q8PFU3;uniprot:A0A6Q8PG63;uniprot:A0A6Q8PGF8;uniprot:A0A6Q8PH33;uniprot:I3L384;uniprot:P43034;uniprot:I3L495			
