Label	Type	ID	Database	
FAS2	GeneProduct	S000006152	SGD
OAR1	GeneProduct	S000001538	SGD
FAS2	GeneProduct	S000006152	SGD
CEM1	GeneProduct	S000000863	SGD
FAS2	GeneProduct	S000006152	SGD
OAR1	GeneProduct	S000001538	SGD
NADPH	Metabolite	53-57-6	CAS
NADPH	Metabolite	53-57-6	CAS
malonyl-ACP	Metabolite		
acyl-ACP	Metabolite		
D-3-hydroxy-acyl-ACP	Metabolite		
NADP	Metabolite		
H+	Metabolite		
beta-ketoacyl-ACP	Metabolite		
beta-ketoacyl-ACP	Metabolite		
CO2	Metabolite		
ACP-SH	Metabolite		
acetoacetyl-ACP	Metabolite		
D-3-hydroxy-acyl-ACP	Metabolite		
H+	Metabolite		
NADP	Metabolite		
trans-delta2-enoyl-acyl-ACP	Metabolite		
2,3-decenoyl-ACP	Metabolite		
3,4-decenoyl-ACP	Metabolite		
