Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
H2afx	GeneProduct	ncbigene:300668								
Rb1	GeneProduct	ncbigene:24708		ensembl:ENSRNOG00000016029	ncbigene:24708		uniprot:R9PXV5;uniprot:P33568			
Apaf1	GeneProduct	ensembl:ENSRNOG00000008022		ensembl:ENSRNOG00000008022			uniprot:Q9EPV5			
Cdk2	GeneProduct	ncbigene:362817								
Reprimo	GeneProduct	ncbigene:680110		ensembl:ENSRNOG00000005109	ncbigene:680110		uniprot:Q5BJN9			
Bcl2	GeneProduct	ncbigene:24224								
Tp53	GeneProduct	ncbigene:24842		ensembl:ENSRNOG00000010756	ncbigene:24842		uniprot:A0A0G2KBB2;uniprot:P10361;uniprot:A0A0G2KB75;uniprot:Q9EQL0			
Bax	GeneProduct	ncbigene:24887		ensembl:ENSRNOG00000020876	ncbigene:24887		uniprot:G3V8T9			
Atm	GeneProduct	ncbigene:300711								
14-3-3 sigma 	GeneProduct	ncbigene:298795		ensembl:ENSRNOG00000004188	ncbigene:298795		uniprot:Q5EBB0			
CytC	GeneProduct	ncbigene:25309		ensembl:ENSRNOG00000010452	ncbigene:25309		uniprot:P62898			
Cyclin D	GeneProduct	ncbigene:58919		ensembl:ENSRNOG00000020918	ncbigene:58919		uniprot:P39948;uniprot:Q1JUA4			
CyclinB1	GeneProduct	ncbigene:25203		ensembl:ENSRNOG00000058539	ncbigene:25203		uniprot:P30277			
Cdk6	GeneProduct	ncbigene:114483		ensembl:ENSRNOG00000009258	ncbigene:114483		uniprot:F1MA87			
Chk2	GeneProduct	ncbigene:114212		ensembl:ENSRNOG00000037509	ncbigene:114212		uniprot:Q9R019			
Rb1	GeneProduct	ncbigene:24708		ensembl:ENSRNOG00000016029	ncbigene:24708		uniprot:R9PXV5;uniprot:P33568			
Cyclin E	GeneProduct	ncbigene:25729		ensembl:ENSRNOG00000014786	ncbigene:25729		uniprot:B1WC54			
Caspase9	GeneProduct	ncbigene:58918		ensembl:ENSRNOG00000012944	ncbigene:58918		uniprot:A0A0G2K3V0;uniprot:Q920G4;uniprot:Q9JHK1			
Brca1	GeneProduct	ncbigene:497672		ensembl:ENSRNOG00000020701	ncbigene:497672		uniprot:G3V8S5			
E2f1	GeneProduct	ncbigene:399489		ensembl:ENSRNOG00000016708	ncbigene:399489;ncbigene:311562		uniprot:D3ZKY0;uniprot:O09139;uniprot:A0A0G2JWW3			
E2f1	GeneProduct	ncbigene:399489		ensembl:ENSRNOG00000016708	ncbigene:399489;ncbigene:311562		uniprot:D3ZKY0;uniprot:O09139;uniprot:A0A0G2JWW3			
Cdkn1a	GeneProduct	ensembl:ENSRNOG00000000521		ensembl:ENSRNOG00000000521	ncbigene:114851		uniprot:Q64315			
Caspase3	GeneProduct	ncbigene:25402		ensembl:ENSRNOG00000010475	ncbigene:25402		uniprot:P55213			
Cdc2	GeneProduct	ncbigene:54237		ensembl:ENSRNOG00000000632	ncbigene:54237		uniprot:P39951			
Pmaip1	GeneProduct	ncbigene:492821		ensembl:ENSRNOG00000018770	ncbigene:492821		uniprot:Q5U777			
Gadd45a	GeneProduct	ncbigene:25112		ensembl:ENSRNOG00000005615	ncbigene:25112		uniprot:Q66HL6			
Bak1	GeneProduct	ncbigene:116502		ensembl:ENSRNOG00000000485	ncbigene:116502		uniprot:Q9JK59			
